	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
37	Brandon Goodwin	ATL	ATL @ CLE	02/12/2020	L	14	0	0	3	0.0	0	2	0.0	0	0	-	1	2	3	1	0	0	0	1	-10	5.1
38	Kevin Huerter	ATL	ATL @ CLE	02/12/2020	L	30	11	4	12	33.3	3	7	42.9	0	0	-	0	1	1	2	1	0	4	3	-11	14.2
39	Andre Drummond	CLE	CLE vs. ATL	02/12/2020	W	22	14	6	10	60.0	0	1	0.0	2	3	66.7	5	10	15	1	0	2	5	2	0	34.5
40	Alfonzo McKinnie	CLE	CLE vs. ATL	02/12/2020	W	9	2	1	3	33.3	0	2	0.0	0	0	-	0	1	1	0	1	0	0	1	7	6.2
41	Treveon Graham	ATL	ATL @ CLE	02/12/2020	L	5	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-7	0.0
42	Dante Exum	CLE	CLE vs. ATL	02/12/2020	W	19	5	2	4	50.0	1	2	50.0	0	0	-	0	4	4	3	1	0	1	3	14	16.3
43	Reggie Jackson	DET	DET @ ORL	02/12/2020	L	36	12	5	16	31.3	2	8	25.0	0	0	-	1	2	3	11	0	0	4	1	17	28.1
44	Khem Birch	ORL	ORL vs. DET	02/12/2020	W	13	8	4	5	80.0	0	0	-	0	0	-	2	2	4	0	0	1	0	4	2	15.8
45	Derrick Rose	DET	DET @ ORL	02/12/2020	L	17	2	1	13	7.7	0	4	0.0	0	0	-	0	0	0	4	1	1	3	0	-16	11.0
46	Michael Carter-Williams	ORL	ORL vs. DET	02/12/2020	W	14	0	0	2	0.0	0	0	-	0	0	-	1	8	9	3	1	2	5	2	-6	19.3
47	Gary Clark	ORL	ORL vs. DET	02/12/2020	W	10	0	0	4	0.0	0	4	0.0	0	0	-	0	2	2	0	0	1	0	1	-1	5.4
48	James Ennis III	ORL	ORL vs. DET	02/12/2020	W	14	7	2	4	50.0	1	1	100	2	2	100	0	1	1	0	0	0	1	2	6	7.2
49	John Henson	DET	DET @ ORL	02/12/2020	L	6	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	1	0	0	-4	4.2
0	Christian Wood	DET	DET @ ORL	02/12/2020	L	38	26	9	14	64.3	1	4	25.0	7	8	87.5	4	8	12	1	0	2	0	2	-12	47.9
1	Tony Snell	DET	DET @ ORL	02/12/2020	L	33	16	6	8	75.0	4	5	80.0	0	0	-	1	2	3	5	0	1	0	2	-4	30.1
2	Nikola Vucevic	ORL	ORL vs. DET	02/12/2020	W	40	19	9	21	42.9	1	7	14.3	0	0	-	1	10	11	7	3	1	2	2	5	52.7
3	Thon Maker	DET	DET @ ORL	02/12/2020	L	27	18	6	9	66.7	2	3	66.7	4	4	100	2	0	2	1	1	1	3	4	0	24.9
4	Terrence Ross	ORL	ORL vs. DET	02/12/2020	W	36	5	2	12	16.7	1	9	11.1	0	0	-	0	2	2	1	4	1	1	1	10	22.9
5	Svi Mykhailiuk	DET	DET @ ORL	02/12/2020	L	18	8	2	6	33.3	1	4	25.0	3	3	100	0	3	3	0	1	0	2	2	3	12.6
6	Markelle Fultz	ORL	ORL vs. DET	02/12/2020	W	40	22	8	14	57.1	1	3	33.3	5	6	83.3	1	4	5	10	2	0	0	1	6	49.0
7	Aaron Gordon	ORL	ORL vs. DET	02/12/2020	W	43	25	8	15	53.3	3	4	75.0	6	6	100	4	5	9	9	1	1	1	0	5	54.3
8	Evan Fournier	ORL	ORL vs. DET	02/12/2020	W	39	19	6	13	46.2	4	7	57.1	3	4	75.0	0	2	2	3	2	0	2	2	-5	29.9
9	Langston Galloway	DET	DET @ ORL	02/12/2020	L	30	11	4	11	36.4	3	10	30.0	0	0	-	0	2	2	3	0	0	1	2	-12	16.9
10	Wes Iwundu	ORL	ORL vs. DET	02/12/2020	W	16	11	5	6	83.3	1	1	100	0	0	-	0	1	1	1	0	0	0	1	-2	13.7
11	Bruce Brown	DET	DET @ ORL	02/12/2020	L	26	2	1	2	50.0	0	0	-	0	0	-	0	10	10	2	0	0	3	2	0	14.0
12	Sekou Doumbouya	DET	DET @ ORL	02/12/2020	L	14	3	1	6	16.7	1	2	50.0	0	0	-	0	3	3	0	2	0	3	3	-13	9.6
13	Markieff Morris	DET	DET @ ORL	02/12/2020	L	21	14	5	7	71.4	4	5	80.0	0	0	-	1	7	8	1	0	1	1	2	21	27.1
14	Serge Ibaka	TOR	TOR @ BKN	02/12/2020	L	35	28	10	17	58.8	5	10	50.0	3	4	75.0	1	8	9	0	1	2	2	5	3	45.8
15	Joe Harris	BKN	BKN vs. TOR	02/12/2020	W	35	19	7	12	58.3	2	5	40.0	3	3	100	0	6	6	2	1	1	1	1	14	34.2
16	Rondae Hollis-Jefferson	TOR	TOR @ BKN	02/12/2020	L	16	4	2	3	66.7	0	0	-	0	0	-	0	2	2	3	0	1	2	2	-2	11.9
17	Jarrett Allen	BKN	BKN vs. TOR	02/12/2020	W	20	10	3	6	50.0	0	0	-	4	5	80.0	5	8	13	3	0	1	0	2	12	33.1
18	Timothe Luwawu-Cabarrot	BKN	BKN vs. TOR	02/12/2020	W	12	2	0	3	0.0	0	1	0.0	2	2	100	0	1	1	0	0	1	0	2	2	6.2
19	Fred VanVleet	TOR	TOR @ BKN	02/12/2020	L	39	22	8	19	42.1	4	10	40.0	2	2	100	0	2	2	1	1	0	3	1	-12	25.9
20	O.G. Anunoby	TOR	TOR @ BKN	02/12/2020	L	32	4	2	5	40.0	0	2	0.0	0	0	-	0	3	3	0	1	1	2	3	-10	11.6
21	Garrett Temple	BKN	BKN vs. TOR	02/12/2020	W	25	10	3	9	33.3	2	6	33.3	2	3	66.7	0	1	1	2	1	0	0	1	4	17.2
22	Pascal Siakam	TOR	TOR @ BKN	02/12/2020	L	37	16	6	17	35.3	1	6	16.7	3	3	100	2	6	8	4	1	0	1	2	-9	33.6
23	Kyle Lowry	TOR	TOR @ BKN	02/12/2020	L	37	12	4	13	30.8	3	6	50.0	1	2	50.0	0	11	11	12	1	0	3	5	-7	43.2
24	Terence Davis	TOR	TOR @ BKN	02/12/2020	L	17	1	0	6	0.0	0	5	0.0	1	2	50.0	1	1	2	0	0	0	0	0	-2	3.4
25	DeAndre Jordan	BKN	BKN vs. TOR	02/12/2020	W	23	7	3	6	50.0	0	0	-	1	1	100	4	6	10	4	0	1	2	1	0	26.0
26	Patrick McCaw	TOR	TOR @ BKN	02/12/2020	L	16	2	1	6	16.7	0	2	0.0	0	0	-	1	1	2	1	1	0	0	0	0	8.9
27	Wilson Chandler	BKN	BKN vs. TOR	02/12/2020	W	27	8	3	9	33.3	2	5	40.0	0	0	-	1	5	6	1	0	0	1	2	-3	15.7
28	Taurean Prince	BKN	BKN vs. TOR	02/12/2020	W	29	8	2	10	20.0	1	7	14.3	3	4	75.0	0	5	5	2	1	0	3	2	8	17.0
29	Caris LeVert	BKN	BKN vs. TOR	02/12/2020	W	36	20	10	20	50.0	0	4	0.0	0	0	-	2	5	7	4	4	1	5	2	3	44.4
30	Chris Boucher	TOR	TOR @ BKN	02/12/2020	L	9	2	1	3	33.3	0	2	0.0	0	0	-	1	1	2	0	0	0	0	1	-9	4.4
31	Spencer Dinwiddie	BKN	BKN vs. TOR	02/12/2020	W	34	17	5	13	38.5	2	7	28.6	5	7	71.4	0	6	6	9	0	0	0	3	10	37.7
32	Matt Thomas	TOR	TOR @ BKN	02/12/2020	L	3	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	1	-2	1.2
33	Jonah Bolden	PHX	PHX vs. GSW	02/12/2020	W	26	6	2	6	33.3	0	1	0.0	2	2	100	3	4	7	0	1	2	0	4	17	23.4
34	Jevon Carter	PHX	PHX vs. GSW	02/12/2020	W	19	8	3	4	75.0	2	2	100	0	0	-	2	0	2	2	1	0	0	0	3	16.4
35	Zach Norvell Jr.	GSW	GSW @ PHX	02/12/2020	L	8	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	1	2	-14	-1.0
36	Andrew Wiggins	GSW	GSW @ PHX	02/12/2020	L	34	27	9	14	64.3	3	4	75.0	6	6	100	0	4	4	5	2	4	2	0	9	55.3
37	Damion Lee	GSW	GSW @ PHX	02/12/2020	L	32	10	4	10	40.0	2	8	25.0	0	0	-	0	5	5	3	3	0	1	2	-5	28.5
38	Cameron Johnson	PHX	PHX vs. GSW	02/12/2020	W	18	9	3	6	50.0	3	6	50.0	0	0	-	0	2	2	1	2	0	1	2	18	17.9
39	Jordan Poole	GSW	GSW @ PHX	02/12/2020	L	32	12	4	12	33.3	2	7	28.6	2	2	100	0	3	3	3	1	0	2	1	0	21.1
40	Juan Toscano-Anderson	GSW	GSW @ PHX	02/12/2020	L	14	4	2	3	66.7	0	0	-	0	0	-	0	1	1	0	1	0	0	1	-10	8.2
41	Ricky Rubio	PHX	PHX vs. GSW	02/12/2020	W	24	9	4	8	50.0	1	1	100	0	0	-	2	3	5	9	2	0	5	4	-2	29.5
42	Devin Booker	PHX	PHX vs. GSW	02/12/2020	W	37	27	8	22	36.4	2	8	25.0	9	9	100	0	5	5	8	2	1	5	0	17	49.0
43	Cheick Diallo	PHX	PHX vs. GSW	02/12/2020	W	22	10	5	6	83.3	0	0	-	0	0	-	1	7	8	0	2	0	0	2	-13	25.6
44	Marquese Chriss	GSW	GSW @ PHX	02/12/2020	L	31	18	7	11	63.6	0	1	0.0	4	6	66.7	2	10	12	3	0	3	3	3	2	42.9
45	Alen Smailagic	GSW	GSW @ PHX	02/12/2020	L	7	2	0	1	0.0	0	0	-	2	2	100	0	0	0	0	0	0	2	1	-3	0.0
46	Elie Okobo	PHX	PHX vs. GSW	02/12/2020	W	22	12	5	9	55.6	1	4	25.0	1	2	50.0	0	2	2	3	0	0	2	1	12	16.9
47	Jeremy Pargo	GSW	GSW @ PHX	02/12/2020	L	21	15	6	11	54.5	3	5	60.0	0	0	-	0	1	1	2	0	0	2	5	5	17.2
48	Ky Bowman	GSW	GSW @ PHX	02/12/2020	L	4	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	1	2	-9	-1.0
49	Draymond Green	GSW	GSW @ PHX	02/12/2020	L	30	6	2	5	40.0	1	2	50.0	1	1	100	0	6	6	9	1	0	5	2	2	24.7
0	Eric Paschall	GSW	GSW @ PHX	02/12/2020	L	27	12	5	8	62.5	0	2	0.0	2	2	100	2	4	6	2	0	0	3	1	-7	19.2
1	Mikal Bridges	PHX	PHX vs. GSW	02/12/2020	W	32	14	6	12	50.0	2	4	50.0	0	0	-	0	2	2	1	3	1	1	3	0	28.9
2	Ty Jerome	PHX	PHX vs. GSW	02/12/2020	W	8	2	1	2	50.0	0	1	0.0	0	0	-	0	1	1	1	1	0	0	1	-8	7.7
3	Kelly Oubre Jr.	PHX	PHX vs. GSW	02/12/2020	W	32	15	5	16	31.3	3	10	30.0	2	2	100	0	6	6	0	0	0	0	4	-14	22.2
4	RJ Barrett	NYK	NYK vs. WAS	02/12/2020	L	29	16	5	16	31.3	0	4	0.0	6	6	100	0	5	5	0	0	0	2	3	-10	20.0
5	Gary Payton II	WAS	WAS @ NYK	02/12/2020	W	2	3	1	1	100	1	1	100	0	0	-	0	0	0	0	0	0	0	1	-1	3.0
6	Taj Gibson	NYK	NYK vs. WAS	02/12/2020	L	10	2	1	1	100	0	0	-	0	0	-	1	2	3	0	0	1	1	2	-9	7.6
7	Elfrid Payton	NYK	NYK vs. WAS	02/12/2020	L	31	19	6	10	60.0	1	2	50.0	6	9	66.7	0	4	4	8	5	0	2	0	-14	48.8
8	Rui Hachimura	WAS	WAS @ NYK	02/12/2020	W	23	8	3	7	42.9	0	1	0.0	2	3	66.7	1	4	5	1	0	0	1	3	14	14.5
9	Frank Ntilikina	NYK	NYK vs. WAS	02/12/2020	L	11	0	0	2	0.0	0	1	0.0	0	0	-	1	0	1	3	1	0	2	1	-2	6.7
10	Johnathan Williams	WAS	WAS @ NYK	02/12/2020	W	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
11	Mitchell Robinson	NYK	NYK vs. WAS	02/12/2020	L	18	11	5	6	83.3	0	0	-	1	4	25.0	5	3	8	1	0	1	0	5	-7	25.1
12	Maurice Harkless	NYK	NYK vs. WAS	02/12/2020	L	25	4	2	7	28.6	0	3	0.0	0	0	-	1	4	5	2	1	0	0	2	-2	16.0
13	Ian Mahinmi	WAS	WAS @ NYK	02/12/2020	W	30	9	3	7	42.9	0	0	-	3	4	75.0	2	8	10	1	1	1	0	5	10	28.5
14	Kevin Knox II	NYK	NYK vs. WAS	02/12/2020	L	10	2	1	1	100	0	0	-	0	0	-	0	0	0	0	0	0	0	2	-3	2.0
15	Jerome Robinson	WAS	WAS @ NYK	02/12/2020	W	21	5	2	6	33.3	1	2	50.0	0	0	-	0	2	2	2	1	0	1	1	9	12.4
16	Shabazz Napier	WAS	WAS @ NYK	02/12/2020	W	19	5	2	3	66.7	0	1	0.0	1	2	50.0	0	3	3	4	1	0	1	1	11	16.6
17	Ish Smith	WAS	WAS @ NYK	02/12/2020	W	29	8	4	9	44.4	0	3	0.0	0	0	-	1	3	4	3	1	1	1	0	7	22.3
18	Isaac Bonga	WAS	WAS @ NYK	02/12/2020	W	14	13	5	7	71.4	3	3	100	0	0	-	1	4	5	3	2	2	1	2	7	34.5
19	Bradley Beal	WAS	WAS @ NYK	02/12/2020	W	34	30	11	23	47.8	2	7	28.6	6	7	85.7	0	2	2	3	2	1	4	1	16	41.9
20	Davis Bertans	WAS	WAS @ NYK	02/12/2020	W	30	16	4	9	44.4	2	6	33.3	6	7	85.7	0	2	2	2	2	1	2	1	13	28.4
21	Bobby Portis	NYK	NYK vs. WAS	02/12/2020	L	15	7	2	6	33.3	0	2	0.0	3	4	75.0	0	7	7	2	1	0	3	4	4	18.4
22	Dennis Smith Jr.	NYK	NYK vs. WAS	02/12/2020	L	6	4	2	4	50.0	0	0	-	0	0	-	1	3	4	0	1	0	4	2	-2	7.8
23	Wayne Ellington	NYK	NYK vs. WAS	02/12/2020	L	15	5	1	4	25.0	0	2	0.0	3	3	100	0	0	0	1	0	0	0	0	-6	6.5
24	Reggie Bullock	NYK	NYK vs. WAS	02/12/2020	L	24	5	2	12	16.7	1	5	20.0	0	0	-	1	1	2	0	1	0	2	3	-20	8.4
25	Troy Brown Jr.	WAS	WAS @ NYK	02/12/2020	W	20	11	3	7	42.9	1	3	33.3	4	6	66.7	1	2	3	6	2	0	1	1	-3	28.6
26	Moritz Wagner	WAS	WAS @ NYK	02/12/2020	W	17	6	2	5	40.0	0	1	0.0	2	4	50.0	0	4	4	0	1	1	1	5	7	15.8
27	Julius Randle	NYK	NYK vs. WAS	02/12/2020	L	38	21	9	18	50.0	1	3	33.3	2	3	66.7	4	9	13	1	0	1	4	2	-15	37.1
28	Damyean Dotson	NYK	NYK vs. WAS	02/12/2020	L	6	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	1	0	0	0	1	-4	1.5
29	Derrick Favors	NOP	NOP vs. POR	02/11/2020	W	21	6	3	4	75.0	0	0	-	0	0	-	2	5	7	2	1	1	2	3	14	21.4
30	JJ Redick	NOP	NOP vs. POR	02/11/2020	W	21	20	5	10	50.0	4	7	57.1	6	6	100	0	2	2	2	0	0	1	0	4	24.4
31	Moses Brown	POR	POR @ NOP	02/11/2020	L	10	1	0	1	0.0	0	0	-	1	4	25.0	0	3	3	1	0	1	0	2	3	9.1
32	Anfernee Simons	POR	POR @ NOP	02/11/2020	L	19	9	2	6	33.3	1	4	25.0	4	4	100	0	2	2	4	0	0	1	3	-5	16.4
33	Jaxson Hayes	NOP	NOP vs. POR	02/11/2020	W	11	9	2	2	100	0	0	-	5	6	83.3	1	2	3	0	0	0	0	1	-5	12.6
34	Zion Williamson	NOP	NOP vs. POR	02/11/2020	W	28	31	10	17	58.8	0	1	0.0	11	14	78.6	6	3	9	5	1	0	2	1	25	50.3
35	Carmelo Anthony	POR	POR @ NOP	02/11/2020	L	26	18	8	16	50.0	0	5	0.0	2	2	100	0	1	1	1	1	0	2	4	-8	21.7
36	Jaylen Hoard	POR	POR @ NOP	02/11/2020	L	10	6	2	3	66.7	0	0	-	2	2	100	1	1	2	0	0	0	0	2	3	8.4
37	Josh Hart	NOP	NOP vs. POR	02/11/2020	W	26	17	7	10	70.0	2	5	40.0	1	1	100	1	5	6	3	1	0	0	1	9	31.7
38	Gary Trent Jr.	POR	POR @ NOP	02/11/2020	L	27	4	2	8	25.0	0	4	0.0	0	0	-	1	1	2	1	1	0	1	2	-17	9.9
39	Frank Jackson	NOP	NOP vs. POR	02/11/2020	W	23	13	4	7	57.1	3	4	75.0	2	3	66.7	0	2	2	5	0	0	1	4	15	21.9
40	CJ McCollum	POR	POR @ NOP	02/11/2020	L	30	20	7	17	41.2	4	8	50.0	2	2	100	0	1	1	3	0	0	2	2	-15	23.7
41	Trevor Ariza	POR	POR @ NOP	02/11/2020	L	27	7	3	3	100	1	1	100	0	0	-	1	2	3	1	3	1	0	0	-16	24.1
42	Nicolo Melli	NOP	NOP vs. POR	02/11/2020	W	28	10	4	10	40.0	2	8	25.0	0	0	-	2	7	9	3	0	1	1	4	13	27.3
43	Caleb Swanigan	POR	POR @ NOP	02/11/2020	L	22	3	1	4	25.0	0	1	0.0	1	2	50.0	4	1	5	1	0	0	3	3	-8	7.5
44	Wenyen Gabriel	POR	POR @ NOP	02/11/2020	L	14	12	5	7	71.4	1	2	50.0	1	2	50.0	1	1	2	0	0	0	0	2	-2	14.4
45	Jrue Holiday	NOP	NOP vs. POR	02/11/2020	W	29	16	7	12	58.3	1	4	25.0	1	2	50.0	0	4	4	10	2	2	2	1	16	45.8
46	Damian Lillard	POR	POR @ NOP	02/11/2020	L	29	20	6	16	37.5	0	4	0.0	8	9	88.9	1	4	5	6	0	0	3	1	-16	32.0
47	Lonzo Ball	NOP	NOP vs. POR	02/11/2020	W	34	9	4	11	36.4	1	4	25.0	0	0	-	1	5	6	10	1	1	4	4	10	33.2
48	Nickeil Alexander-Walker	NOP	NOP vs. POR	02/11/2020	W	2	0	0	2	0.0	0	0	-	0	0	-	1	0	1	0	0	0	0	1	-1	1.2
49	Hassan Whiteside	POR	POR @ NOP	02/11/2020	L	27	17	8	12	66.7	0	0	-	1	1	100	3	11	14	3	0	1	2	5	-24	39.3
0	E'Twaun Moore	NOP	NOP vs. POR	02/11/2020	W	17	7	3	7	42.9	1	1	100	0	0	-	0	1	1	0	1	0	0	0	5	11.2
1	Lonnie Walker IV	SAS	SAS @ OKC	02/11/2020	W	25	6	2	5	40.0	0	1	0.0	2	2	100	1	3	4	0	3	0	0	3	-5	19.8
2	Chris Paul	OKC	OKC vs. SAS	02/11/2020	L	34	31	12	18	66.7	5	9	55.6	2	2	100	0	2	2	7	1	1	2	3	-2	47.9
3	Mike Muscala	OKC	OKC vs. SAS	02/11/2020	L	7	3	1	3	33.3	1	3	33.3	0	0	-	1	0	1	0	0	0	0	2	-5	4.2
4	Steven Adams	OKC	OKC vs. SAS	02/11/2020	L	32	10	4	9	44.4	0	0	-	2	2	100	3	7	10	2	4	1	4	5	1	36.0
5	Marco Belinelli	SAS	SAS @ OKC	02/11/2020	W	16	0	0	2	0.0	0	2	0.0	0	0	-	0	1	1	0	0	0	0	1	13	1.2
6	Derrick White	SAS	SAS @ OKC	02/11/2020	W	28	17	6	9	66.7	1	2	50.0	4	4	100	0	4	4	8	1	1	3	1	12	36.8
7	Jakob Poeltl	SAS	SAS @ OKC	02/11/2020	W	9	1	0	1	0.0	0	0	-	1	2	50.0	2	0	2	2	2	1	1	1	-1	14.4
8	Terrance Ferguson	OKC	OKC vs. SAS	02/11/2020	L	18	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	1	0	0	0	1	-8	1.5
9	Nerlens Noel	OKC	OKC vs. SAS	02/11/2020	L	8	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	1	4	-4	0.2
10	Dejounte Murray	SAS	SAS @ OKC	02/11/2020	W	27	25	9	12	75.0	1	1	100	6	6	100	1	8	9	3	1	0	1	2	-2	42.3
11	Rudy Gay	SAS	SAS @ OKC	02/11/2020	W	17	4	2	5	40.0	0	1	0.0	0	0	-	0	4	4	2	0	0	1	0	10	10.8
12	Luguentz Dort	OKC	OKC vs. SAS	02/11/2020	L	21	4	2	5	40.0	0	3	0.0	0	0	-	1	1	2	0	0	0	0	1	-2	6.4
13	Trey Lyles	SAS	SAS @ OKC	02/11/2020	W	31	8	3	8	37.5	0	2	0.0	2	2	100	0	5	5	1	1	4	1	4	-2	29.5
14	Danilo Gallinari	OKC	OKC vs. SAS	02/11/2020	L	30	15	4	16	25.0	2	7	28.6	5	7	71.4	0	8	8	3	1	0	1	1	0	31.1
15	Bryn Forbes	SAS	SAS @ OKC	02/11/2020	W	21	8	3	9	33.3	2	5	40.0	0	0	-	0	3	3	1	0	0	1	4	-2	12.1
16	Hamidou Diallo	OKC	OKC vs. SAS	02/11/2020	L	8	4	2	2	100	0	0	-	0	0	-	1	1	2	1	0	0	1	1	-1	6.9
17	Shai Gilgeous-Alexander	OKC	OKC vs. SAS	02/11/2020	L	33	17	6	11	54.5	2	3	66.7	3	4	75.0	0	5	5	2	1	0	0	2	-1	29.0
18	Dennis Schroder	OKC	OKC vs. SAS	02/11/2020	L	32	14	5	13	38.5	1	2	50.0	3	3	100	0	0	0	3	0	0	2	1	-9	16.5
19	Abdel Nader	OKC	OKC vs. SAS	02/11/2020	L	16	8	3	7	42.9	0	3	0.0	2	3	66.7	0	4	4	0	1	0	2	3	-9	13.8
20	Patty Mills	SAS	SAS @ OKC	02/11/2020	W	28	20	7	13	53.8	3	8	37.5	3	3	100	0	0	0	0	0	0	1	1	8	19.0
21	LaMarcus Aldridge	SAS	SAS @ OKC	02/11/2020	W	39	25	9	20	45.0	0	3	0.0	7	8	87.5	3	11	14	3	1	1	2	2	9	50.3
22	Rui Hachimura	WAS	WAS vs. CHI	02/11/2020	W	32	20	7	12	58.3	0	0	-	6	6	100	2	2	4	3	2	2	2	2	20	39.3
23	Tomas Satoransky	CHI	CHI @ WAS	02/11/2020	L	30	19	7	12	58.3	2	4	50.0	3	3	100	2	0	2	8	0	0	2	4	-7	31.4
24	Jerome Robinson	WAS	WAS vs. CHI	02/11/2020	W	18	4	1	2	50.0	1	2	50.0	1	2	50.0	0	9	9	0	0	0	1	3	-7	13.8
25	Cristiano Felicio	CHI	CHI @ WAS	02/11/2020	L	23	2	1	3	33.3	0	0	-	0	0	-	4	3	7	3	0	0	1	4	-5	13.9
26	Coby White	CHI	CHI @ WAS	02/11/2020	L	35	14	4	14	28.6	2	7	28.6	4	4	100	1	4	5	7	4	0	1	3	8	41.5
27	Shaquille Harrison	CHI	CHI @ WAS	02/11/2020	L	11	6	3	5	60.0	0	2	0.0	0	0	-	0	2	2	0	1	1	2	0	3	12.4
28	Ian Mahinmi	WAS	WAS vs. CHI	02/11/2020	W	21	15	7	10	70.0	0	1	0.0	1	3	33.3	4	2	6	0	0	0	0	3	15	22.2
29	Isaac Bonga	WAS	WAS vs. CHI	02/11/2020	W	20	8	3	4	75.0	0	0	-	2	2	100	0	5	5	1	0	1	0	1	25	18.5
30	Troy Brown Jr.	WAS	WAS vs. CHI	02/11/2020	W	16	2	0	5	0.0	0	2	0.0	2	2	100	0	4	4	3	5	0	1	2	-8	25.3
31	Luke Kornet	CHI	CHI @ WAS	02/11/2020	L	24	8	4	8	50.0	0	2	0.0	0	1	0.0	1	6	7	0	0	0	0	1	-7	16.4
32	Bradley Beal	WAS	WAS vs. CHI	02/11/2020	W	34	30	12	23	52.2	3	9	33.3	3	4	75.0	2	2	4	7	1	0	4	1	18	44.3
33	Ryan Arcidiacono	CHI	CHI @ WAS	02/11/2020	L	18	5	2	5	40.0	1	4	25.0	0	0	-	0	3	3	1	1	0	3	2	-5	10.1
34	Moritz Wagner	WAS	WAS vs. CHI	02/11/2020	W	27	12	5	7	71.4	0	1	0.0	2	3	66.7	0	3	3	2	1	1	3	2	-3	21.6
35	Shabazz Napier	WAS	WAS vs. CHI	02/11/2020	W	19	15	5	7	71.4	3	4	75.0	2	2	100	1	1	2	2	1	0	5	1	-14	18.4
36	Davis Bertans	WAS	WAS vs. CHI	02/11/2020	W	24	10	4	11	36.4	2	9	22.2	0	0	-	0	2	2	1	0	1	1	1	-12	15.9
37	Thaddeus Young	CHI	CHI @ WAS	02/11/2020	L	33	10	4	12	33.3	2	6	33.3	0	0	-	1	4	5	1	1	2	6	4	-17	20.5
38	Ish Smith	WAS	WAS vs. CHI	02/11/2020	W	28	10	4	8	50.0	2	4	50.0	0	0	-	0	5	5	9	1	1	0	0	26	35.5
39	Gary Payton II	WAS	WAS vs. CHI	02/11/2020	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
40	Zach LaVine	CHI	CHI @ WAS	02/11/2020	L	37	41	15	21	71.4	8	11	72.7	3	4	75.0	1	8	9	4	2	0	5	1	-15	58.8
41	Chandler Hutchison	CHI	CHI @ WAS	02/11/2020	L	29	9	4	12	33.3	1	3	33.3	0	2	0.0	0	4	4	1	0	1	0	3	-15	18.3
42	Enes Freedom	BOS	BOS @ HOU	02/11/2020	L	8	0	0	2	0.0	0	0	-	0	0	-	0	3	3	0	0	0	2	2	-2	1.6
43	Danuel House Jr.	HOU	HOU vs. BOS	02/11/2020	W	40	17	5	11	45.5	3	9	33.3	4	4	100	3	6	9	1	0	0	1	2	15	28.3
44	Marcus Smart	BOS	BOS @ HOU	02/11/2020	L	30	8	3	9	33.3	2	4	50.0	0	0	-	1	4	5	4	1	1	3	3	1	23.0
45	Russell Westbrook	HOU	HOU vs. BOS	02/11/2020	W	37	36	13	23	56.5	0	2	0.0	10	13	76.9	1	9	10	5	2	0	4	3	9	57.5
46	Carsen Edwards	BOS	BOS @ HOU	02/11/2020	L	2	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	4	1.2
47	Isaiah Hartenstein	HOU	HOU vs. BOS	02/11/2020	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	0.0
48	Romeo Langford	BOS	BOS @ HOU	02/11/2020	L	4	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	7	0.0
49	Jayson Tatum	BOS	BOS @ HOU	02/11/2020	L	35	15	5	15	33.3	0	7	0.0	5	9	55.6	1	8	9	4	4	1	1	3	-10	45.8
0	Semi Ojeleye	BOS	BOS @ HOU	02/11/2020	L	7	0	0	0	-	0	0	-	0	0	-	0	1	1	1	1	0	1	1	0	4.7
1	Daniel Theis	BOS	BOS @ HOU	02/11/2020	L	29	11	3	5	60.0	0	1	0.0	5	5	100	4	5	9	1	1	0	0	4	-6	26.3
2	Ben McLemore	HOU	HOU vs. BOS	02/11/2020	W	18	3	1	4	25.0	1	4	25.0	0	0	-	0	2	2	0	0	0	0	1	-4	5.4
3	Thabo Sefolosha	HOU	HOU vs. BOS	02/11/2020	W	9	0	0	0	-	0	0	-	0	0	-	0	1	1	1	1	1	1	1	-11	7.7
4	Austin Rivers	HOU	HOU vs. BOS	02/11/2020	W	20	2	1	5	20.0	0	3	0.0	0	0	-	0	2	2	0	0	0	0	1	2	4.4
5	Michael Frazier II	HOU	HOU vs. BOS	02/11/2020	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	0.0
6	Grant Williams	BOS	BOS @ HOU	02/11/2020	L	9	7	1	2	50.0	1	1	100	4	4	100	1	3	4	0	0	0	0	1	0	11.8
7	Jaylen Brown	BOS	BOS @ HOU	02/11/2020	L	33	19	7	12	58.3	4	8	50.0	1	2	50.0	1	2	3	1	1	1	5	4	-13	25.1
