	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
12	Doug McDermott	IND	IND vs. TOR	12/23/2019	W	23	8	2	7	28.6	2	7	28.6	2	2	100	0	2	2	3	1	0	0	2	-13	17.9
13	T.J. Warren	IND	IND vs. TOR	12/23/2019	W	41	24	10	19	52.6	2	7	28.6	2	3	66.7	2	6	8	6	0	2	1	3	8	47.6
14	Rondae Hollis-Jefferson	TOR	TOR @ IND	12/23/2019	L	38	8	2	3	66.7	0	0	-	4	6	66.7	3	6	9	6	0	3	0	3	-3	36.8
15	Fred VanVleet	TOR	TOR @ IND	12/23/2019	L	41	21	8	18	44.4	1	8	12.5	4	4	100	1	2	3	11	3	2	5	2	-13	51.1
16	Kyle Lowry	TOR	TOR @ IND	12/23/2019	L	44	30	10	21	47.6	5	12	41.7	5	6	83.3	0	6	6	9	1	0	5	2	-10	48.7
17	Malcolm Miller	TOR	TOR @ IND	12/23/2019	L	4	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	3	0.0
18	Edmond Sumner	IND	IND vs. TOR	12/23/2019	W	14	6	2	4	50.0	1	2	50.0	1	2	50.0	1	1	2	2	0	1	2	3	-10	12.4
19	O.G. Anunoby	TOR	TOR @ IND	12/23/2019	L	43	15	6	13	46.2	1	6	16.7	2	4	50.0	2	10	12	0	2	1	0	2	-6	38.4
20	Chris Boucher	TOR	TOR @ IND	12/23/2019	L	14	5	1	3	33.3	0	1	0.0	3	4	75.0	2	4	6	0	0	1	1	3	3	14.2
21	Terence Davis	TOR	TOR @ IND	12/23/2019	L	20	8	3	9	33.3	2	7	28.6	0	0	-	0	3	3	2	0	0	1	2	10	13.6
22	Serge Ibaka	TOR	TOR @ IND	12/23/2019	L	42	23	11	21	52.4	1	3	33.3	0	0	-	3	6	9	2	0	1	3	4	-13	36.8
23	T.J. McConnell	IND	IND vs. TOR	12/23/2019	W	24	12	5	9	55.6	0	2	0.0	2	2	100	0	2	2	4	0	0	1	0	-6	19.4
24	Domantas Sabonis	IND	IND vs. TOR	12/23/2019	W	41	12	5	14	35.7	0	0	-	2	7	28.6	5	12	17	3	0	1	3	4	6	36.9
25	Aaron Holiday	IND	IND vs. TOR	12/23/2019	W	31	19	7	16	43.8	5	10	50.0	0	0	-	0	1	1	10	1	1	2	5	13	39.2
26	Patrick McCaw	TOR	TOR @ IND	12/23/2019	L	20	5	2	5	40.0	1	2	50.0	0	0	-	1	1	2	0	0	0	1	4	4	6.4
27	Jeremy Lamb	IND	IND vs. TOR	12/23/2019	W	35	12	4	9	44.4	2	4	50.0	2	2	100	1	2	3	4	4	0	2	2	19	31.6
28	Myles Turner	IND	IND vs. TOR	12/23/2019	W	36	24	9	12	75.0	5	6	83.3	1	2	50.0	2	5	7	1	0	3	1	2	11	41.9
29	Brandon Ingram	NOP	NOP @ POR	12/23/2019	W	37	19	6	18	33.3	2	5	40.0	5	5	100	0	11	11	5	2	0	2	2	13	43.7
30	Hassan Whiteside	POR	POR vs. NOP	12/23/2019	L	32	11	5	10	50.0	0	0	-	1	2	50.0	4	12	16	2	1	4	3	2	-20	45.2
31	Carmelo Anthony	POR	POR vs. NOP	12/23/2019	L	37	23	9	17	52.9	1	4	25.0	4	4	100	1	8	9	2	1	0	2	4	-2	37.8
32	Jrue Holiday	NOP	NOP @ POR	12/23/2019	W	38	21	7	21	33.3	4	11	36.4	3	3	100	1	5	6	5	1	0	2	1	15	36.7
33	Damian Lillard	POR	POR vs. NOP	12/23/2019	L	37	18	6	21	28.6	0	10	0.0	6	6	100	0	3	3	7	2	0	3	1	-14	35.1
34	Anfernee Simons	POR	POR vs. NOP	12/23/2019	L	21	8	2	6	33.3	0	1	0.0	4	4	100	0	6	6	0	0	0	0	2	3	15.2
35	Kent Bazemore	POR	POR vs. NOP	12/23/2019	L	31	3	1	3	33.3	1	2	50.0	0	0	-	0	1	1	1	0	0	2	4	-16	3.7
36	CJ McCollum	POR	POR vs. NOP	12/23/2019	L	38	20	9	22	40.9	2	10	20.0	0	0	-	0	4	4	3	1	0	0	2	-6	32.3
37	E'Twaun Moore	NOP	NOP @ POR	12/23/2019	W	24	13	5	10	50.0	3	4	75.0	0	0	-	1	2	3	3	0	0	0	0	-2	21.1
38	Kenrich Williams	NOP	NOP @ POR	12/23/2019	W	19	5	2	2	100	1	1	100	0	0	-	2	1	3	0	0	0	0	0	12	8.6
39	Nicolo Melli	NOP	NOP @ POR	12/23/2019	W	6	2	1	1	100	0	0	-	0	2	0.0	0	1	1	0	0	1	0	1	-8	6.2
40	Skal Labissiere	POR	POR vs. NOP	12/23/2019	L	19	8	4	7	57.1	0	0	-	0	0	-	2	3	5	1	0	2	1	1	10	20.5
41	Nickeil Alexander-Walker	NOP	NOP @ POR	12/23/2019	W	3	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-6	0.0
42	Nassir Little	POR	POR vs. NOP	12/23/2019	L	8	1	0	1	0.0	0	0	-	1	2	50.0	1	1	2	0	0	0	0	0	-3	3.4
43	Frank Jackson	NOP	NOP @ POR	12/23/2019	W	5	0	0	1	0.0	0	1	0.0	0	0	-	0	2	2	0	0	0	1	1	-9	1.4
44	JJ Redick	NOP	NOP @ POR	12/23/2019	W	25	16	5	10	50.0	3	6	50.0	3	4	75.0	0	2	2	1	0	0	0	1	12	19.9
45	Derrick Favors	NOP	NOP @ POR	12/23/2019	W	30	12	6	10	60.0	0	0	-	0	2	0.0	3	10	13	3	1	1	1	5	-4	37.1
46	Jaxson Hayes	NOP	NOP @ POR	12/23/2019	W	17	4	2	4	50.0	0	0	-	0	0	-	3	1	4	1	0	4	2	3	11	20.3
47	Lonzo Ball	NOP	NOP @ POR	12/23/2019	W	18	7	3	9	33.3	1	2	50.0	0	0	-	3	4	7	4	2	0	2	3	7	25.4
48	Josh Hart	NOP	NOP @ POR	12/23/2019	W	17	3	1	5	20.0	1	4	25.0	0	0	-	0	3	3	1	0	0	2	2	-1	6.1
49	Gary Trent Jr.	POR	POR vs. NOP	12/23/2019	L	17	2	1	4	25.0	0	2	0.0	0	0	-	0	2	2	1	1	0	0	1	8	8.9
0	Al Horford	PHI	PHI @ DET	12/23/2019	W	31	9	4	7	57.1	1	3	33.3	0	0	-	0	6	6	4	1	1	0	1	23	28.2
1	Christian Wood	DET	DET vs. PHI	12/23/2019	L	4	8	4	5	80.0	0	1	0.0	0	0	-	0	0	0	0	1	0	1	1	-1	10.0
2	Andre Drummond	DET	DET vs. PHI	12/23/2019	L	32	27	13	16	81.3	0	0	-	1	2	50.0	3	6	9	3	1	0	1	3	-2	44.3
3	Langston Galloway	DET	DET vs. PHI	12/23/2019	L	31	6	2	8	25.0	1	3	33.3	1	1	100	1	0	1	4	1	0	2	0	-16	14.2
4	Trey Burke	PHI	PHI @ DET	12/23/2019	W	11	0	0	3	0.0	0	0	-	0	0	-	0	0	0	1	0	0	1	3	-4	0.5
5	Thon Maker	DET	DET vs. PHI	12/23/2019	L	10	4	1	4	25.0	0	2	0.0	2	2	100	1	2	3	0	0	0	1	0	-6	6.6
6	Norvel Pelle	PHI	PHI @ DET	12/23/2019	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-1	0.0
7	Raul Neto	PHI	PHI @ DET	12/23/2019	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	-1	0.0
8	Tim Frazier	DET	DET vs. PHI	12/23/2019	L	23	7	3	5	60.0	1	2	50.0	0	0	-	0	1	1	5	1	0	2	4	-13	16.7
9	Furkan Korkmaz	PHI	PHI @ DET	12/23/2019	W	22	21	9	16	56.3	3	7	42.9	0	0	-	2	2	4	0	3	0	0	0	26	34.8
10	Shake Milton	PHI	PHI @ DET	12/23/2019	W	1	2	1	1	100	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-1	2.0
11	Joel Embiid	PHI	PHI @ DET	12/23/2019	W	28	20	7	9	77.8	1	1	100	5	6	83.3	3	5	8	3	1	3	3	2	-7	43.1
12	Mike Scott	PHI	PHI @ DET	12/23/2019	W	17	7	3	6	50.0	1	4	25.0	0	0	-	1	0	1	0	0	0	0	1	-12	8.2
13	Ben Simmons	PHI	PHI @ DET	12/23/2019	W	37	16	8	14	57.1	0	0	-	0	0	-	6	7	13	17	0	0	4	4	20	53.1
14	Blake Griffin	DET	DET vs. PHI	12/23/2019	L	27	8	2	14	14.3	0	6	0.0	4	5	80.0	1	4	5	3	2	0	1	1	-19	23.5
15	Sekou Doumbouya	DET	DET vs. PHI	12/23/2019	L	1	1	0	0	-	0	0	-	1	2	50.0	0	1	1	0	0	0	0	0	1	2.2
16	Tobias Harris	PHI	PHI @ DET	12/23/2019	W	34	35	14	21	66.7	4	7	57.1	3	3	100	1	6	7	3	2	0	0	3	22	53.9
17	Josh Richardson	PHI	PHI @ DET	12/23/2019	W	33	9	4	11	36.4	0	4	0.0	1	2	50.0	0	2	2	3	1	2	3	4	-5	21.9
18	Derrick Rose	DET	DET vs. PHI	12/23/2019	L	25	16	7	14	50.0	0	4	0.0	2	2	100	0	3	3	7	2	1	2	0	-3	37.1
19	Svi Mykhailiuk	DET	DET vs. PHI	12/23/2019	L	32	13	4	7	57.1	4	5	80.0	1	2	50.0	0	2	2	4	0	0	0	3	-8	21.4
20	Tony Snell	DET	DET vs. PHI	12/23/2019	L	32	8	3	6	50.0	2	4	50.0	0	0	-	0	2	2	0	0	0	2	1	-9	8.4
21	James Ennis III	PHI	PHI @ DET	12/23/2019	W	24	6	2	7	28.6	2	4	50.0	0	0	-	4	3	7	2	0	2	1	2	20	22.4
22	Markieff Morris	DET	DET vs. PHI	12/23/2019	L	22	11	4	5	80.0	2	3	66.7	1	2	50.0	0	3	3	1	1	0	1	1	-4	18.1
23	Goran Dragic	MIA	MIA vs. UTA	12/23/2019	W	30	15	5	16	31.3	3	6	50.0	2	2	100	1	5	6	1	1	0	1	2	15	25.7
24	Donovan Mitchell	UTA	UTA @ MIA	12/23/2019	L	39	13	5	18	27.8	1	6	16.7	2	4	50.0	0	3	3	7	3	0	4	3	13	32.1
25	Duncan Robinson	MIA	MIA vs. UTA	12/23/2019	W	20	5	1	3	33.3	1	3	33.3	2	2	100	0	4	4	1	0	0	1	5	-3	10.3
26	Royce O'Neale	UTA	UTA @ MIA	12/23/2019	L	36	5	2	7	28.6	1	5	20.0	0	0	-	0	6	6	1	0	1	1	2	6	15.7
27	Rudy Gobert	UTA	UTA @ MIA	12/23/2019	L	36	18	9	11	81.8	0	0	-	0	1	0.0	5	14	19	0	1	5	1	3	-3	57.8
28	Kendrick Nunn	MIA	MIA vs. UTA	12/23/2019	W	29	10	5	15	33.3	0	4	0.0	0	0	-	0	2	2	3	0	0	3	1	6	13.9
29	Bam Adebayo	MIA	MIA vs. UTA	12/23/2019	W	38	18	5	14	35.7	0	0	-	8	10	80.0	5	8	13	6	3	3	2	2	-6	58.6
30	Tyler Herro	MIA	MIA vs. UTA	12/23/2019	W	27	17	7	13	53.8	3	5	60.0	0	0	-	0	6	6	2	1	0	2	2	7	28.2
31	Ed Davis	UTA	UTA @ MIA	12/23/2019	L	12	0	0	1	0.0	0	0	-	0	0	-	3	2	5	0	1	0	0	4	0	9.0
32	Bojan Bogdanovic	UTA	UTA @ MIA	12/23/2019	L	29	19	4	14	28.6	2	7	28.6	9	10	90.0	1	3	4	3	0	0	1	5	1	27.3
33	Jimmy Butler	MIA	MIA vs. UTA	12/23/2019	W	34	20	7	15	46.7	0	1	0.0	6	7	85.7	4	4	8	2	2	0	1	2	-7	37.6
34	Joe Ingles	UTA	UTA @ MIA	12/23/2019	L	38	27	9	16	56.3	7	12	58.3	2	2	100	1	3	4	2	1	0	3	3	0	34.8
35	Kelly Olynyk	MIA	MIA vs. UTA	12/23/2019	W	8	3	1	3	33.3	1	2	50.0	0	0	-	0	1	1	1	0	0	1	1	1	4.7
36	Derrick Jones Jr.	MIA	MIA vs. UTA	12/23/2019	W	32	8	2	6	33.3	0	3	0.0	4	4	100	0	6	6	0	1	0	1	1	4	17.2
37	Georges Niang	UTA	UTA @ MIA	12/23/2019	L	9	3	1	7	14.3	1	4	25.0	0	0	-	0	1	1	0	1	0	0	0	-6	7.2
38	Meyers Leonard	MIA	MIA vs. UTA	12/23/2019	W	22	11	4	5	80.0	1	1	100	2	2	100	3	7	10	0	0	0	2	0	-2	21.0
39	Emmanuel Mudiay	UTA	UTA @ MIA	12/23/2019	L	23	12	6	8	75.0	0	0	-	0	0	-	0	2	2	2	1	0	1	0	-18	19.4
40	Jeff Green	UTA	UTA @ MIA	12/23/2019	L	18	7	3	8	37.5	0	2	0.0	1	1	100	0	1	1	2	2	0	0	1	-8	17.2
41	Bruno Fernando	ATL	ATL @ CLE	12/23/2019	L	10	2	1	2	50.0	0	1	0.0	0	0	-	0	2	2	2	0	0	2	1	1	5.4
42	Alfonzo McKinnie	CLE	CLE vs. ATL	12/23/2019	W	5	2	1	1	100	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	2.0
43	Brandon Knight	CLE	CLE vs. ATL	12/23/2019	W	11	3	1	4	25.0	1	2	50.0	0	0	-	0	0	0	0	0	1	1	0	4	5.0
44	Jabari Parker	ATL	ATL @ CLE	12/23/2019	L	15	7	3	6	50.0	0	2	0.0	1	1	100	0	0	0	0	0	0	2	0	-9	5.0
45	Kevin Huerter	ATL	ATL @ CLE	12/23/2019	L	32	19	7	12	58.3	5	7	71.4	0	0	-	0	2	2	2	3	0	1	4	6	32.4
46	Cedi Osman	CLE	CLE vs. ATL	12/23/2019	W	34	18	7	15	46.7	3	7	42.9	1	1	100	1	1	2	3	1	0	3	4	-4	24.9
47	Kevin Porter Jr.	CLE	CLE vs. ATL	12/23/2019	W	23	15	7	10	70.0	1	2	50.0	0	0	-	0	9	9	1	2	0	5	3	11	28.3
48	Kevin Love	CLE	CLE vs. ATL	12/23/2019	W	34	20	7	16	43.8	3	10	30.0	3	3	100	1	7	8	5	1	1	5	2	5	38.1
49	John Collins	ATL	ATL @ CLE	12/23/2019	L	35	27	12	20	60.0	2	5	40.0	1	1	100	1	9	10	0	2	2	0	4	5	51.0
0	DeAndre' Bembry	ATL	ATL @ CLE	12/23/2019	L	19	0	0	1	0.0	0	0	-	0	0	-	0	5	5	2	1	0	2	1	-13	10.0
1	Trae Young	ATL	ATL @ CLE	12/23/2019	L	36	30	9	21	42.9	5	14	35.7	7	9	77.8	0	6	6	11	4	0	5	2	-3	60.7
2	Matthew Dellavedova	CLE	CLE vs. ATL	12/23/2019	W	19	8	3	7	42.9	0	2	0.0	2	2	100	2	1	3	4	1	0	2	2	3	18.6
3	Collin Sexton	CLE	CLE vs. ATL	12/23/2019	W	36	25	12	20	60.0	0	1	0.0	1	2	50.0	1	5	6	3	1	0	2	0	-3	37.7
4	Alex Len	ATL	ATL @ CLE	12/23/2019	L	6	0	0	1	0.0	0	1	0.0	0	0	-	1	1	2	1	0	1	2	1	0	4.9
5	De'Andre Hunter	ATL	ATL @ CLE	12/23/2019	L	39	23	10	19	52.6	1	7	14.3	2	4	50.0	1	2	3	1	0	1	1	1	1	30.1
6	Tristan Thompson	CLE	CLE vs. ATL	12/23/2019	W	33	3	1	6	16.7	0	0	-	1	2	50.0	2	8	10	2	2	1	1	2	-5	26.0
7	John Henson	CLE	CLE vs. ATL	12/23/2019	W	19	6	2	3	66.7	0	0	-	2	2	100	0	4	4	0	0	3	2	0	9	17.8
8	Damian Jones	ATL	ATL @ CLE	12/23/2019	L	9	0	0	1	0.0	0	0	-	0	0	-	1	0	1	0	0	1	0	2	-6	4.2
9	Cam Reddish	ATL	ATL @ CLE	12/23/2019	L	23	7	2	7	28.6	1	2	50.0	2	2	100	0	1	1	3	1	1	1	2	9	17.7
10	Vince Carter	ATL	ATL @ CLE	12/23/2019	L	15	3	1	5	20.0	1	3	33.3	0	0	-	1	4	5	1	0	1	0	2	-6	13.5
11	Darius Garland	CLE	CLE vs. ATL	12/23/2019	W	26	21	9	14	64.3	3	5	60.0	0	0	-	0	1	1	1	0	0	2	3	-1	21.7
12	Mo Bamba	ORL	ORL vs. CHI	12/23/2019	W	17	4	2	3	66.7	0	1	0.0	0	0	-	1	1	2	1	0	4	0	0	8	19.9
13	Wendell Carter Jr.	CHI	CHI @ ORL	12/23/2019	L	28	6	3	8	37.5	0	1	0.0	0	0	-	3	7	10	0	0	0	2	4	-6	16.0
14	D.J. Augustin	ORL	ORL vs. CHI	12/23/2019	W	21	2	1	3	33.3	0	0	-	0	0	-	0	2	2	5	0	0	0	0	10	11.9
15	Luke Kornet	CHI	CHI @ ORL	12/23/2019	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2	0.0
16	Evan Fournier	ORL	ORL vs. CHI	12/23/2019	W	32	8	2	4	50.0	0	2	0.0	4	4	100	0	4	4	2	2	0	3	3	0	18.8
17	Ryan Arcidiacono	CHI	CHI @ ORL	12/23/2019	L	16	4	1	3	33.3	1	1	100	1	2	50.0	0	5	5	1	0	0	0	0	1	11.5
18	Denzel Valentine	CHI	CHI @ ORL	12/23/2019	L	5	0	0	4	0.0	0	3	0.0	0	0	-	0	0	0	0	0	0	1	0	-2	-1.0
19	Kris Dunn	CHI	CHI @ ORL	12/23/2019	L	32	8	3	6	50.0	1	3	33.3	1	2	50.0	0	4	4	6	4	0	2	4	-9	31.8
20	Daniel Gafford	CHI	CHI @ ORL	12/23/2019	L	15	5	2	2	100	0	0	-	1	2	50.0	2	0	2	1	0	2	1	2	-6	13.9
21	Lauri Markkanen	CHI	CHI @ ORL	12/23/2019	L	30	10	4	11	36.4	2	7	28.6	0	0	-	0	3	3	2	0	1	0	0	1	19.6
22	Tomas Satoransky	CHI	CHI @ ORL	12/23/2019	L	33	20	8	12	66.7	4	5	80.0	0	0	-	2	4	6	3	1	0	1	2	1	33.7
23	Markelle Fultz	ORL	ORL vs. CHI	12/23/2019	W	27	13	6	11	54.5	1	3	33.3	0	0	-	0	6	6	4	0	1	5	2	-2	24.2
24	Thaddeus Young	CHI	CHI @ ORL	12/23/2019	L	22	7	2	7	28.6	1	2	50.0	2	2	100	3	4	7	4	1	0	2	4	-3	22.4
25	Zach LaVine	CHI	CHI @ ORL	12/23/2019	L	38	26	8	26	30.8	3	13	23.1	7	7	100	1	7	8	2	1	1	5	1	-1	39.6
26	Coby White	CHI	CHI @ ORL	12/23/2019	L	19	9	4	9	44.4	1	2	50.0	0	0	-	0	2	2	1	0	1	1	0	-14	14.9
27	Nikola Vucevic	ORL	ORL vs. CHI	12/23/2019	W	31	21	9	17	52.9	2	3	66.7	1	5	20.0	2	5	7	2	0	2	1	1	0	37.4
28	Terrence Ross	ORL	ORL vs. CHI	12/23/2019	W	31	26	8	17	47.1	6	13	46.2	4	4	100	0	4	4	0	1	0	0	0	11	33.8
29	Aaron Gordon	ORL	ORL vs. CHI	12/23/2019	W	31	16	6	14	42.9	1	3	33.3	3	6	50.0	2	9	11	4	1	3	2	1	-3	45.2
30	Jonathan Isaac	ORL	ORL vs. CHI	12/23/2019	W	33	13	5	8	62.5	0	1	0.0	3	4	75.0	1	8	9	5	4	3	1	5	8	51.3
31	Wes Iwundu	ORL	ORL vs. CHI	12/23/2019	W	16	0	0	4	0.0	0	0	-	0	0	-	0	1	1	0	2	0	1	3	8	6.2
32	Mikal Bridges	PHX	PHX vs. DEN	12/23/2019	L	28	12	5	9	55.6	2	4	50.0	0	0	-	0	1	1	1	3	0	0	0	8	23.7
33	Gary Harris	DEN	DEN @ PHX	12/23/2019	W	35	9	4	6	66.7	1	2	50.0	0	0	-	0	0	0	2	2	0	2	4	13	16.0
34	Mason Plumlee	DEN	DEN @ PHX	12/23/2019	W	17	2	1	2	50.0	0	0	-	0	0	-	2	5	7	3	0	0	3	1	-23	11.9
35	Will Barton	DEN	DEN @ PHX	12/23/2019	W	34	13	6	11	54.5	1	2	50.0	0	0	-	1	5	6	5	2	0	3	3	14	30.7
36	Monte Morris	DEN	DEN @ PHX	12/23/2019	W	13	8	3	6	50.0	2	2	100	0	0	-	0	0	0	1	1	0	0	1	-4	12.5
37	Jevon Carter	PHX	PHX vs. DEN	12/23/2019	L	14	5	2	2	100	1	1	100	0	0	-	1	1	2	3	3	0	0	2	13	20.9
38	Dario Saric	PHX	PHX vs. DEN	12/23/2019	L	17	13	6	11	54.5	1	4	25.0	0	1	0.0	2	4	6	2	0	0	0	0	-13	23.2
39	Ty Jerome	PHX	PHX vs. DEN	12/23/2019	L	5	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	1	0	0	1	1	1	0.5
40	Ricky Rubio	PHX	PHX vs. DEN	12/23/2019	L	34	21	9	12	75.0	2	4	50.0	1	1	100	0	7	7	9	1	0	6	1	-1	39.9
41	Michael Porter Jr.	DEN	DEN @ PHX	12/23/2019	W	6	3	1	1	100	1	1	100	0	0	-	0	1	1	0	0	0	1	2	1	3.2
42	Jerami Grant	DEN	DEN @ PHX	12/23/2019	W	20	11	3	6	50.0	1	2	50.0	4	7	57.1	0	1	1	0	0	1	0	1	-19	15.2
43	Frank Kaminsky	PHX	PHX vs. DEN	12/23/2019	L	18	13	4	6	66.7	2	3	66.7	3	4	75.0	0	3	3	0	0	0	3	4	-2	13.6
44	Cameron Johnson	PHX	PHX vs. DEN	12/23/2019	L	19	11	3	6	50.0	3	5	60.0	2	4	50.0	2	5	7	1	0	0	0	1	15	20.9
45	Aron Baynes	PHX	PHX vs. DEN	12/23/2019	L	30	11	5	11	45.5	0	1	0.0	1	1	100	1	5	6	3	0	0	3	3	0	19.7
46	Paul Millsap	DEN	DEN @ PHX	12/23/2019	W	28	10	4	7	57.1	0	2	0.0	2	2	100	1	7	8	2	1	0	3	2	21	22.6
47	Jamal Murray	DEN	DEN @ PHX	12/23/2019	W	35	28	12	19	63.2	4	8	50.0	0	0	-	1	2	3	7	2	0	4	2	6	44.1
48	Malik Beasley	DEN	DEN @ PHX	12/23/2019	W	20	7	3	7	42.9	1	2	50.0	0	0	-	0	1	1	1	1	0	3	4	-24	9.7
49	Nikola Jokic	DEN	DEN @ PHX	12/23/2019	W	31	22	6	13	46.2	4	7	57.1	6	6	100	1	11	12	10	1	0	2	4	25	52.4
0	Kelly Oubre Jr.	PHX	PHX vs. DEN	12/23/2019	L	38	14	5	16	31.3	1	8	12.5	3	3	100	2	1	3	3	2	0	2	2	-17	26.1
1	Devin Booker	PHX	PHX vs. DEN	12/23/2019	L	34	11	3	12	25.0	1	6	16.7	4	4	100	1	2	3	6	1	0	2	5	-5	24.6
2	Elie Okobo	PHX	PHX vs. DEN	12/23/2019	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-9	0.0
3	Kevin Knox II	NYK	NYK vs. WAS	12/23/2019	L	27	8	2	8	25.0	1	4	25.0	3	3	100	0	3	3	1	0	1	2	2	-16	14.1
4	Bradley Beal	WAS	WAS @ NYK	12/23/2019	W	37	30	13	38	34.2	2	11	18.2	2	4	50.0	3	1	4	3	2	2	3	2	-7	48.3
5	Gary Payton II	WAS	WAS @ NYK	12/23/2019	W	34	10	4	8	50.0	1	1	100	1	2	50.0	4	7	11	5	6	0	2	2	13	46.7
6	Elfrid Payton	NYK	NYK vs. WAS	12/23/2019	L	30	5	2	8	25.0	1	2	50.0	0	0	-	2	5	7	12	1	1	2	4	2	35.4
7	Dennis Smith Jr.	NYK	NYK vs. WAS	12/23/2019	L	7	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-13	1.2
8	Anzejs Pasecniks	WAS	WAS @ NYK	12/23/2019	W	20	14	6	7	85.7	0	0	-	2	4	50.0	1	2	3	0	0	0	0	0	4	17.6
9	Bobby Portis	NYK	NYK vs. WAS	12/23/2019	L	23	8	4	10	40.0	0	2	0.0	0	1	0.0	1	3	4	3	0	0	1	4	-8	16.3
10	Damyean Dotson	NYK	NYK vs. WAS	12/23/2019	L	27	19	7	13	53.8	5	10	50.0	0	2	0.0	0	2	2	3	0	0	0	1	0	25.9
11	Allonzo Trier	NYK	NYK vs. WAS	12/23/2019	L	20	11	5	7	71.4	1	3	33.3	0	0	-	0	2	2	1	0	0	1	1	-10	13.9
12	Isaac Bonga	WAS	WAS @ NYK	12/23/2019	W	11	4	2	2	100	0	0	-	0	0	-	0	2	2	2	0	0	1	2	1	8.4
13	Ish Smith	WAS	WAS @ NYK	12/23/2019	W	25	17	8	14	57.1	1	2	50.0	0	2	0.0	1	3	4	4	0	1	0	0	1	30.8
14	RJ Barrett	NYK	NYK vs. WAS	12/23/2019	L	36	18	8	15	53.3	2	4	50.0	0	0	-	2	4	6	4	1	0	4	2	0	30.2
15	Julius Randle	NYK	NYK vs. WAS	12/23/2019	L	37	35	11	21	52.4	4	8	50.0	9	9	100	2	3	5	2	2	1	3	3	4	50.0
16	Mitchell Robinson	NYK	NYK vs. WAS	12/23/2019	L	23	6	3	6	50.0	0	0	-	0	0	-	4	9	13	0	0	6	0	5	6	39.6
17	Justin Robinson	WAS	WAS @ NYK	12/23/2019	W	16	3	1	3	33.3	1	3	33.3	0	0	-	0	1	1	1	0	1	0	2	9	8.7
18	Garrison Mathews	WAS	WAS @ NYK	12/23/2019	W	19	6	2	5	40.0	2	5	40.0	0	0	-	1	2	3	1	1	0	1	0	9	13.1
19	Ian Mahinmi	WAS	WAS @ NYK	12/23/2019	W	28	8	1	5	20.0	0	1	0.0	6	11	54.5	5	4	9	2	1	1	0	3	2	27.8
20	Frank Ntilikina	NYK	NYK vs. WAS	12/23/2019	L	11	5	2	4	50.0	1	3	33.3	0	0	-	0	1	1	3	0	1	1	3	5	12.7
21	Troy Brown Jr.	WAS	WAS @ NYK	12/23/2019	W	32	26	9	15	60.0	2	4	50.0	6	7	85.7	1	8	9	7	1	1	0	0	8	53.3
22	Admiral Schofield	WAS	WAS @ NYK	12/23/2019	W	18	3	1	3	33.3	1	3	33.3	0	0	-	0	2	2	2	1	1	1	1	-10	13.4
23	Ky Bowman	GSW	GSW vs. MIN	12/23/2019	W	23	2	1	6	16.7	0	2	0.0	0	0	-	1	1	2	3	1	0	1	5	-2	10.9
24	Kelan Martin	MIN	MIN @ GSW	12/23/2019	L	16	8	3	6	50.0	2	4	50.0	0	0	-	0	0	0	0	1	0	1	2	15	10.0
25	Willie Cauley-Stein	GSW	GSW vs. MIN	12/23/2019	W	30	12	6	8	75.0	0	0	-	0	0	-	2	5	7	1	2	3	0	2	25	36.9
26	Damion Lee	GSW	GSW vs. MIN	12/23/2019	W	28	14	4	9	44.4	2	5	40.0	4	4	100	1	6	7	3	1	0	2	5	8	27.9
27	Treveon Graham	MIN	MIN @ GSW	12/23/2019	L	21	8	2	5	40.0	2	3	66.7	2	4	50.0	0	2	2	1	0	0	1	0	13	10.9
28	Jeff Teague	MIN	MIN @ GSW	12/23/2019	L	19	12	3	5	60.0	1	1	100	5	7	71.4	0	1	1	4	0	1	3	2	-9	19.2
29	Noah Vonleh	MIN	MIN @ GSW	12/23/2019	L	17	2	1	2	50.0	0	0	-	0	0	-	0	8	8	1	1	0	0	0	4	16.1
30	D'Angelo Russell	GSW	GSW vs. MIN	12/23/2019	W	33	30	8	18	44.4	5	11	45.5	9	10	90.0	0	4	4	4	0	0	3	2	7	37.8
31	Draymond Green	GSW	GSW vs. MIN	12/23/2019	W	33	9	2	6	33.3	0	3	0.0	5	5	100	1	13	14	5	2	1	7	4	18	35.3
32	Robert Covington	MIN	MIN @ GSW	12/23/2019	L	12	4	1	3	33.3	0	2	0.0	2	2	100	0	4	4	0	0	2	1	2	-14	13.8
33	Eric Paschall	GSW	GSW vs. MIN	12/23/2019	W	16	8	3	6	50.0	2	2	100	0	3	0.0	2	0	2	2	2	1	1	2	4	21.4
