	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
7	Jamal Crawford	PHX	PHX vs. UTA	03/13/2019	L	14	4	2	3	66.7	0	1	0.0	0	0	-	0	1	1	2	0	0	1	1	3	7.2
8	Tyler Johnson	PHX	PHX vs. UTA	03/13/2019	L	32	15	4	10	40.0	3	6	50.0	4	4	100	1	3	4	2	0	0	4	2	-24	18.8
9	Devin Booker	PHX	PHX vs. UTA	03/13/2019	L	36	27	9	20	45.0	2	4	50.0	7	9	77.8	0	4	4	6	0	1	4	2	-8	39.8
10	Donovan Mitchell	UTA	UTA @ PHX	03/13/2019	W	34	26	10	18	55.6	4	6	66.7	2	2	100	0	5	5	2	1	0	2	2	21	36.0
11	Jae Crowder	UTA	UTA @ PHX	03/13/2019	W	24	12	4	12	33.3	1	6	16.7	3	3	100	0	3	3	2	0	0	1	0	18	17.6
12	Joe Ingles	UTA	UTA @ PHX	03/13/2019	W	31	15	6	9	66.7	3	5	60.0	0	0	-	0	2	2	6	2	1	2	2	14	33.4
13	Georges Niang	UTA	UTA @ PHX	03/13/2019	W	2	0	0	1	0.0	0	0	-	0	0	-	0	1	1	1	0	0	0	0	-4	2.7
14	Kyle Korver	UTA	UTA @ PHX	03/13/2019	W	13	6	2	6	33.3	2	5	40.0	0	0	-	0	1	1	1	0	0	1	5	-8	7.7
15	Derrick Favors	UTA	UTA @ PHX	03/13/2019	W	26	18	8	14	57.1	1	3	33.3	1	2	50.0	3	4	7	7	1	1	1	1	2	41.9
16	Kelly Oubre Jr.	PHX	PHX vs. UTA	03/13/2019	L	31	18	8	15	53.3	0	3	0.0	2	4	50.0	1	3	4	2	1	0	2	1	-27	26.8
17	Troy Daniels	PHX	PHX vs. UTA	03/13/2019	L	8	6	3	3	100	0	0	-	0	0	-	0	1	1	1	0	0	0	1	1	8.7
18	Richaun Holmes	PHX	PHX vs. UTA	03/13/2019	L	15	11	3	6	50.0	0	0	-	5	6	83.3	1	4	5	1	2	1	1	4	6	26.5
19	Dante Exum	UTA	UTA @ PHX	03/13/2019	W	9	0	0	2	0.0	0	1	0.0	0	0	-	0	2	2	0	0	0	2	3	-8	0.4
20	Thabo Sefolosha	UTA	UTA @ PHX	03/13/2019	W	12	7	2	5	40.0	1	3	33.3	2	2	100	0	1	1	0	1	1	0	0	3	14.2
21	Raul Neto	UTA	UTA @ PHX	03/13/2019	W	11	0	0	3	0.0	0	1	0.0	0	0	-	0	0	0	5	1	0	0	0	9	10.5
22	Dairis Bertans	NOP	NOP vs. MIL	03/12/2019	L	8	0	0	2	0.0	0	2	0.0	0	0	-	1	0	1	0	0	0	0	1	-1	1.2
23	Tony Snell	MIL	MIL @ NOP	03/12/2019	W	27	9	4	8	50.0	1	3	33.3	0	1	0.0	0	4	4	2	1	1	0	0	8	22.8
24	Jason Smith	NOP	NOP vs. MIL	03/12/2019	L	6	0	0	4	0.0	0	3	0.0	0	0	-	1	2	3	0	0	0	0	0	-1	3.6
25	Frank Jackson	NOP	NOP vs. MIL	03/12/2019	L	34	14	7	18	38.9	0	6	0.0	0	0	-	0	1	1	3	0	0	3	4	-11	16.7
26	Nikola Mirotic	MIL	MIL @ NOP	03/12/2019	W	24	14	4	10	40.0	1	5	20.0	5	6	83.3	1	3	4	2	0	0	1	3	2	20.8
27	Pat Connaughton	MIL	MIL @ NOP	03/12/2019	W	24	9	4	8	50.0	1	3	33.3	0	0	-	1	10	11	1	0	0	0	1	-10	23.7
28	Darius Miller	NOP	NOP vs. MIL	03/12/2019	L	29	13	3	6	50.0	3	5	60.0	4	4	100	0	2	2	2	0	0	1	1	-6	17.4
29	Brook Lopez	MIL	MIL @ NOP	03/12/2019	W	30	13	5	10	50.0	1	5	20.0	2	2	100	0	8	8	2	0	2	0	3	24	31.6
30	Kenrich Williams	NOP	NOP vs. MIL	03/12/2019	L	24	5	2	6	33.3	1	4	25.0	0	0	-	1	1	2	0	0	0	1	4	-10	6.4
31	Anthony Davis	NOP	NOP vs. MIL	03/12/2019	L	21	21	9	16	56.3	1	4	25.0	2	4	50.0	6	6	12	2	0	2	2	2	-10	42.4
32	Julius Randle	NOP	NOP vs. MIL	03/12/2019	L	36	23	10	19	52.6	1	6	16.7	2	4	50.0	3	3	6	4	1	0	4	4	-11	35.2
33	Malcolm Brogdon	MIL	MIL @ NOP	03/12/2019	W	20	18	7	10	70.0	2	4	50.0	2	2	100	0	1	1	2	2	0	2	2	0	26.2
34	Eric Bledsoe	MIL	MIL @ NOP	03/12/2019	W	29	14	6	15	40.0	1	3	33.3	1	2	50.0	1	5	6	5	2	0	2	4	21	32.7
35	Elfrid Payton	NOP	NOP vs. MIL	03/12/2019	L	34	14	6	15	40.0	2	7	28.6	0	0	-	1	14	15	11	1	1	3	2	-27	51.5
36	Ian Clark	NOP	NOP vs. MIL	03/12/2019	L	22	10	3	13	23.1	2	10	20.0	2	3	66.7	0	1	1	3	0	0	0	3	-3	15.7
37	Giannis Antetokounmpo	MIL	MIL @ NOP	03/12/2019	W	26	24	7	13	53.8	0	4	0.0	10	10	100	2	7	9	5	0	0	6	4	17	36.3
38	Solomon Hill	NOP	NOP vs. MIL	03/12/2019	L	7	0	0	0	-	0	0	-	0	0	-	0	1	1	0	1	0	1	1	-6	3.2
39	Donte DiVincenzo	MIL	MIL @ NOP	03/12/2019	W	13	3	1	1	100	1	1	100	0	0	-	0	2	2	0	0	0	0	1	11	5.4
40	Cheick Diallo	NOP	NOP vs. MIL	03/12/2019	L	14	11	5	7	71.4	0	0	-	1	1	100	0	6	6	1	0	1	0	1	0	22.7
41	Khris Middleton	MIL	MIL @ NOP	03/12/2019	W	30	23	9	18	50.0	2	6	33.3	3	3	100	0	5	5	7	0	0	2	1	20	37.5
42	Stanley Johnson	NOP	NOP vs. MIL	03/12/2019	L	4	2	1	1	100	0	0	-	0	0	-	0	0	0	1	0	0	0	0	1	3.5
43	Ersan Ilyasova	MIL	MIL @ NOP	03/12/2019	W	17	3	1	4	25.0	0	2	0.0	1	2	50.0	0	2	2	1	0	1	0	1	-8	9.9
44	Karl-Anthony Towns	MIN	MIN @ DEN	03/12/2019	L	32	34	14	25	56.0	2	6	33.3	4	4	100	3	7	10	3	0	3	4	3	-15	55.5
45	Tyus Jones	MIN	MIN @ DEN	03/12/2019	L	27	16	7	10	70.0	2	3	66.7	0	0	-	1	1	2	3	2	0	1	1	-16	27.9
46	Jarred Vanderbilt	DEN	DEN vs. MIN	03/12/2019	W	4	3	1	2	50.0	0	1	0.0	1	1	100	0	1	1	1	0	0	0	1	1	5.7
47	Josh Okogie	MIN	MIN @ DEN	03/12/2019	L	23	0	0	4	0.0	0	1	0.0	0	0	-	0	2	2	1	1	0	2	0	-13	4.9
48	Paul Millsap	DEN	DEN vs. MIN	03/12/2019	W	33	23	8	12	66.7	4	5	80.0	3	4	75.0	1	4	5	2	1	1	2	3	25	36.0
49	Taj Gibson	MIN	MIN @ DEN	03/12/2019	L	21	8	2	5	40.0	0	0	-	4	4	100	3	1	4	0	1	1	1	3	-18	17.8
0	Jerryd Bayless	MIN	MIN @ DEN	03/12/2019	L	22	4	2	8	25.0	0	3	0.0	0	0	-	0	3	3	2	0	0	1	2	-6	9.6
1	Anthony Tolliver	MIN	MIN @ DEN	03/12/2019	L	16	0	0	3	0.0	0	2	0.0	0	0	-	0	1	1	4	0	0	0	2	-11	7.2
2	Nikola Jokic	DEN	DEN vs. MIN	03/12/2019	W	26	18	9	14	64.3	0	0	-	0	0	-	4	4	8	7	0	1	4	4	2	37.1
3	Gary Harris	DEN	DEN vs. MIN	03/12/2019	W	28	12	5	8	62.5	2	3	66.7	0	0	-	0	2	2	2	0	1	1	0	18	19.4
4	Gorgui Dieng	MIN	MIN @ DEN	03/12/2019	L	4	4	0	1	0.0	0	0	-	4	4	100	0	2	2	0	0	1	0	1	-6	9.4
5	Will Barton	DEN	DEN vs. MIN	03/12/2019	W	31	6	2	9	22.2	0	3	0.0	2	2	100	0	5	5	5	1	0	2	0	13	20.5
6	Dario Saric	MIN	MIN @ DEN	03/12/2019	L	19	9	4	7	57.1	1	2	50.0	0	0	-	1	3	4	1	2	0	2	4	1	19.3
7	Jamal Murray	DEN	DEN vs. MIN	03/12/2019	W	32	30	10	16	62.5	4	6	66.7	6	6	100	1	2	3	1	3	0	1	0	20	43.1
8	Mason Plumlee	DEN	DEN vs. MIN	03/12/2019	W	21	7	3	5	60.0	0	0	-	1	2	50.0	0	3	3	8	0	2	2	4	25	26.6
9	Monte Morris	DEN	DEN vs. MIN	03/12/2019	W	27	16	6	8	75.0	4	5	80.0	0	0	-	1	4	5	6	1	0	1	1	16	33.0
10	C.J. Williams	MIN	MIN @ DEN	03/12/2019	L	18	11	5	8	62.5	1	3	33.3	0	0	-	0	1	1	4	2	0	0	2	-14	24.2
11	Thomas Welsh	DEN	DEN vs. MIN	03/12/2019	W	3	4	2	2	100	0	0	-	0	0	-	0	0	0	1	0	0	0	1	2	5.5
12	Malik Beasley	DEN	DEN vs. MIN	03/12/2019	W	20	5	2	4	50.0	1	3	33.3	0	0	-	0	3	3	4	0	0	1	1	8	13.6
13	Juancho Hernangomez	DEN	DEN vs. MIN	03/12/2019	W	4	3	1	1	100	1	1	100	0	0	-	0	1	1	0	0	0	0	0	1	4.2
14	Keita Bates-Diop	MIN	MIN @ DEN	03/12/2019	L	33	9	3	11	27.3	1	3	33.3	2	2	100	4	1	5	4	0	1	2	1	-17	22.0
15	Cam Reynolds	MIN	MIN @ DEN	03/12/2019	L	25	12	4	7	57.1	4	7	57.1	0	0	-	0	1	1	2	2	0	1	1	-15	21.2
16	Torrey Craig	DEN	DEN vs. MIN	03/12/2019	W	12	6	2	4	50.0	2	3	66.7	0	0	-	0	0	0	3	0	1	0	1	-1	13.5
17	Maxi Kleber	DAL	DAL vs. SAS	03/12/2019	L	34	2	1	2	50.0	0	1	0.0	0	2	0.0	1	3	4	4	0	0	2	5	-4	10.8
18	Jalen Brunson	DAL	DAL vs. SAS	03/12/2019	L	37	34	12	16	75.0	3	6	50.0	7	7	100	0	5	5	4	1	0	1	1	5	48.0
19	DeMar DeRozan	SAS	SAS @ DAL	03/12/2019	W	38	33	11	19	57.9	0	0	-	11	11	100	0	4	4	6	4	0	3	4	9	55.8
20	Tim Hardaway Jr.	DAL	DAL vs. SAS	03/12/2019	L	22	10	4	13	30.8	2	6	33.3	0	0	-	0	4	4	0	0	0	0	2	-14	14.8
21	Salah Mejri	DAL	DAL vs. SAS	03/12/2019	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-5	0.0
22	Devin Harris	DAL	DAL vs. SAS	03/12/2019	L	16	11	4	7	57.1	3	5	60.0	0	0	-	0	2	2	2	0	0	1	2	2	15.4
23	Dorian Finney-Smith	DAL	DAL vs. SAS	03/12/2019	L	35	8	3	5	60.0	2	4	50.0	0	0	-	3	4	7	4	0	0	1	1	-1	21.4
24	Luka Doncic	DAL	DAL vs. SAS	03/12/2019	L	34	12	5	18	27.8	1	7	14.3	1	9	11.1	2	4	6	7	0	2	9	1	-11	26.7
25	Dirk Nowitzki	DAL	DAL vs. SAS	03/12/2019	L	18	8	3	5	60.0	2	3	66.7	0	1	0.0	0	3	3	0	0	0	0	0	-3	11.6
26	Derrick White	SAS	SAS @ DAL	03/12/2019	W	33	23	10	16	62.5	3	5	60.0	0	0	-	1	2	3	7	3	0	2	5	-2	44.1
27	Drew Eubanks	SAS	SAS @ DAL	03/12/2019	W	3	0	0	1	0.0	0	0	-	0	0	-	0	3	3	1	0	0	1	1	1	4.1
28	Marco Belinelli	SAS	SAS @ DAL	03/12/2019	W	24	4	1	7	14.3	1	6	16.7	1	1	100	0	3	3	1	0	0	1	0	10	8.1
29	Patty Mills	SAS	SAS @ DAL	03/12/2019	W	22	3	1	5	20.0	1	3	33.3	0	0	-	0	1	1	3	0	0	1	5	8	7.7
30	Bryn Forbes	SAS	SAS @ DAL	03/12/2019	W	27	6	3	6	50.0	0	2	0.0	0	0	-	1	3	4	2	1	0	0	2	-4	16.8
31	Dwight Powell	DAL	DAL vs. SAS	03/12/2019	L	39	20	6	15	40.0	1	6	16.7	7	7	100	3	4	7	1	0	0	0	4	7	29.9
32	Davis Bertans	SAS	SAS @ DAL	03/12/2019	W	26	11	4	7	57.1	3	5	60.0	0	0	-	0	6	6	0	0	1	0	1	15	21.2
33	LaMarcus Aldridge	SAS	SAS @ DAL	03/12/2019	W	38	28	11	19	57.9	0	1	0.0	6	6	100	3	4	7	3	1	1	4	4	-6	42.9
34	Justin Jackson	DAL	DAL vs. SAS	03/12/2019	L	4	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-11	0.0
35	Jakob Poeltl	SAS	SAS @ DAL	03/12/2019	W	29	4	2	2	100	0	0	-	0	0	-	2	5	7	3	2	1	0	3	4	25.9
36	Cory Joseph	IND	IND vs. NYK	03/12/2019	W	23	2	0	5	0.0	0	2	0.0	2	2	100	1	4	5	4	1	1	2	0	7	18.0
37	Dennis Smith Jr.	NYK	NYK @ IND	03/12/2019	L	25	7	3	8	37.5	1	2	50.0	0	2	0.0	1	2	3	3	1	0	4	4	11	14.1
38	Noah Vonleh	NYK	NYK @ IND	03/12/2019	L	33	8	2	7	28.6	0	2	0.0	4	4	100	1	6	7	3	2	0	1	4	2	25.9
39	Emmanuel Mudiay	NYK	NYK @ IND	03/12/2019	L	32	21	7	14	50.0	3	4	75.0	4	4	100	0	4	4	4	0	2	1	0	-5	36.8
40	Lance Thomas	NYK	NYK @ IND	03/12/2019	L	12	2	1	3	33.3	0	1	0.0	0	0	-	0	3	3	0	0	0	1	1	-8	4.6
41	Bojan Bogdanovic	IND	IND vs. NYK	03/12/2019	W	36	24	9	16	56.3	3	8	37.5	3	3	100	0	4	4	2	0	0	1	3	2	30.8
42	Myles Turner	IND	IND vs. NYK	03/12/2019	W	37	15	5	15	33.3	2	6	33.3	3	8	37.5	1	8	9	4	2	2	2	2	10	41.8
43	Wesley Matthews	IND	IND vs. NYK	03/12/2019	W	37	14	4	8	50.0	1	4	25.0	5	5	100	0	2	2	1	0	0	1	1	0	16.9
44	Darren Collison	IND	IND vs. NYK	03/12/2019	W	31	16	5	11	45.5	0	1	0.0	6	6	100	1	4	5	9	3	0	0	3	5	44.5
45	Mitchell Robinson	NYK	NYK @ IND	03/12/2019	L	13	7	3	3	100	0	0	-	1	2	50.0	0	2	2	0	0	3	0	5	-4	18.4
46	DeAndre Jordan	NYK	NYK @ IND	03/12/2019	L	35	12	5	6	83.3	0	0	-	2	2	100	5	11	16	5	0	0	5	0	-1	33.7
47	Aaron Holiday	IND	IND vs. NYK	03/12/2019	W	7	2	1	2	50.0	0	0	-	0	0	-	0	0	0	0	0	0	0	1	1	2.0
48	Allonzo Trier	NYK	NYK @ IND	03/12/2019	L	23	7	3	12	25.0	1	5	20.0	0	0	-	1	2	3	0	0	0	4	1	-4	6.6
49	John Jenkins	NYK	NYK @ IND	03/12/2019	L	5	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	3	0	0	0	0	0	4.5
0	Doug McDermott	IND	IND vs. NYK	03/12/2019	W	14	8	4	6	66.7	0	2	0.0	0	1	0.0	1	2	3	0	1	0	0	3	4	14.6
1	T.J. Leaf	IND	IND vs. NYK	03/12/2019	W	3	2	1	1	100	0	0	-	0	0	-	1	0	1	0	0	0	0	0	3	3.2
2	Domantas Sabonis	IND	IND vs. NYK	03/12/2019	W	18	10	4	12	33.3	0	1	0.0	2	4	50.0	1	6	7	2	1	0	3	5	-1	21.4
3	Damyean Dotson	NYK	NYK @ IND	03/12/2019	L	36	18	6	16	37.5	4	8	50.0	2	2	100	0	6	6	3	1	0	3	3	-1	29.7
4	Kevin Knox II	NYK	NYK @ IND	03/12/2019	L	25	16	5	9	55.6	4	5	80.0	2	2	100	0	4	4	1	0	0	0	5	-15	22.3
5	Thaddeus Young	IND	IND vs. NYK	03/12/2019	W	33	10	4	9	44.4	2	4	50.0	0	0	-	2	4	6	4	3	0	1	4	-6	31.2
6	Shai Gilgeous-Alexander	LAC	LAC vs. POR	03/12/2019	L	27	15	6	11	54.5	1	1	100	2	4	50.0	1	1	2	4	2	0	3	3	-12	26.4
7	Lou Williams	LAC	LAC vs. POR	03/12/2019	L	27	18	5	16	31.3	0	0	-	8	10	80.0	1	0	1	3	2	0	4	0	-13	25.7
8	Wilson Chandler	LAC	LAC vs. POR	03/12/2019	L	19	6	2	5	40.0	2	4	50.0	0	0	-	2	3	5	0	1	0	0	2	-4	15.0
9	Gary Trent Jr.	POR	POR @ LAC	03/12/2019	W	3	2	1	2	50.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	2	3.2
10	Maurice Harkless	POR	POR @ LAC	03/12/2019	W	27	6	3	5	60.0	0	1	0.0	0	2	0.0	3	1	4	3	0	1	0	2	19	18.3
11	Damian Lillard	POR	POR @ LAC	03/12/2019	W	34	20	8	14	57.1	3	6	50.0	1	1	100	0	3	3	12	2	0	3	2	12	44.6
12	Enes Freedom	POR	POR @ LAC	03/12/2019	W	20	14	5	11	45.5	0	1	0.0	4	5	80.0	5	4	9	3	1	1	2	4	-1	33.3
13	CJ McCollum	POR	POR @ LAC	03/12/2019	W	35	35	12	21	57.1	6	11	54.5	5	6	83.3	2	2	4	4	2	0	0	4	20	51.8
14	Tyrone Wallace	LAC	LAC vs. POR	03/12/2019	L	11	2	1	4	25.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-4	3.2
15	Patrick Beverley	LAC	LAC vs. POR	03/12/2019	L	32	4	1	6	16.7	0	0	-	2	2	100	1	2	3	7	1	0	0	2	-14	21.1
16	Montrezl Harrell	LAC	LAC vs. POR	03/12/2019	L	26	22	8	15	53.3	1	1	100	5	8	62.5	8	3	11	3	0	3	2	3	-12	46.7
17	Landry Shamet	LAC	LAC vs. POR	03/12/2019	L	26	11	4	9	44.4	3	6	50.0	0	0	-	0	0	0	2	0	0	0	1	-15	14.0
18	JaMychal Green	LAC	LAC vs. POR	03/12/2019	L	32	9	4	8	50.0	1	2	50.0	0	0	-	3	8	11	0	1	0	1	4	-21	24.2
19	Seth Curry	POR	POR @ LAC	03/12/2019	W	20	10	4	9	44.4	2	5	40.0	0	1	0.0	0	2	2	1	1	0	1	1	7	15.9
20	Skal Labissiere	POR	POR @ LAC	03/12/2019	W	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	0	2	-1.0
21	Evan Turner	POR	POR @ LAC	03/12/2019	W	10	2	1	2	50.0	0	0	-	0	0	-	0	2	2	1	0	0	0	1	8	5.9
22	Jake Layman	POR	POR @ LAC	03/12/2019	W	25	9	4	8	50.0	1	3	33.3	0	0	-	0	4	4	1	0	0	2	0	16	13.3
23	Jusuf Nurkic	POR	POR @ LAC	03/12/2019	W	25	20	6	14	42.9	0	0	-	8	9	88.9	7	5	12	2	0	0	3	3	19	34.4
24	Al-Farouq Aminu	POR	POR @ LAC	03/12/2019	W	25	4	2	6	33.3	0	2	0.0	0	0	-	1	4	5	0	2	1	0	2	2	19.0
25	Garrett Temple	LAC	LAC vs. POR	03/12/2019	L	15	7	3	5	60.0	1	1	100	0	1	0.0	0	2	2	0	0	0	0	4	2	9.4
26	Ivica Zubac	LAC	LAC vs. POR	03/12/2019	L	22	10	4	15	26.7	0	0	-	2	2	100	9	6	15	2	0	0	1	2	-9	30.0
27	Sindarius Thornwell	LAC	LAC vs. POR	03/12/2019	L	2	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-3	0.0
28	Zach Collins	POR	POR @ LAC	03/12/2019	W	13	3	1	4	25.0	0	2	0.0	1	2	50.0	0	4	4	0	0	0	0	1	-1	7.8
29	Ryan Arcidiacono	CHI	CHI vs. LAL	03/12/2019	L	32	14	5	8	62.5	2	3	66.7	2	2	100	0	4	4	6	2	0	1	2	-3	32.8
30	Brandon Sampson	CHI	CHI vs. LAL	03/12/2019	L	2	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	0	0.0
31	Antonio Blakeney	CHI	CHI vs. LAL	03/12/2019	L	11	4	2	3	66.7	0	1	0.0	0	0	-	0	3	3	0	0	0	1	3	-13	6.6
32	Reggie Bullock	LAL	LAL @ CHI	03/12/2019	W	22	9	3	9	33.3	1	6	16.7	2	2	100	0	2	2	0	2	0	0	0	1	17.4
33	Kris Dunn	CHI	CHI vs. LAL	03/12/2019	L	33	18	8	16	50.0	2	3	66.7	0	0	-	2	5	7	9	2	0	4	4	-5	41.9
34	Lauri Markkanen	CHI	CHI vs. LAL	03/12/2019	L	35	11	4	17	23.5	0	8	0.0	3	3	100	3	2	5	0	0	0	2	4	1	15.0
35	JaVale McGee	LAL	LAL @ CHI	03/12/2019	W	33	10	4	8	50.0	0	0	-	2	2	100	2	9	11	0	1	3	1	2	26	34.2
36	Josh Hart	LAL	LAL @ CHI	03/12/2019	W	24	0	0	2	0.0	0	2	0.0	0	0	-	0	2	2	2	0	2	1	1	15	10.4
37	Johnathan Williams	LAL	LAL @ CHI	03/12/2019	W	4	1	0	1	0.0	0	0	-	1	2	50.0	0	0	0	0	0	0	1	1	-10	0.0
38	Shaquille Harrison	CHI	CHI vs. LAL	03/12/2019	L	25	6	3	7	42.9	0	0	-	0	0	-	0	2	2	3	1	0	2	2	-15	13.9
39	Mike Muscala	LAL	LAL @ CHI	03/12/2019	W	4	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	5	0.0
40	Kentavious Caldwell-Pope	LAL	LAL @ CHI	03/12/2019	W	31	24	7	11	63.6	4	8	50.0	6	6	100	1	5	6	1	2	0	1	2	18	37.7
41	Moritz Wagner	LAL	LAL @ CHI	03/12/2019	W	10	5	2	4	50.0	1	3	33.3	0	0	-	0	1	1	1	0	0	0	1	-8	7.7
42	Alex Caruso	LAL	LAL @ CHI	03/12/2019	W	11	3	1	1	100	1	1	100	0	0	-	0	0	0	1	1	0	2	1	0	5.5
43	Robin Lopez	CHI	CHI vs. LAL	03/12/2019	L	35	20	9	14	64.3	0	0	-	2	2	100	3	4	7	3	0	0	1	1	-16	31.9
44	LeBron James	LAL	LAL @ CHI	03/12/2019	W	33	36	15	23	65.2	2	4	50.0	4	5	80.0	1	9	10	4	2	0	5	2	9	55.0
45	Otto Porter Jr.	CHI	CHI vs. LAL	03/12/2019	L	33	19	5	14	35.7	4	8	50.0	5	5	100	0	9	9	2	0	0	2	1	-19	30.8
46	Andre Ingram	LAL	LAL @ CHI	03/12/2019	W	2	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
47	Kyle Kuzma	LAL	LAL @ CHI	03/12/2019	W	34	21	9	17	52.9	2	5	40.0	1	3	33.3	0	5	5	4	1	0	0	2	19	36.0
48	Cristiano Felicio	CHI	CHI vs. LAL	03/12/2019	L	9	6	3	5	60.0	0	0	-	0	0	-	3	2	5	0	0	0	1	2	-2	11.0
49	Wayne Selden	CHI	CHI vs. LAL	03/12/2019	L	14	9	3	5	60.0	3	3	100	0	0	-	0	2	2	0	0	0	2	2	-3	9.4
0	Timothe Luwawu-Cabarrot	CHI	CHI vs. LAL	03/12/2019	L	12	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	1	0	0	1	-5	3.0
1	Rajon Rondo	LAL	LAL @ CHI	03/12/2019	W	31	14	6	9	66.7	2	4	50.0	0	0	-	1	3	4	10	2	0	2	2	5	37.8
2	Ante Zizic	CLE	CLE @ PHI	03/12/2019	L	34	12	6	12	50.0	0	0	-	0	1	0.0	3	2	5	2	0	0	2	2	-9	19.0
3	Nik Stauskas	CLE	CLE @ PHI	03/12/2019	L	17	9	2	4	50.0	2	4	50.0	3	3	100	0	2	2	4	0	0	2	2	-4	15.4
4	Brandon Knight	CLE	CLE @ PHI	03/12/2019	L	26	11	5	10	50.0	1	1	100	0	0	-	1	4	5	0	2	1	1	2	-5	25.0
5	Joel Embiid	PHI	PHI vs. CLE	03/12/2019	W	34	17	6	16	37.5	1	3	33.3	4	4	100	3	16	19	5	1	4	6	2	9	56.3
6	T.J. McConnell	PHI	PHI vs. CLE	03/12/2019	W	10	4	2	2	100	0	0	-	0	0	-	0	1	1	0	0	0	1	1	-4	4.2
7	Ben Simmons	PHI	PHI vs. CLE	03/12/2019	W	38	26	10	16	62.5	0	0	-	6	8	75.0	3	7	10	8	1	0	2	4	11	51.0
8	Boban Marjanovic	PHI	PHI vs. CLE	03/12/2019	W	14	11	4	5	80.0	0	0	-	3	4	75.0	2	3	5	2	0	1	2	1	-2	21.0
9	David Nwaba	CLE	CLE @ PHI	03/12/2019	L	30	7	3	7	42.9	1	4	25.0	0	0	-	2	5	7	0	3	1	0	4	-4	27.4
10	Cedi Osman	CLE	CLE @ PHI	03/12/2019	L	36	18	7	19	36.8	4	9	44.4	0	0	-	1	7	8	4	2	0	2	1	-9	37.6
11	Collin Sexton	CLE	CLE @ PHI	03/12/2019	L	35	26	11	20	55.0	4	7	57.1	0	0	-	1	1	2	1	0	0	0	1	-6	29.9
12	James Ennis III	PHI	PHI vs. CLE	03/12/2019	W	22	12	6	7	85.7	0	1	0.0	0	0	-	4	3	7	2	0	1	3	4	13	23.4
13	Mike Scott	PHI	PHI vs. CLE	03/12/2019	W	30	6	2	9	22.2	2	6	33.3	0	0	-	0	4	4	1	0	0	1	1	0	11.3
14	Jonathon Simmons	PHI	PHI vs. CLE	03/12/2019	W	18	2	1	3	33.3	0	1	0.0	0	0	-	0	2	2	1	2	0	1	1	-6	10.9
15	JJ Redick	PHI	PHI vs. CLE	03/12/2019	W	35	17	6	15	40.0	4	7	57.1	1	1	100	0	3	3	3	0	1	1	0	10	27.1
16	Channing Frye	CLE	CLE @ PHI	03/12/2019	L	14	3	1	7	14.3	1	5	20.0	0	0	-	0	1	1	1	1	0	0	3	2	8.7
17	Tobias Harris	PHI	PHI vs. CLE	03/12/2019	W	39	11	5	12	41.7	1	5	20.0	0	0	-	0	9	9	3	0	0	4	4	4	22.3
18	Deng Adel	CLE	CLE @ PHI	03/12/2019	L	17	0	0	2	0.0	0	0	-	0	0	-	0	2	2	0	0	0	0	1	-1	2.4
19	Jordan Clarkson	CLE	CLE @ PHI	03/12/2019	L	30	13	5	20	25.0	0	8	0.0	3	4	75.0	1	4	5	2	0	0	0	1	1	22.0
20	Tomas Satoransky	WAS	WAS vs. SAC	03/11/2019	W	37	17	5	9	55.6	3	6	50.0	4	5	80.0	2	4	6	7	2	0	3	4	13	37.7
21	Thomas Bryant	WAS	WAS vs. SAC	03/11/2019	W	14	2	0	2	0.0	0	0	-	2	2	100	0	0	0	1	0	0	1	3	-3	2.5
22	Chasson Randle	WAS	WAS vs. SAC	03/11/2019	W	15	12	4	6	66.7	2	4	50.0	2	2	100	0	0	0	1	3	0	0	3	-6	22.5
23	De'Aaron Fox	SAC	SAC @ WAS	03/11/2019	L	38	23	8	16	50.0	2	3	66.7	5	8	62.5	0	4	4	8	2	0	6	3	-4	39.8
24	Buddy Hield	SAC	SAC @ WAS	03/11/2019	L	33	15	6	21	28.6	1	9	11.1	2	3	66.7	1	3	4	2	0	0	2	4	-2	20.8
25	Corey Brewer	SAC	SAC @ WAS	03/11/2019	L	15	8	2	2	100	1	1	100	3	4	75.0	1	3	4	0	2	1	1	3	4	20.8
26	Harry Giles III	SAC	SAC @ WAS	03/11/2019	L	22	12	5	10	50.0	0	1	0.0	2	3	66.7	1	5	6	3	0	1	1	3	-2	25.7
27	Alec Burks	SAC	SAC @ WAS	03/11/2019	L	5	4	2	3	66.7	0	0	-	0	0	-	0	0	0	1	1	0	0	1	2	8.5
