	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
6	Thaddeus Young	TOR	TOR vs. MIN	03/30/2022	W	17	10	4	6	66.7	2	3	66.7	0	0	-	0	4	4	2	1	0	0	2	17	20.8
7	D'Angelo Russell	MIN	MIN @ TOR	03/30/2022	L	28	13	3	15	20.0	1	7	14.3	6	8	75.0	0	4	4	3	0	0	1	2	-22	21.3
8	Pascal Siakam	TOR	TOR vs. MIN	03/30/2022	W	40	12	5	15	33.3	0	2	0.0	2	2	100	1	9	10	13	1	1	6	4	27	43.5
9	Dalano Banton	TOR	TOR vs. MIN	03/30/2022	W	4	4	2	2	100	0	0	-	0	0	-	1	0	1	1	0	0	0	1	-4	6.7
10	Naz Reid	MIN	MIN @ TOR	03/30/2022	L	19	9	3	7	42.9	0	3	0.0	3	3	100	2	4	6	2	2	2	1	1	-14	30.2
11	Jaylen Nowell	MIN	MIN @ TOR	03/30/2022	L	23	4	1	7	14.3	1	6	16.7	1	2	50.0	0	2	2	2	2	1	1	2	-6	17.4
12	Patrick Beverley	MIN	MIN @ TOR	03/30/2022	L	23	10	3	6	50.0	2	4	50.0	2	3	66.7	0	2	2	3	0	1	0	3	-17	19.9
13	Jordan McLaughlin	MIN	MIN @ TOR	03/30/2022	L	27	5	2	3	66.7	1	2	50.0	0	0	-	3	0	3	5	1	1	2	0	-9	20.1
14	O.G. Anunoby	TOR	TOR vs. MIN	03/30/2022	W	32	22	9	13	69.2	4	4	100	0	0	-	1	4	5	3	0	0	2	3	29	30.5
15	Dylan Windler	CLE	CLE vs. DAL	03/30/2022	L	12	0	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	1	0	6	2.0
16	Darius Garland	CLE	CLE vs. DAL	03/30/2022	L	37	25	10	17	58.8	4	4	100	1	2	50.0	0	5	5	10	4	0	4	0	10	54.0
17	Josh Green	DAL	DAL @ CLE	03/30/2022	W	17	2	1	2	50.0	0	0	-	0	0	-	1	3	4	0	2	0	2	2	2	10.8
18	Dwight Powell	DAL	DAL @ CLE	03/30/2022	W	22	15	5	6	83.3	0	1	0.0	5	5	100	1	4	5	1	1	1	0	5	6	28.5
19	RJ Nembhard Jr.	CLE	CLE vs. DAL	03/30/2022	L	2	0	0	1	0.0	0	0	-	0	0	-	1	0	1	1	1	0	0	0	2	5.7
20	Jalen Brunson	DAL	DAL @ CLE	03/30/2022	W	39	18	8	14	57.1	1	3	33.3	1	3	33.3	2	3	5	6	0	0	1	0	-5	32.0
21	Maxi Kleber	DAL	DAL @ CLE	03/30/2022	W	26	6	2	7	28.6	2	7	28.6	0	0	-	1	5	6	1	1	1	2	2	3	18.7
22	Davis Bertans	DAL	DAL @ CLE	03/30/2022	W	10	3	1	3	33.3	1	3	33.3	0	0	-	0	1	1	0	0	1	0	0	-2	7.2
23	Caris LeVert	CLE	CLE vs. DAL	03/30/2022	L	38	32	11	19	57.9	3	4	75.0	7	8	87.5	2	4	6	4	0	0	2	1	-18	43.2
24	Reggie Bullock	DAL	DAL @ CLE	03/30/2022	W	42	9	3	7	42.9	3	7	42.9	0	0	-	1	3	4	3	1	0	2	2	13	19.3
25	Marquese Chriss	DAL	DAL @ CLE	03/30/2022	W	3	2	1	3	33.3	0	0	-	0	0	-	2	0	2	1	0	0	0	2	1	5.9
26	Brandon Knight	DAL	DAL @ CLE	03/30/2022	W	7	2	1	4	25.0	0	3	0.0	0	0	-	0	0	0	0	0	0	0	0	-8	2.0
27	Kevin Love	CLE	CLE vs. DAL	03/30/2022	L	26	8	3	10	30.0	2	7	28.6	0	0	-	1	4	5	3	0	0	2	2	-13	16.5
28	Lamar Stevens	CLE	CLE vs. DAL	03/30/2022	L	26	16	6	9	66.7	0	0	-	4	4	100	2	2	4	0	0	0	2	4	9	18.8
29	Dorian Finney-Smith	DAL	DAL @ CLE	03/30/2022	W	37	28	10	16	62.5	6	12	50.0	2	3	66.7	1	1	2	3	0	1	1	3	16	36.9
30	Lauri Markkanen	CLE	CLE vs. DAL	03/30/2022	L	33	13	5	12	41.7	1	6	16.7	2	2	100	1	5	6	1	0	1	0	2	-10	24.7
31	Luka Doncic	DAL	DAL @ CLE	03/30/2022	W	38	35	14	26	53.8	3	6	50.0	4	4	100	0	9	9	13	1	2	3	1	14	71.3
32	Brandon Goodwin	CLE	CLE vs. DAL	03/30/2022	L	13	4	1	5	20.0	1	2	50.0	1	2	50.0	0	0	0	0	0	0	1	1	-17	3.0
33	Moses Brown	CLE	CLE vs. DAL	03/30/2022	L	21	12	5	5	100	0	0	-	2	4	50.0	1	8	9	0	0	0	1	3	-1	21.8
34	Isaac Okoro	CLE	CLE vs. DAL	03/30/2022	L	32	2	1	5	20.0	0	2	0.0	0	0	-	1	2	3	5	1	2	0	2	-8	22.1
35	Terance Mann	LAC	LAC vs. UTA	03/29/2022	W	23	8	3	4	75.0	0	1	0.0	2	2	100	2	0	2	3	0	1	0	3	8	17.9
36	Luke Kennard	LAC	LAC vs. UTA	03/29/2022	W	35	17	6	9	66.7	4	7	57.1	1	1	100	0	3	3	0	1	0	0	2	22	23.6
37	Eric Paschall	UTA	UTA @ LAC	03/29/2022	L	6	2	1	2	50.0	0	0	-	0	0	-	1	0	1	0	0	0	0	0	-2	3.2
38	Isaiah Hartenstein	LAC	LAC vs. UTA	03/29/2022	W	26	14	5	7	71.4	0	1	0.0	4	4	100	2	5	7	6	1	0	2	3	25	32.4
39	Juancho Hernangomez	UTA	UTA @ LAC	03/29/2022	L	28	13	5	6	83.3	3	4	75.0	0	0	-	1	5	6	0	0	1	0	3	6	23.2
40	Jordan Clarkson	UTA	UTA @ LAC	03/29/2022	L	33	17	6	15	40.0	1	7	14.3	4	8	50.0	0	2	2	5	0	0	0	1	-25	26.9
41	Rudy Gobert	UTA	UTA @ LAC	03/29/2022	L	38	9	4	7	57.1	0	0	-	1	6	16.7	4	12	16	1	2	3	3	5	-1	41.7
42	Robert Covington	LAC	LAC vs. UTA	03/29/2022	W	21	8	3	4	75.0	2	3	66.7	0	0	-	0	1	1	0	0	0	0	3	20	9.2
43	Reggie Jackson	LAC	LAC vs. UTA	03/29/2022	W	37	21	8	24	33.3	2	11	18.2	3	3	100	1	2	3	5	0	1	1	5	-11	34.1
44	Mike Conley	UTA	UTA @ LAC	03/29/2022	L	33	19	7	13	53.8	4	8	50.0	1	1	100	1	1	2	3	1	0	3	3	8	25.9
45	Paul George	LAC	LAC vs. UTA	03/29/2022	W	31	34	10	20	50.0	6	9	66.7	8	11	72.7	0	2	2	6	4	1	2	2	15	58.4
46	Trent Forrest	UTA	UTA @ LAC	03/29/2022	L	7	2	1	1	100	0	0	-	0	0	-	0	2	2	3	0	0	0	1	10	8.9
47	Amir Coffey	LAC	LAC vs. UTA	03/29/2022	W	0	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	3	1.2
48	Donovan Mitchell	UTA	UTA @ LAC	03/29/2022	L	36	33	12	21	57.1	0	4	0.0	9	12	75.0	1	1	2	6	1	0	6	2	-9	41.4
49	Ivica Zubac	LAC	LAC vs. UTA	03/29/2022	W	17	8	2	4	50.0	0	0	-	4	4	100	4	2	6	0	0	0	0	2	-21	15.2
0	Royce O'Neale	UTA	UTA @ LAC	03/29/2022	L	34	5	2	7	28.6	1	5	20.0	0	0	-	1	1	2	4	0	0	0	4	-9	13.4
1	Marcus Morris Sr.	LAC	LAC vs. UTA	03/29/2022	W	27	3	1	6	16.7	0	2	0.0	1	2	50.0	0	4	4	1	0	0	2	2	-19	7.3
2	Greg Monroe	UTA	UTA @ LAC	03/29/2022	L	10	4	1	2	50.0	0	0	-	2	2	100	1	1	2	1	0	1	0	3	-5	10.9
3	Nicolas Batum	LAC	LAC vs. UTA	03/29/2022	W	22	8	3	5	60.0	1	2	50.0	1	1	100	1	3	4	0	2	1	1	1	-12	20.8
4	Rudy Gay	UTA	UTA @ LAC	03/29/2022	L	16	11	4	4	100	3	3	100	0	0	-	0	3	3	0	1	0	2	2	-3	15.6
5	Braxton Key	DET	DET @ BKN	03/29/2022	L	24	5	2	8	25.0	1	1	100	0	0	-	3	3	6	0	1	1	1	4	12	17.2
6	Isaiah Stewart	DET	DET @ BKN	03/29/2022	L	31	15	6	13	46.2	2	3	66.7	1	2	50.0	6	4	10	2	0	2	2	5	-20	34.0
7	Cory Joseph	DET	DET @ BKN	03/29/2022	L	19	5	1	7	14.3	0	3	0.0	3	3	100	1	4	5	2	1	0	1	1	-9	16.0
8	Frank Jackson	DET	DET @ BKN	03/29/2022	L	16	11	5	10	50.0	0	3	0.0	1	1	100	0	1	1	1	1	0	0	1	12	16.7
9	Nic Claxton	BKN	BKN vs. DET	03/29/2022	W	18	11	4	5	80.0	0	0	-	3	4	75.0	2	2	4	0	1	0	2	3	-5	16.8
10	Killian Hayes	DET	DET @ BKN	03/29/2022	L	33	13	6	10	60.0	1	3	33.3	0	0	-	1	3	4	3	4	1	0	2	-3	37.3
11	Rodney McGruder	DET	DET @ BKN	03/29/2022	L	12	6	2	4	50.0	2	4	50.0	0	0	-	0	0	0	0	0	0	0	1	5	6.0
12	Kelly Olynyk	DET	DET @ BKN	03/29/2022	L	17	8	3	4	75.0	1	2	50.0	1	2	50.0	1	2	3	8	1	0	1	3	13	25.6
13	Kyrie Irving	BKN	BKN vs. DET	03/29/2022	W	40	24	7	18	38.9	4	8	50.0	6	6	100	0	1	1	4	1	0	6	4	6	28.2
14	Patty Mills	BKN	BKN vs. DET	03/29/2022	W	17	3	1	1	100	1	1	100	0	0	-	0	1	1	1	0	0	0	2	-12	5.7
15	James Johnson	BKN	BKN vs. DET	03/29/2022	W	14	2	1	2	50.0	0	0	-	0	0	-	0	0	0	1	0	2	0	1	-11	9.5
16	Goran Dragic	BKN	BKN vs. DET	03/29/2022	W	27	9	4	7	57.1	1	3	33.3	0	0	-	2	4	6	3	1	0	4	2	-7	19.7
17	Kevin Durant	BKN	BKN vs. DET	03/29/2022	W	39	41	14	23	60.9	4	6	66.7	9	9	100	0	11	11	5	1	3	2	2	18	71.7
18	Andre Drummond	BKN	BKN vs. DET	03/29/2022	W	28	14	5	7	71.4	0	0	-	4	4	100	4	9	13	1	1	0	0	3	12	34.1
19	Seth Curry	BKN	BKN vs. DET	03/29/2022	W	30	11	2	7	28.6	2	6	33.3	5	5	100	0	3	3	4	2	0	2	1	22	24.6
20	Marvin Bagley III	DET	DET @ BKN	03/29/2022	L	24	11	5	6	83.3	1	1	100	0	0	-	2	3	5	2	0	0	2	4	-19	18.0
21	Bruce Brown	BKN	BKN vs. DET	03/29/2022	W	23	15	4	5	80.0	3	3	100	4	6	66.7	0	2	2	4	0	1	2	1	10	24.4
22	Saddiq Bey	DET	DET @ BKN	03/29/2022	L	33	15	5	13	38.5	3	7	42.9	2	2	100	2	2	4	4	1	0	1	2	-14	27.8
23	Kessler Edwards	BKN	BKN vs. DET	03/29/2022	W	4	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	1	2	0	1	0	2	6.5
24	Cade Cunningham	DET	DET @ BKN	03/29/2022	L	32	34	13	24	54.2	5	11	45.5	3	3	100	0	1	1	6	2	0	4	2	-12	46.2
25	Malik Monk	LAL	LAL @ DAL	03/29/2022	L	32	28	10	16	62.5	6	10	60.0	2	2	100	0	4	4	2	1	1	1	0	-7	40.8
26	Dorian Finney-Smith	DAL	DAL vs. LAL	03/29/2022	W	31	8	3	6	50.0	2	4	50.0	0	0	-	1	0	1	0	1	1	0	4	6	15.2
27	Dwight Powell	DAL	DAL vs. LAL	03/29/2022	W	29	12	6	9	66.7	0	0	-	0	0	-	4	4	8	2	0	0	0	3	0	24.6
28	Spencer Dinwiddie	DAL	DAL vs. LAL	03/29/2022	W	29	13	4	8	50.0	2	6	33.3	3	6	50.0	0	3	3	6	0	0	2	1	12	23.6
29	Reggie Bullock	DAL	DAL vs. LAL	03/29/2022	W	33	17	6	9	66.7	5	8	62.5	0	0	-	0	1	1	1	2	0	0	0	13	25.7
30	Russell Westbrook	LAL	LAL @ DAL	03/29/2022	L	32	25	9	17	52.9	1	5	20.0	6	6	100	0	8	8	6	0	0	2	3	-25	41.6
31	Trevor Ariza	LAL	LAL @ DAL	03/29/2022	L	23	6	3	8	37.5	0	4	0.0	0	1	0.0	2	4	6	4	1	0	1	1	2	21.2
32	Carmelo Anthony	LAL	LAL @ DAL	03/29/2022	L	15	4	2	7	28.6	0	2	0.0	0	0	-	2	2	4	1	1	0	1	2	-22	12.3
33	Moses Wright	DAL	DAL vs. LAL	03/29/2022	W	2	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-4	0.0
34	Austin Reaves	LAL	LAL @ DAL	03/29/2022	L	17	3	1	6	16.7	0	4	0.0	1	2	50.0	2	3	5	2	0	0	1	3	-20	11.0
35	Josh Green	DAL	DAL vs. LAL	03/29/2022	W	20	12	5	8	62.5	2	3	66.7	0	0	-	0	0	0	1	0	0	1	1	15	12.5
36	Wenyen Gabriel	LAL	LAL @ DAL	03/29/2022	L	15	8	2	3	66.7	0	0	-	4	4	100	3	4	7	0	0	0	0	2	-6	16.4
37	Luka Doncic	DAL	DAL vs. LAL	03/29/2022	W	30	34	12	23	52.2	4	12	33.3	6	7	85.7	3	9	12	12	1	0	1	1	21	68.4
38	Maxi Kleber	DAL	DAL vs. LAL	03/29/2022	W	15	5	2	5	40.0	1	4	25.0	0	0	-	1	6	7	1	0	0	1	2	19	13.9
39	Marquese Chriss	DAL	DAL vs. LAL	03/29/2022	W	4	1	0	0	-	0	0	-	1	2	50.0	0	4	4	1	0	0	0	0	-1	7.3
40	Boban Marjanovic	DAL	DAL vs. LAL	03/29/2022	W	2	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	0.0
41	Stanley Johnson	LAL	LAL @ DAL	03/29/2022	L	35	16	6	10	60.0	1	4	25.0	3	3	100	3	2	5	3	1	1	0	1	1	32.5
42	Kent Bazemore	LAL	LAL @ DAL	03/29/2022	L	13	0	0	3	0.0	0	3	0.0	0	0	-	0	2	2	1	1	0	2	4	-2	4.9
43	Davis Bertans	DAL	DAL vs. LAL	03/29/2022	W	15	14	4	5	80.0	4	5	80.0	2	2	100	2	3	5	0	0	0	2	1	5	18.0
44	Avery Bradley	LAL	LAL @ DAL	03/29/2022	L	17	0	0	3	0.0	0	2	0.0	0	0	-	0	3	3	0	0	0	0	3	8	3.6
45	D.J. Augustin	LAL	LAL @ DAL	03/29/2022	L	18	8	3	4	75.0	2	3	66.7	0	0	-	1	2	3	0	0	0	0	0	-9	11.6
46	Dwight Howard	LAL	LAL @ DAL	03/29/2022	L	5	0	0	1	0.0	0	1	0.0	0	2	0.0	1	0	1	0	0	0	0	0	-9	1.2
47	Jalen Brunson	DAL	DAL vs. LAL	03/29/2022	W	31	12	3	12	25.0	0	3	0.0	6	6	100	0	5	5	3	1	0	0	1	8	25.5
48	Talen Horton-Tucker	LAL	LAL @ DAL	03/29/2022	L	17	12	4	11	36.4	2	6	33.3	2	2	100	0	0	0	1	2	0	1	3	-1	18.5
49	Jrue Holiday	MIL	MIL @ PHI	03/29/2022	W	40	18	7	16	43.8	2	6	33.3	2	2	100	0	8	8	10	1	0	1	0	11	44.6
0	Danny Green	PHI	PHI vs. MIL	03/29/2022	L	23	9	3	5	60.0	3	5	60.0	0	0	-	0	4	4	0	0	1	0	3	-1	16.8
1	Wesley Matthews	MIL	MIL @ PHI	03/29/2022	W	25	5	2	5	40.0	1	2	50.0	0	0	-	2	1	3	1	1	0	0	2	0	13.1
2	Tobias Harris	PHI	PHI vs. MIL	03/29/2022	L	36	22	10	19	52.6	2	8	25.0	0	0	-	4	7	11	6	3	0	0	4	-4	53.2
3	Khris Middleton	MIL	MIL @ PHI	03/29/2022	W	39	22	8	17	47.1	3	8	37.5	3	5	60.0	2	7	9	7	1	1	2	0	7	47.3
4	Giannis Antetokounmpo	MIL	MIL @ PHI	03/29/2022	W	38	40	16	24	66.7	1	3	33.3	7	10	70.0	3	11	14	6	1	3	3	3	3	74.8
5	Joel Embiid	PHI	PHI vs. MIL	03/29/2022	L	39	29	11	21	52.4	3	5	60.0	4	6	66.7	1	13	14	7	1	0	4	2	3	55.3
6	Pat Connaughton	MIL	MIL @ PHI	03/29/2022	W	18	2	1	5	20.0	0	4	0.0	0	0	-	0	1	1	0	0	0	0	1	-1	3.2
7	Georges Niang	PHI	PHI vs. MIL	03/29/2022	L	20	9	3	9	33.3	3	8	37.5	0	0	-	0	2	2	0	0	0	1	1	3	10.4
8	Grayson Allen	MIL	MIL @ PHI	03/29/2022	W	25	10	3	5	60.0	2	4	50.0	2	3	66.7	0	4	4	0	0	0	2	2	-1	12.8
9	Shake Milton	PHI	PHI vs. MIL	03/29/2022	L	16	6	3	5	60.0	0	1	0.0	0	0	-	0	2	2	0	0	0	0	3	-1	8.4
10	Tyrese Maxey	PHI	PHI vs. MIL	03/29/2022	L	40	7	3	11	27.3	1	4	25.0	0	0	-	0	1	1	6	0	0	0	1	-6	17.2
11	James Harden	PHI	PHI vs. MIL	03/29/2022	L	37	32	9	17	52.9	4	10	40.0	10	12	83.3	0	5	5	9	0	1	2	3	3	52.5
12	Brook Lopez	MIL	MIL @ PHI	03/29/2022	W	29	17	6	14	42.9	4	9	44.4	1	1	100	1	2	3	0	0	0	2	4	-3	18.6
13	Paul Millsap	PHI	PHI vs. MIL	03/29/2022	L	9	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	1	0	1	2	-5	2.0
14	Serge Ibaka	MIL	MIL @ PHI	03/29/2022	W	3	0	0	0	-	0	0	-	0	0	-	0	1	1	1	0	0	0	1	-3	2.7
15	George Hill	MIL	MIL @ PHI	03/29/2022	W	9	1	0	0	-	0	0	-	1	2	50.0	0	0	0	0	0	0	0	1	-7	1.0
16	Bobby Portis	MIL	MIL @ PHI	03/29/2022	W	14	3	1	2	50.0	1	2	50.0	0	0	-	1	4	5	1	1	0	0	3	4	13.5
17	Matisse Thybulle	PHI	PHI vs. MIL	03/29/2022	L	21	2	1	1	100	0	0	-	0	0	-	0	1	1	0	2	1	0	0	-2	12.2
18	Javonte Green	CHI	CHI @ WAS	03/29/2022	W	13	9	4	4	100	0	0	-	1	1	100	0	2	2	0	2	0	0	1	7	17.4
19	Deni Avdija	WAS	WAS vs. CHI	03/29/2022	L	29	14	6	10	60.0	2	5	40.0	0	0	-	1	7	8	3	1	1	2	3	-11	32.1
20	Anthony Gill	WAS	WAS vs. CHI	03/29/2022	L	17	2	0	1	0.0	0	1	0.0	2	2	100	1	1	2	0	0	0	0	2	-9	4.4
21	Corey Kispert	WAS	WAS vs. CHI	03/29/2022	L	34	10	3	10	30.0	1	7	14.3	3	3	100	0	1	1	1	1	0	1	2	-9	14.7
22	Kentavious Caldwell-Pope	WAS	WAS vs. CHI	03/29/2022	L	32	20	9	15	60.0	1	3	33.3	1	2	50.0	0	3	3	0	1	0	4	1	-6	22.6
23	Raul Neto	WAS	WAS vs. CHI	03/29/2022	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
24	Zach LaVine	CHI	CHI @ WAS	03/29/2022	W	34	14	4	10	40.0	2	5	40.0	4	6	66.7	0	4	4	1	0	0	3	2	-3	17.3
25	Kristaps Porzingis	WAS	WAS vs. CHI	03/29/2022	L	29	14	6	14	42.9	0	3	0.0	2	2	100	1	9	10	5	0	3	2	2	-9	40.5
26	Rui Hachimura	WAS	WAS vs. CHI	03/29/2022	L	31	21	8	10	80.0	2	3	66.7	3	4	75.0	1	3	4	0	0	0	2	1	-4	23.8
27	Patrick Williams	CHI	CHI @ WAS	03/29/2022	W	25	6	2	5	40.0	0	1	0.0	2	3	66.7	3	4	7	0	1	0	0	1	8	17.4
28	Ayo Dosunmu	CHI	CHI @ WAS	03/29/2022	W	27	4	2	5	40.0	0	1	0.0	0	0	-	0	1	1	6	0	0	0	1	3	14.2
29	Daniel Gafford	WAS	WAS vs. CHI	03/29/2022	L	19	2	1	5	20.0	0	1	0.0	0	2	0.0	3	1	4	2	1	0	0	3	-4	12.8
30	Coby White	CHI	CHI @ WAS	03/29/2022	W	29	9	4	9	44.4	1	3	33.3	0	0	-	0	4	4	5	0	0	2	2	18	19.3
31	Alex Caruso	CHI	CHI @ WAS	03/29/2022	W	28	2	1	3	33.3	0	1	0.0	0	0	-	0	3	3	4	3	0	1	1	9	19.6
32	Tristan Thompson	CHI	CHI @ WAS	03/29/2022	W	17	4	2	3	66.7	0	0	-	0	0	-	2	1	3	2	0	1	0	1	13	13.6
33	Ish Smith	WAS	WAS vs. CHI	03/29/2022	L	23	8	4	10	40.0	0	2	0.0	0	0	-	0	2	2	4	1	2	3	0	-12	22.4
34	DeMar DeRozan	CHI	CHI @ WAS	03/29/2022	W	36	32	12	27	44.4	1	2	50.0	7	7	100	0	7	7	4	2	0	1	3	10	51.4
35	Tomas Satoransky	WAS	WAS vs. CHI	03/29/2022	L	25	3	1	4	25.0	0	1	0.0	1	2	50.0	0	3	3	10	1	1	0	3	-1	27.6
36	Nikola Vucevic	CHI	CHI @ WAS	03/29/2022	W	31	27	12	19	63.2	2	5	40.0	1	1	100	1	4	5	4	1	0	1	2	0	41.0
37	Kris Dunn	POR	POR vs. OKC	03/28/2022	L	23	10	5	7	71.4	0	0	-	0	0	-	0	3	3	2	2	1	0	3	1	25.6
38	Aleksej Pokusevski	OKC	OKC @ POR	03/28/2022	W	41	11	4	11	36.4	2	6	33.3	1	1	100	1	7	8	11	0	1	6	3	6	34.1
39	Olivier Sarr	OKC	OKC @ POR	03/28/2022	W	35	12	5	7	71.4	0	1	0.0	2	3	66.7	1	4	5	0	2	0	2	3	-3	22.0
40	Aaron Wiggins	OKC	OKC @ POR	03/28/2022	W	40	28	11	19	57.9	2	6	33.3	4	5	80.0	4	1	5	6	0	0	4	1	1	39.0
41	Keon Johnson	POR	POR vs. OKC	03/28/2022	L	42	17	7	19	36.8	3	9	33.3	0	0	-	2	3	5	2	4	0	3	5	-7	35.0
42	Brandon Williams	POR	POR vs. OKC	03/28/2022	L	41	25	8	20	40.0	5	8	62.5	4	6	66.7	1	3	4	12	4	0	3	4	0	56.8
43	Theo Maledon	OKC	OKC @ POR	03/28/2022	W	40	23	7	17	41.2	4	9	44.4	5	6	83.3	0	10	10	5	0	0	2	1	4	40.5
44	Isaiah Roby	OKC	OKC @ POR	03/28/2022	W	38	30	11	13	84.6	4	5	80.0	4	8	50.0	2	6	8	4	2	2	2	3	3	55.6
45	CJ Elleby	POR	POR vs. OKC	03/28/2022	L	38	9	3	11	27.3	1	3	33.3	2	2	100	7	4	11	5	0	1	1	2	-2	31.7
46	Drew Eubanks	POR	POR vs. OKC	03/28/2022	L	41	27	12	14	85.7	0	0	-	3	4	75.0	6	8	14	3	3	2	1	2	-7	62.3
47	Ben McLemore	POR	POR vs. OKC	03/28/2022	L	32	28	10	22	45.5	8	18	44.4	0	0	-	0	2	2	1	1	1	0	1	5	37.9
48	Jeremiah Robinson-Earl	OKC	OKC @ POR	03/28/2022	W	15	6	2	5	40.0	0	2	0.0	2	2	100	2	6	8	1	1	0	0	0	1	20.1
49	Lindy Waters III	OKC	OKC @ POR	03/28/2022	W	24	12	4	12	33.3	4	10	40.0	0	0	-	1	1	2	3	0	0	3	2	-3	15.9
0	Vit Krejci	OKC	OKC @ POR	03/28/2022	W	32	12	4	6	66.7	4	6	66.7	0	0	-	0	3	3	2	2	0	1	2	6	23.6
1	Elijah Hughes	POR	POR vs. OKC	03/28/2022	L	28	5	2	9	22.2	1	5	20.0	0	1	0.0	0	1	1	3	2	0	0	4	-6	16.7
2	Keljin Blevins	POR	POR vs. OKC	03/28/2022	L	21	10	4	10	40.0	2	7	28.6	0	0	-	3	4	7	0	1	0	3	2	1	18.4
3	Kyle Anderson	MEM	MEM vs. GSW	03/28/2022	W	25	13	5	8	62.5	0	1	0.0	3	3	100	0	5	5	1	0	1	3	2	17	20.5
4	Andrew Wiggins	GSW	GSW @ MEM	03/28/2022	L	29	10	5	15	33.3	0	5	0.0	0	0	-	2	4	6	2	1	0	3	2	-19	20.2
5	De'Anthony Melton	MEM	MEM vs. GSW	03/28/2022	W	21	21	8	13	61.5	5	9	55.6	0	0	-	1	5	6	2	0	0	1	1	21	30.2
6	Jordan Poole	GSW	GSW @ MEM	03/28/2022	L	28	25	7	17	41.2	3	6	50.0	8	8	100	0	5	5	3	0	0	1	1	-21	34.5
7	Xavier Tillman	MEM	MEM vs. GSW	03/28/2022	W	25	5	1	7	14.3	0	1	0.0	3	4	75.0	4	5	9	3	1	0	1	2	16	22.3
8	Desmond Bane	MEM	MEM vs. GSW	03/28/2022	W	27	22	7	15	46.7	5	6	83.3	3	4	75.0	0	2	2	3	2	0	0	0	31	34.9
9	Jonathan Kuminga	GSW	GSW @ MEM	03/28/2022	L	35	15	4	11	36.4	0	2	0.0	7	10	70.0	1	6	7	4	1	2	3	0	-15	35.4
10	Ziaire Williams	MEM	MEM vs. GSW	03/28/2022	W	24	8	2	5	40.0	1	4	25.0	3	4	75.0	1	3	4	4	1	0	1	1	14	20.8
11	Moses Moody	GSW	GSW @ MEM	03/28/2022	L	27	18	7	14	50.0	3	7	42.9	1	2	50.0	0	3	3	0	2	2	0	4	-21	33.6
12	John Konchar	MEM	MEM vs. GSW	03/28/2022	W	16	2	1	2	50.0	0	1	0.0	0	0	-	0	4	4	3	2	0	1	0	8	16.3
13	Brandon Clarke	MEM	MEM vs. GSW	03/28/2022	W	25	12	3	9	33.3	0	1	0.0	6	9	66.7	2	2	4	2	0	1	2	4	4	20.8
14	Jarrett Culver	MEM	MEM vs. GSW	03/28/2022	W	8	4	1	4	25.0	0	1	0.0	2	2	100	1	2	3	0	2	0	2	4	-9	11.6
15	Juan Toscano-Anderson	GSW	GSW @ MEM	03/28/2022	L	13	2	1	3	33.3	0	0	-	0	0	-	0	2	2	1	1	1	1	2	1	10.9
16	Chris Chiozza	GSW	GSW @ MEM	03/28/2022	L	20	6	2	6	33.3	1	4	25.0	1	2	50.0	0	2	2	2	1	0	4	4	-7	10.4
17	Dillon Brooks	MEM	MEM vs. GSW	03/28/2022	W	22	21	9	15	60.0	1	3	33.3	2	4	50.0	1	1	2	0	1	0	2	3	10	24.4
18	Damion Lee	GSW	GSW @ MEM	03/28/2022	L	19	4	1	3	33.3	0	1	0.0	2	2	100	0	1	1	2	0	0	1	1	-11	7.2
19	Andre Iguodala	GSW	GSW @ MEM	03/28/2022	L	16	6	2	3	66.7	1	2	50.0	1	2	50.0	2	1	3	2	0	0	0	3	2	12.6
20	Gary Payton II	GSW	GSW @ MEM	03/28/2022	L	14	2	1	1	100	0	0	-	0	0	-	0	3	3	0	0	1	0	3	-14	8.6
21	Kevon Looney	GSW	GSW @ MEM	03/28/2022	L	21	2	1	2	50.0	0	0	-	0	0	-	1	3	4	2	0	0	0	4	-13	9.8
22	Tyus Jones	MEM	MEM vs. GSW	03/28/2022	W	26	7	3	9	33.3	0	3	0.0	1	2	50.0	0	4	4	6	0	0	0	0	9	20.8
23	Steven Adams	MEM	MEM vs. GSW	03/28/2022	W	20	8	3	5	60.0	0	0	-	2	3	66.7	3	6	9	2	2	1	0	4	19	30.8
24	Nemanja Bjelica	GSW	GSW @ MEM	03/28/2022	L	18	5	2	6	33.3	1	2	50.0	0	0	-	1	3	4	0	0	1	2	3	-22	10.8
25	Daishen Nix	HOU	HOU vs. SAS	03/28/2022	L	15	7	2	3	66.7	2	2	100	1	4	25.0	1	2	3	1	2	0	3	3	-4	15.1
26	Dejounte Murray	SAS	SAS @ HOU	03/28/2022	W	38	33	11	18	61.1	2	5	40.0	9	12	75.0	0	7	7	11	1	2	2	2	5	64.9
