	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
47	Sam Hauser	BOS	BOS @ MEM	04/10/2022	W	9	5	2	4	50.0	1	3	33.3	0	0	-	0	2	2	1	0	0	0	0	3	8.9
48	Yves Pons	MEM	MEM vs. BOS	04/10/2022	L	26	6	2	7	28.6	2	6	33.3	0	0	-	0	2	2	1	0	3	0	3	-13	18.9
49	Santi Aldama	MEM	MEM vs. BOS	04/10/2022	L	31	20	7	16	43.8	2	5	40.0	4	6	66.7	6	4	10	4	2	0	4	3	-22	40.0
0	Aaron Nesmith	BOS	BOS @ MEM	04/10/2022	W	16	5	1	4	25.0	1	4	25.0	2	2	100	0	3	3	0	0	0	1	5	-3	7.6
1	Jarrett Culver	MEM	MEM vs. BOS	04/10/2022	L	32	14	5	16	31.3	2	6	33.3	2	5	40.0	0	2	2	1	1	0	2	3	-15	18.9
2	Matt Ryan	BOS	BOS @ MEM	04/10/2022	W	5	3	1	5	20.0	1	5	20.0	0	0	-	0	0	0	0	1	0	0	0	3	6.0
3	Daniel Theis	BOS	BOS @ MEM	04/10/2022	W	26	11	5	8	62.5	0	1	0.0	1	1	100	5	4	9	3	0	0	0	1	19	26.3
4	Kyle Anderson	MEM	MEM vs. BOS	04/10/2022	L	25	16	6	11	54.5	1	3	33.3	3	4	75.0	1	6	7	3	3	1	0	0	-18	40.9
5	Al Horford	BOS	BOS @ MEM	04/10/2022	W	24	13	6	8	75.0	1	1	100	0	0	-	0	6	6	2	0	1	2	0	13	24.2
6	Jaylen Brown	BOS	BOS @ MEM	04/10/2022	W	23	18	8	16	50.0	2	7	28.6	0	0	-	0	3	3	4	0	0	3	4	11	24.6
7	Derrick White	BOS	BOS @ MEM	04/10/2022	W	20	8	3	5	60.0	1	3	33.3	1	1	100	1	3	4	3	0	0	0	0	16	17.3
8	John Konchar	MEM	MEM vs. BOS	04/10/2022	L	39	17	7	11	63.6	1	4	25.0	2	5	40.0	7	6	13	10	2	1	2	1	-17	54.6
9	Xavier Tillman	MEM	MEM vs. BOS	04/10/2022	L	35	5	2	10	20.0	0	3	0.0	1	1	100	3	1	4	2	2	0	1	3	-22	17.8
10	Malik Fitts	BOS	BOS @ MEM	04/10/2022	W	9	7	3	4	75.0	1	1	100	0	0	-	1	2	3	2	0	0	0	0	-2	13.6
11	Ziaire Williams	MEM	MEM vs. BOS	04/10/2022	L	28	18	6	18	33.3	4	11	36.4	2	2	100	1	3	4	1	1	0	0	1	-18	27.3
12	Brodric Thomas	BOS	BOS @ MEM	04/10/2022	W	8	3	1	2	50.0	1	1	100	0	0	-	0	2	2	3	1	0	1	1	-2	11.9
13	Luke Kornet	BOS	BOS @ MEM	04/10/2022	W	13	10	5	7	71.4	0	1	0.0	0	0	-	3	2	5	2	0	0	0	2	4	19.0
14	Marcus Smart	BOS	BOS @ MEM	04/10/2022	W	26	4	2	7	28.6	0	4	0.0	0	0	-	1	2	3	6	1	0	2	1	19	17.6
15	Talen Horton-Tucker	LAL	LAL @ DEN	04/10/2022	W	13	10	3	8	37.5	0	3	0.0	4	5	80.0	1	0	1	3	0	1	1	1	-2	17.7
16	Facundo Campazzo	DEN	DEN vs. LAL	04/10/2022	L	9	3	1	4	25.0	1	3	33.3	0	0	-	0	0	0	4	2	0	1	1	3	14.0
17	Bones Hyland	DEN	DEN vs. LAL	04/10/2022	L	24	17	6	15	40.0	2	9	22.2	3	3	100	0	4	4	6	0	3	2	3	9	37.8
18	Stanley Johnson	LAL	LAL @ DEN	04/10/2022	W	46	15	5	9	55.6	1	4	25.0	4	4	100	0	8	8	3	0	0	2	4	4	27.1
19	Bryn Forbes	DEN	DEN vs. LAL	04/10/2022	L	36	24	6	14	42.9	5	11	45.5	7	7	100	0	1	1	1	1	0	1	2	-3	28.7
20	Vlatko Cancar	DEN	DEN vs. LAL	04/10/2022	L	24	2	1	2	50.0	0	0	-	0	2	0.0	2	6	8	4	0	0	1	5	-10	16.6
21	Davon Reed	DEN	DEN vs. LAL	04/10/2022	L	29	14	6	10	60.0	2	3	66.7	0	3	0.0	0	3	3	4	1	0	3	2	-16	23.6
22	Wenyen Gabriel	LAL	LAL @ DEN	04/10/2022	W	38	14	6	13	46.2	0	1	0.0	2	5	40.0	5	5	10	3	0	2	0	4	14	36.5
23	Zeke Nnaji	DEN	DEN vs. LAL	04/10/2022	L	26	5	1	9	11.1	0	4	0.0	3	3	100	1	1	2	2	0	0	1	3	-13	9.4
24	Markus Howard	DEN	DEN vs. LAL	04/10/2022	L	24	25	8	17	47.1	2	8	25.0	7	8	87.5	2	1	3	1	1	0	0	5	-17	33.1
25	Mason Jones	LAL	LAL @ DEN	04/10/2022	W	24	9	1	3	33.3	0	1	0.0	7	8	87.5	0	5	5	3	1	0	0	4	6	22.5
26	Austin Reaves	LAL	LAL @ DEN	04/10/2022	W	42	31	7	17	41.2	3	5	60.0	14	14	100	6	10	16	10	2	1	3	0	12	71.2
27	Mac McClung	LAL	LAL @ DEN	04/10/2022	W	22	6	2	5	40.0	1	3	33.3	1	1	100	0	3	3	1	1	1	2	5	9	15.1
28	Malik Monk	LAL	LAL @ DEN	04/10/2022	W	35	41	14	25	56.0	7	14	50.0	6	6	100	1	3	4	1	0	0	3	2	-5	44.3
29	JaMychal Green	DEN	DEN vs. LAL	04/10/2022	L	23	11	5	7	71.4	0	1	0.0	1	2	50.0	2	7	9	3	3	1	1	3	-1	37.3
30	Austin Rivers	DEN	DEN vs. LAL	04/10/2022	L	23	7	3	7	42.9	1	4	25.0	0	0	-	0	4	4	1	1	0	0	2	11	16.3
31	DeMarcus Cousins	DEN	DEN vs. LAL	04/10/2022	L	24	17	5	7	71.4	2	3	66.7	5	6	83.3	4	5	9	5	1	2	3	5	1	41.3
32	Jeff Green	DEN	DEN vs. LAL	04/10/2022	L	24	16	7	8	87.5	0	1	0.0	2	2	100	0	2	2	2	0	1	1	3	11	23.4
33	D.J. Augustin	LAL	LAL @ DEN	04/10/2022	W	15	2	0	4	0.0	0	4	0.0	2	2	100	0	1	1	2	0	0	2	2	-5	4.2
34	Wayne Ellington	LAL	LAL @ DEN	04/10/2022	W	30	18	6	10	60.0	4	8	50.0	2	2	100	0	2	2	0	0	1	0	2	-8	23.4
35	Robin Lopez	ORL	ORL vs. MIA	04/10/2022	W	10	4	1	2	50.0	0	1	0.0	2	2	100	1	2	3	2	0	0	0	1	17	10.6
36	Victor Oladipo	MIA	MIA @ ORL	04/10/2022	L	36	40	13	22	59.1	5	11	45.5	9	11	81.8	1	9	10	7	2	0	4	2	-4	64.5
37	Markelle Fultz	ORL	ORL vs. MIA	04/10/2022	W	29	10	5	12	41.7	0	3	0.0	0	0	-	0	2	2	15	1	0	4	3	4	33.9
38	Mo Bamba	ORL	ORL vs. MIA	04/10/2022	W	28	21	7	11	63.6	5	9	55.6	2	3	66.7	2	8	10	1	0	2	0	2	7	40.5
39	Moritz Wagner	ORL	ORL vs. MIA	04/10/2022	W	30	14	5	11	45.5	2	7	28.6	2	2	100	0	11	11	5	2	0	2	2	5	38.7
40	Duncan Robinson	MIA	MIA @ ORL	04/10/2022	L	20	9	3	9	33.3	3	9	33.3	0	0	-	1	6	7	4	1	0	0	1	-9	26.4
41	Chuma Okeke	ORL	ORL vs. MIA	04/10/2022	W	29	17	6	13	46.2	5	12	41.7	0	0	-	0	6	6	0	1	1	1	2	-4	29.2
42	R.J. Hampton	ORL	ORL vs. MIA	04/10/2022	W	33	21	8	16	50.0	4	7	57.1	1	1	100	2	4	6	5	0	0	1	2	6	34.7
43	Javonte Smart	MIA	MIA @ ORL	04/10/2022	L	34	20	8	14	57.1	4	8	50.0	0	0	-	1	4	5	1	1	1	2	1	-14	31.5
44	Devin Cannady	ORL	ORL vs. MIA	04/10/2022	W	33	15	4	10	40.0	4	9	44.4	3	3	100	0	0	0	2	0	0	0	1	18	18.0
45	Admiral Schofield	ORL	ORL vs. MIA	04/10/2022	W	22	8	3	6	50.0	2	5	40.0	0	0	-	0	5	5	0	0	0	0	2	10	14.0
46	Ignas Brazdeikis	ORL	ORL vs. MIA	04/10/2022	W	25	15	6	10	60.0	1	5	20.0	2	3	66.7	1	4	5	3	0	0	0	1	7	25.5
47	Haywood Highsmith	MIA	MIA @ ORL	04/10/2022	L	40	16	7	17	41.2	2	8	25.0	0	1	0.0	3	2	5	2	0	1	1	1	-10	27.0
48	Gabe Vincent	MIA	MIA @ ORL	04/10/2022	L	12	6	2	4	50.0	2	3	66.7	0	0	-	0	2	2	2	0	0	0	2	-10	11.4
49	Mychal Mulder	MIA	MIA @ ORL	04/10/2022	L	42	11	3	9	33.3	3	7	42.9	2	2	100	0	2	2	2	0	1	0	1	-5	19.4
0	Udonis Haslem	MIA	MIA @ ORL	04/10/2022	L	20	2	1	5	20.0	0	1	0.0	0	0	-	0	6	6	1	0	0	1	4	-23	9.7
1	Omer Yurtseven	MIA	MIA @ ORL	04/10/2022	L	35	7	3	14	21.4	0	3	0.0	1	2	50.0	4	6	10	1	1	1	2	1	5	24.5
2	Khem Birch	TOR	TOR @ NYK	04/10/2022	L	19	4	2	3	66.7	0	0	-	0	0	-	2	3	5	2	1	0	0	0	-4	16.0
3	O.G. Anunoby	TOR	TOR @ NYK	04/10/2022	L	25	8	3	9	33.3	0	5	0.0	2	2	100	2	7	9	3	1	0	3	0	-11	23.3
4	Svi Mykhailiuk	TOR	TOR @ NYK	04/10/2022	L	8	6	2	6	33.3	2	5	40.0	0	0	-	0	0	0	0	1	0	1	2	-8	8.0
5	Gary Trent Jr.	TOR	TOR @ NYK	04/10/2022	L	31	17	8	17	47.1	1	4	25.0	0	0	-	0	1	1	2	0	0	3	3	-7	18.2
6	Yuta Watanabe	TOR	TOR @ NYK	04/10/2022	L	11	4	1	4	25.0	0	3	0.0	2	2	100	0	4	4	2	1	0	0	0	-16	14.8
7	Immanuel Quickley	NYK	NYK vs. TOR	04/10/2022	W	42	34	12	26	46.2	4	11	36.4	6	8	75.0	1	9	10	12	0	0	3	2	23	61.0
8	Scottie Barnes	TOR	TOR @ NYK	04/10/2022	L	22	7	3	5	60.0	1	2	50.0	0	0	-	0	2	2	5	1	0	2	3	-7	17.9
9	Jericho Sims	NYK	NYK vs. TOR	04/10/2022	W	39	6	3	4	75.0	0	0	-	0	0	-	3	11	14	1	2	0	3	2	27	27.3
10	Feron Hunt	NYK	NYK vs. TOR	04/10/2022	W	7	0	0	2	0.0	0	0	-	0	0	-	1	0	1	1	0	0	1	0	-4	1.7
11	Malachi Flynn	TOR	TOR @ NYK	04/10/2022	L	28	10	4	14	28.6	2	6	33.3	0	0	-	1	3	4	4	2	0	1	1	1	25.8
12	Precious Achiuwa	TOR	TOR @ NYK	04/10/2022	L	26	9	4	13	30.8	1	5	20.0	0	0	-	2	4	6	2	1	1	1	2	-7	24.2
13	Obi Toppin	NYK	NYK vs. TOR	04/10/2022	W	40	42	16	28	57.1	6	14	42.9	4	4	100	1	9	10	3	0	1	2	1	8	59.5
14	Armoni Brooks	TOR	TOR @ NYK	04/10/2022	L	18	3	1	4	25.0	1	4	25.0	0	0	-	0	2	2	0	0	0	1	3	-12	4.4
15	Chris Boucher	TOR	TOR @ NYK	04/10/2022	L	32	21	6	14	42.9	3	7	42.9	6	7	85.7	2	5	7	3	0	0	0	1	0	33.9
16	Ryan Arcidiacono	NYK	NYK vs. TOR	04/10/2022	W	23	5	2	5	40.0	1	4	25.0	0	0	-	0	1	1	2	0	0	1	3	-9	8.2
17	Evan Fournier	NYK	NYK vs. TOR	04/10/2022	W	33	6	2	11	18.2	2	9	22.2	0	0	-	0	3	3	5	2	2	0	2	-1	29.1
18	Alec Burks	NYK	NYK vs. TOR	04/10/2022	W	40	10	4	7	57.1	2	4	50.0	0	0	-	2	4	6	8	1	0	4	5	24	28.2
19	Taj Gibson	NYK	NYK vs. TOR	04/10/2022	W	17	2	1	4	25.0	0	1	0.0	0	0	-	2	1	3	0	1	2	1	2	-13	13.6
20	Thaddeus Young	TOR	TOR @ NYK	04/10/2022	L	20	5	2	3	66.7	1	1	100	0	0	-	0	3	3	4	2	1	1	2	16	22.6
21	Duane Washington Jr.	IND	IND @ BKN	04/10/2022	L	19	18	7	11	63.6	4	6	66.7	0	0	-	0	0	0	0	1	0	0	0	-4	21.0
22	Terry Taylor	IND	IND @ BKN	04/10/2022	L	24	10	4	7	57.1	0	1	0.0	2	2	100	6	1	7	1	1	0	0	2	-12	22.9
23	Cam Thomas	BKN	BKN vs. IND	04/10/2022	W	9	6	2	3	66.7	1	2	50.0	1	2	50.0	0	0	0	0	0	0	1	0	-2	5.0
24	Tyrese Haliburton	IND	IND @ BKN	04/10/2022	L	39	17	7	14	50.0	2	5	40.0	1	1	100	2	2	4	10	2	0	1	0	-9	41.8
25	Oshae Brissett	IND	IND @ BKN	04/10/2022	L	36	28	10	20	50.0	5	10	50.0	3	4	75.0	3	5	8	3	1	0	0	5	-9	45.1
26	Gabe York	IND	IND @ BKN	04/10/2022	L	6	1	0	2	0.0	0	2	0.0	1	2	50.0	0	1	1	2	2	0	1	1	-1	10.2
27	Andre Drummond	BKN	BKN vs. IND	04/10/2022	W	20	20	9	9	100	0	0	-	2	2	100	4	9	13	0	0	2	1	3	-2	40.6
28	Kevin Durant	BKN	BKN vs. IND	04/10/2022	W	41	20	5	17	29.4	0	6	0.0	10	10	100	0	10	10	16	1	0	6	0	10	53.0
29	Kessler Edwards	BKN	BKN vs. IND	04/10/2022	W	39	10	4	7	57.1	0	1	0.0	2	2	100	1	4	5	0	0	2	2	3	8	20.0
30	Isaiah Jackson	IND	IND @ BKN	04/10/2022	L	32	7	3	4	75.0	0	0	-	1	2	50.0	0	3	3	0	2	1	2	5	3	17.6
31	Patty Mills	BKN	BKN vs. IND	04/10/2022	W	30	8	3	6	50.0	2	5	40.0	0	0	-	0	2	2	2	0	0	3	1	16	10.4
32	Buddy Hield	IND	IND @ BKN	04/10/2022	L	36	21	8	23	34.8	5	14	35.7	0	0	-	0	3	3	6	3	0	2	3	0	40.6
33	T.J. McConnell	IND	IND @ BKN	04/10/2022	L	31	14	5	15	33.3	3	7	42.9	1	2	50.0	0	3	3	5	3	0	0	3	7	34.1
34	Lance Stephenson	IND	IND @ BKN	04/10/2022	L	17	10	3	8	37.5	0	1	0.0	4	6	66.7	0	1	1	5	1	0	1	4	-15	20.7
35	Kyrie Irving	BKN	BKN vs. IND	04/10/2022	W	40	35	15	20	75.0	4	6	66.7	1	2	50.0	1	6	7	5	1	0	3	2	3	50.9
36	Bruce Brown	BKN	BKN vs. IND	04/10/2022	W	38	21	8	13	61.5	1	2	50.0	4	5	80.0	0	7	7	3	3	2	3	3	0	45.9
37	Nic Claxton	BKN	BKN vs. IND	04/10/2022	W	23	14	6	6	100	0	0	-	2	2	100	2	4	6	4	0	0	1	4	7	26.2
38	Usman Garuba	HOU	HOU vs. ATL	04/10/2022	L	13	0	0	2	0.0	0	2	0.0	0	0	-	0	7	7	1	0	0	0	2	1	9.9
39	Josh Christopher	HOU	HOU vs. ATL	04/10/2022	L	19	6	2	6	33.3	0	3	0.0	2	4	50.0	0	1	1	3	1	0	1	4	-21	13.7
40	Kenyon Martin Jr.	HOU	HOU vs. ATL	04/10/2022	L	18	11	4	6	66.7	2	4	50.0	1	2	50.0	0	1	1	0	0	0	0	2	-16	12.2
41	Jalen Green	HOU	HOU vs. ATL	04/10/2022	L	40	41	14	26	53.8	4	11	36.4	9	11	81.8	0	1	1	3	1	0	0	1	0	49.7
42	Bogdan Bogdanovic	ATL	ATL @ HOU	04/10/2022	W	28	14	5	14	35.7	4	9	44.4	0	3	0.0	0	6	6	7	2	0	0	1	20	37.7
43	Clint Capela	ATL	ATL @ HOU	04/10/2022	W	23	18	7	10	70.0	0	0	-	4	4	100	7	6	13	0	1	2	0	2	11	42.6
44	Timothe Luwawu-Cabarrot	ATL	ATL @ HOU	04/10/2022	W	7	0	0	1	0.0	0	1	0.0	0	0	-	1	1	2	0	0	0	1	0	1	1.4
45	Kevin Knox II	ATL	ATL @ HOU	04/10/2022	W	2	1	0	2	0.0	0	2	0.0	1	2	50.0	1	1	2	0	0	0	0	1	-4	3.4
46	Trae Young	ATL	ATL @ HOU	04/10/2022	W	34	28	10	20	50.0	4	7	57.1	4	4	100	1	4	5	11	0	0	5	4	8	45.5
47	De'Andre Hunter	ATL	ATL @ HOU	04/10/2022	W	33	22	7	13	53.8	4	4	100	4	5	80.0	0	2	2	0	0	0	2	1	18	22.4
48	Kevin Porter Jr.	HOU	HOU vs. ATL	04/10/2022	L	41	26	10	24	41.7	6	12	50.0	0	0	-	2	6	8	6	0	0	2	1	-16	42.6
49	Danilo Gallinari	ATL	ATL @ HOU	04/10/2022	W	32	26	9	14	64.3	6	8	75.0	2	2	100	1	3	4	2	0	1	2	2	2	34.8
0	Delon Wright	ATL	ATL @ HOU	04/10/2022	W	22	2	0	1	0.0	0	1	0.0	2	2	100	1	1	2	3	1	0	0	0	12	11.9
1	David Nwaba	HOU	HOU vs. ATL	04/10/2022	L	13	2	1	2	50.0	0	1	0.0	0	0	-	1	1	2	1	1	1	0	0	-13	11.9
2	Kevin Huerter	ATL	ATL @ HOU	04/10/2022	W	30	11	4	8	50.0	3	6	50.0	0	0	-	0	5	5	5	0	0	1	3	13	23.5
3	Onyeka Okongwu	ATL	ATL @ HOU	04/10/2022	W	23	8	3	4	75.0	0	0	-	2	2	100	1	8	9	1	0	1	1	5	9	22.3
4	Alperen Sengun	HOU	HOU vs. ATL	04/10/2022	L	35	9	4	12	33.3	1	6	16.7	0	0	-	1	5	6	8	0	1	1	4	-17	30.2
5	Jalen Johnson	ATL	ATL @ HOU	04/10/2022	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	0.0
6	Sharife Cooper	ATL	ATL @ HOU	04/10/2022	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2	0.0
7	Jae'Sean Tate	HOU	HOU vs. ATL	04/10/2022	L	30	5	2	4	50.0	1	1	100	0	0	-	2	0	2	2	0	1	1	3	0	12.4
8	Skylar Mays	ATL	ATL @ HOU	04/10/2022	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	0.0
9	Garrison Mathews	HOU	HOU vs. ATL	04/10/2022	L	32	14	4	7	57.1	3	6	50.0	3	3	100	0	6	6	0	1	1	0	2	2	27.2
10	Corey Kispert	WAS	WAS @ CHA	04/10/2022	L	26	20	8	12	66.7	4	8	50.0	0	0	-	0	3	3	1	0	0	0	0	-5	25.1
11	Jordan Schakel	WAS	WAS @ CHA	04/10/2022	L	4	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-2	1.2
12	Ish Smith	WAS	WAS @ CHA	04/10/2022	L	17	8	4	9	44.4	0	0	-	0	0	-	0	0	0	2	3	0	3	1	-18	17.0
13	Isaiah Thomas	CHA	CHA vs. WAS	04/10/2022	W	13	14	5	8	62.5	2	4	50.0	2	2	100	0	1	1	1	1	0	0	2	-1	19.7
14	Raul Neto	WAS	WAS @ CHA	04/10/2022	L	22	9	3	6	50.0	0	0	-	3	3	100	0	1	1	2	2	0	0	0	-8	19.2
15	Montrezl Harrell	CHA	CHA vs. WAS	04/10/2022	W	22	8	4	6	66.7	0	0	-	0	0	-	2	0	2	4	1	1	2	1	23	20.4
16	Kelly Oubre Jr.	CHA	CHA vs. WAS	04/10/2022	W	16	6	2	5	40.0	2	5	40.0	0	2	0.0	0	3	3	1	1	0	0	2	18	14.1
17	Cody Martin	CHA	CHA vs. WAS	04/10/2022	W	24	5	1	3	33.3	0	1	0.0	3	3	100	3	2	5	3	2	1	1	1	14	23.5
18	Rui Hachimura	WAS	WAS @ CHA	04/10/2022	L	32	21	9	19	47.4	1	4	25.0	2	2	100	2	2	4	2	1	0	0	1	-2	31.8
19	Daniel Gafford	WAS	WAS @ CHA	04/10/2022	L	28	13	4	9	44.4	0	0	-	5	10	50.0	3	4	7	1	1	2	1	5	-1	30.9
