	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
4	Damian Lillard	POR	POR vs. MEM	04/23/2021	L	37	27	8	22	36.4	3	11	27.3	8	10	80.0	0	3	3	5	1	0	4	1	-5	37.1
5	Xavier Tillman	MEM	MEM @ POR	04/23/2021	W	23	12	6	8	75.0	0	1	0.0	0	1	0.0	3	3	6	1	1	1	1	2	-5	25.7
6	De'Anthony Melton	MEM	MEM @ POR	04/23/2021	W	24	10	3	7	42.9	2	6	33.3	2	2	100	0	0	0	1	1	2	0	0	10	20.5
7	Luke Kennard	LAC	LAC @ HOU	04/23/2021	W	19	5	2	10	20.0	1	6	16.7	0	0	-	0	1	1	1	2	0	1	1	-3	12.7
8	Patrick Patterson	LAC	LAC @ HOU	04/23/2021	W	21	12	5	11	45.5	2	5	40.0	0	0	-	4	2	6	0	0	0	0	0	-7	19.2
9	Terance Mann	LAC	LAC @ HOU	04/23/2021	W	37	5	2	6	33.3	1	2	50.0	0	0	-	1	2	3	1	1	0	0	2	7	13.1
10	Armoni Brooks	HOU	HOU vs. LAC	04/23/2021	L	30	9	3	8	37.5	3	8	37.5	0	0	-	1	3	4	0	0	0	0	1	5	13.8
11	John Wall	HOU	HOU vs. LAC	04/23/2021	L	39	27	9	22	40.9	1	7	14.3	8	9	88.9	0	3	3	13	1	2	4	2	6	55.1
12	Christian Wood	HOU	HOU vs. LAC	04/23/2021	L	37	24	8	22	36.4	2	7	28.6	6	8	75.0	5	14	19	2	0	0	4	4	2	45.8
13	Jae'Sean Tate	HOU	HOU vs. LAC	04/23/2021	L	36	8	3	9	33.3	2	6	33.3	0	0	-	0	2	2	7	2	0	2	5	-6	24.9
14	Kelly Olynyk	HOU	HOU vs. LAC	04/23/2021	L	34	23	8	13	61.5	2	6	33.3	5	5	100	1	9	10	2	4	0	4	2	-3	46.0
15	Ivica Zubac	LAC	LAC @ HOU	04/23/2021	W	24	12	5	9	55.6	0	0	-	2	4	50.0	2	6	8	1	0	0	2	5	4	21.1
16	Reggie Jackson	LAC	LAC @ HOU	04/23/2021	W	32	19	7	17	41.2	3	6	50.0	2	2	100	2	3	5	5	2	0	1	2	8	37.5
17	Paul George	LAC	LAC @ HOU	04/23/2021	W	34	33	10	27	37.0	3	10	30.0	10	10	100	2	12	14	4	2	0	7	3	-3	54.8
18	Kenyon Martin Jr.	HOU	HOU vs. LAC	04/23/2021	L	23	5	2	6	33.3	1	2	50.0	0	0	-	1	2	3	0	0	2	0	3	-13	14.6
19	Nicolas Batum	LAC	LAC @ HOU	04/23/2021	W	33	2	1	5	20.0	0	3	0.0	0	0	-	0	8	8	5	1	2	2	1	12	26.1
20	Amir Coffey	LAC	LAC @ HOU	04/23/2021	W	25	10	2	5	40.0	1	1	100	5	6	83.3	1	4	5	3	0	0	0	4	9	20.5
21	DeMarcus Cousins	LAC	LAC @ HOU	04/23/2021	W	15	11	5	7	71.4	1	1	100	0	1	0.0	2	6	8	2	0	1	1	1	-2	25.6
22	Danuel House Jr.	HOU	HOU vs. LAC	04/23/2021	L	21	5	2	4	50.0	1	3	33.3	0	0	-	0	1	1	0	0	0	0	1	-4	6.2
23	D.J. Wilson	HOU	HOU vs. LAC	04/23/2021	L	6	3	1	2	50.0	1	2	50.0	0	0	-	0	2	2	0	0	1	0	0	-4	8.4
24	DaQuan Jeffries	HOU	HOU vs. LAC	04/23/2021	L	13	0	0	3	0.0	0	1	0.0	0	0	-	1	2	3	0	0	0	0	1	-8	3.6
25	DeAndre Jordan	BKN	BKN vs. BOS	04/23/2021	W	25	8	3	5	60.0	0	0	-	2	3	66.7	2	9	11	3	1	3	4	2	-10	33.7
26	Aaron Nesmith	BOS	BOS @ BKN	04/23/2021	L	17	5	2	5	40.0	1	2	50.0	0	0	-	2	6	8	2	0	0	2	2	-2	15.6
27	Luke Kornet	BOS	BOS @ BKN	04/23/2021	L	8	2	1	2	50.0	0	1	0.0	0	0	-	0	0	0	1	0	0	0	1	3	3.5
28	Jayson Tatum	BOS	BOS @ BKN	04/23/2021	L	39	38	14	27	51.9	6	12	50.0	4	7	57.1	2	8	10	4	0	0	5	3	1	51.0
29	Tristan Thompson	BOS	BOS @ BKN	04/23/2021	L	26	8	3	9	33.3	0	0	-	2	4	50.0	4	5	9	0	1	2	0	1	-6	27.8
30	Blake Griffin	BKN	BKN vs. BOS	04/23/2021	W	23	13	5	11	45.5	1	5	20.0	2	2	100	1	4	5	3	2	0	1	3	20	28.5
31	Semi Ojeleye	BOS	BOS @ BKN	04/23/2021	L	17	3	1	3	33.3	1	3	33.3	0	0	-	1	1	2	0	2	0	1	1	-7	10.4
32	Grant Williams	BOS	BOS @ BKN	04/23/2021	L	18	3	1	4	25.0	1	3	33.3	0	0	-	0	3	3	2	0	1	2	1	-11	10.6
33	Mike James	BKN	BKN vs. BOS	04/23/2021	W	21	8	3	8	37.5	1	1	100	1	2	50.0	1	1	2	2	0	0	0	0	17	13.4
34	Bruce Brown	BKN	BKN vs. BOS	04/23/2021	W	27	15	7	8	87.5	1	2	50.0	0	2	0.0	1	7	8	1	0	0	0	5	-7	26.1
35	Landry Shamet	BKN	BKN vs. BOS	04/23/2021	W	30	9	3	8	37.5	1	4	25.0	2	2	100	0	3	3	0	2	0	1	2	-4	17.6
36	Payton Pritchard	BOS	BOS @ BKN	04/23/2021	L	24	22	8	12	66.7	6	7	85.7	0	0	-	0	3	3	2	0	1	0	1	5	31.6
37	Romeo Langford	BOS	BOS @ BKN	04/23/2021	L	19	0	0	2	0.0	0	0	-	0	0	-	2	0	2	0	0	0	2	4	-26	0.4
38	Carsen Edwards	BOS	BOS @ BKN	04/23/2021	L	7	0	0	1	0.0	0	1	0.0	0	0	-	0	2	2	0	0	0	0	0	4	2.4
39	Marcus Smart	BOS	BOS @ BKN	04/23/2021	L	30	19	7	17	41.2	2	10	20.0	3	3	100	1	4	5	3	2	0	5	3	4	30.5
40	Jabari Parker	BOS	BOS @ BKN	04/23/2021	L	13	2	1	5	20.0	0	0	-	0	0	-	2	6	8	2	0	1	0	1	5	17.6
41	Timothe Luwawu-Cabarrot	BKN	BKN vs. BOS	04/23/2021	W	9	2	1	4	25.0	0	2	0.0	0	0	-	0	3	3	0	1	0	0	1	-4	8.6
42	Kyrie Irving	BKN	BKN vs. BOS	04/23/2021	W	34	15	4	19	21.1	0	6	0.0	7	7	100	0	9	9	11	4	1	5	3	-10	52.3
43	Joe Harris	BKN	BKN vs. BOS	04/23/2021	W	35	20	6	12	50.0	4	7	57.1	4	4	100	1	3	4	3	0	2	0	1	17	35.3
44	Evan Fournier	BOS	BOS @ BKN	04/23/2021	L	22	2	0	7	0.0	0	3	0.0	2	2	100	1	1	2	5	1	1	2	2	5	15.9
45	Jeff Green	BKN	BKN vs. BOS	04/23/2021	W	35	19	5	11	45.5	3	5	60.0	6	6	100	0	2	2	3	2	1	0	2	6	34.9
46	Paul Millsap	DEN	DEN @ GSW	04/23/2021	L	12	3	1	4	25.0	0	2	0.0	1	2	50.0	1	6	7	4	1	2	2	1	0	24.4
47	Kelly Oubre Jr.	GSW	GSW vs. DEN	04/23/2021	W	33	23	9	16	56.3	3	7	42.9	2	5	40.0	1	5	6	3	3	2	1	1	19	48.7
48	Facundo Campazzo	DEN	DEN @ GSW	04/23/2021	L	32	7	1	8	12.5	1	7	14.3	4	4	100	0	1	1	4	1	0	0	5	-20	17.2
49	Jordan Poole	GSW	GSW vs. DEN	04/23/2021	W	25	15	5	12	41.7	2	6	33.3	3	3	100	0	1	1	3	2	0	0	2	3	26.7
0	Draymond Green	GSW	GSW vs. DEN	04/23/2021	W	33	2	1	3	33.3	0	2	0.0	0	0	-	1	11	12	19	0	0	6	1	11	38.9
1	Vlatko Cancar	DEN	DEN @ GSW	04/23/2021	L	2	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-3	0.0
2	Will Barton	DEN	DEN @ GSW	04/23/2021	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	0	0	1.5
3	Bol Bol	DEN	DEN @ GSW	04/23/2021	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	1	1	0	1	0	-3	3.5
4	Aaron Gordon	DEN	DEN @ GSW	04/23/2021	L	27	17	6	11	54.5	2	5	40.0	3	4	75.0	2	4	6	2	0	1	2	0	-7	28.2
5	Gary Payton II	GSW	GSW vs. DEN	04/23/2021	W	2	2	1	1	100	0	0	-	0	0	-	0	0	0	0	0	0	0	0	3	2.0
6	Stephen Curry	GSW	GSW vs. DEN	04/23/2021	W	34	32	11	18	61.1	4	9	44.4	6	6	100	0	8	8	3	0	0	3	3	27	43.1
7	Juan Toscano-Anderson	GSW	GSW vs. DEN	04/23/2021	W	26	9	4	7	57.1	1	2	50.0	0	0	-	0	8	8	4	1	0	3	1	29	24.6
8	Kevon Looney	GSW	GSW vs. DEN	04/23/2021	W	27	2	1	3	33.3	0	1	0.0	0	0	-	2	6	8	4	0	0	0	1	4	17.6
9	Austin Rivers	DEN	DEN @ GSW	04/23/2021	L	23	6	3	7	42.9	0	3	0.0	0	0	-	0	4	4	2	0	1	1	2	-17	15.8
10	Michael Porter Jr.	DEN	DEN @ GSW	04/23/2021	L	37	26	8	18	44.4	7	14	50.0	3	5	60.0	0	5	5	1	1	2	0	1	-5	42.5
11	Nikola Jokic	DEN	DEN @ GSW	04/23/2021	L	33	19	7	16	43.8	0	3	0.0	5	5	100	0	6	6	6	0	0	1	2	-18	34.2
12	Nico Mannion	GSW	GSW vs. DEN	04/23/2021	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	0	3	1.5
13	Alen Smailagic	GSW	GSW vs. DEN	04/23/2021	W	2	0	0	0	-	0	0	-	0	0	-	0	1	1	1	1	0	0	0	3	5.7
14	Mychal Mulder	GSW	GSW vs. DEN	04/23/2021	W	23	14	6	10	60.0	2	6	33.3	0	0	-	1	0	1	0	0	0	0	4	-5	15.2
15	Markus Howard	DEN	DEN @ GSW	04/23/2021	L	2	3	1	1	100	1	1	100	0	0	-	0	0	0	0	0	0	0	0	-3	3.0
16	Andrew Wiggins	GSW	GSW vs. DEN	04/23/2021	W	34	19	7	14	50.0	3	6	50.0	2	4	50.0	2	5	7	2	1	2	1	2	8	38.4
17	Shaquille Harrison	DEN	DEN @ GSW	04/23/2021	L	18	4	2	4	50.0	0	0	-	0	0	-	1	1	2	0	2	0	1	1	-3	11.4
18	Zeke Nnaji	DEN	DEN @ GSW	04/23/2021	L	2	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-3	0.0
19	JaMychal Green	DEN	DEN @ GSW	04/23/2021	L	18	3	1	6	16.7	1	5	20.0	0	0	-	2	1	3	0	0	1	0	0	-11	9.6
20	P.J. Dozier	DEN	DEN @ GSW	04/23/2021	L	30	9	4	11	36.4	1	4	25.0	0	0	-	0	2	2	5	3	0	1	2	-12	26.9
21	Luka Doncic	DAL	DAL vs. LAL	04/22/2021	W	36	30	9	21	42.9	3	9	33.3	9	11	81.8	1	8	9	8	3	0	5	5	-4	56.8
22	Jalen Brunson	DAL	DAL vs. LAL	04/22/2021	W	21	7	3	7	42.9	0	1	0.0	1	2	50.0	1	3	4	5	1	0	1	2	12	21.3
23	Andre Drummond	LAL	LAL @ DAL	04/22/2021	L	31	14	5	10	50.0	0	0	-	4	4	100	6	13	19	3	1	3	3	4	14	50.3
24	Kentavious Caldwell-Pope	LAL	LAL @ DAL	04/22/2021	L	34	29	9	17	52.9	6	12	50.0	5	5	100	0	1	1	0	1	0	0	2	-5	33.2
25	Montrezl Harrell	LAL	LAL @ DAL	04/22/2021	L	17	14	7	8	87.5	0	0	-	0	0	-	2	4	6	0	1	0	1	5	-19	23.2
26	Dwight Powell	DAL	DAL vs. LAL	04/22/2021	W	17	10	4	5	80.0	0	0	-	2	4	50.0	1	1	2	1	2	0	1	2	-13	18.9
27	Alex Caruso	LAL	LAL @ DAL	04/22/2021	L	28	5	2	6	33.3	1	3	33.3	0	0	-	0	4	4	2	2	1	0	1	4	21.8
28	Anthony Davis	LAL	LAL @ DAL	04/22/2021	L	17	4	2	10	20.0	0	1	0.0	0	2	0.0	0	4	4	1	1	1	1	0	-11	15.3
29	Kyle Kuzma	LAL	LAL @ DAL	04/22/2021	L	31	8	4	10	40.0	0	2	0.0	0	0	-	2	4	6	4	1	0	2	5	12	22.2
30	Kristaps Porzingis	DAL	DAL vs. LAL	04/22/2021	W	29	19	6	11	54.5	1	1	100	6	7	85.7	2	4	6	1	1	0	0	3	-6	30.7
31	JJ Redick	DAL	DAL vs. LAL	04/22/2021	W	11	7	3	5	60.0	1	2	50.0	0	0	-	0	0	0	1	0	0	0	0	6	8.5
32	Willie Cauley-Stein	DAL	DAL vs. LAL	04/22/2021	W	31	11	4	7	57.1	0	1	0.0	3	6	50.0	3	5	8	1	1	2	0	1	18	31.1
33	Dennis Schroder	LAL	LAL @ DAL	04/22/2021	L	38	25	9	13	69.2	2	3	66.7	5	6	83.3	2	0	2	13	0	0	4	6	2	42.9
34	Dorian Finney-Smith	DAL	DAL vs. LAL	04/22/2021	W	37	10	4	5	80.0	2	3	66.7	0	0	-	1	2	3	2	3	0	2	1	2	23.6
35	Tim Hardaway Jr.	DAL	DAL vs. LAL	04/22/2021	W	27	8	2	10	20.0	1	4	25.0	3	4	75.0	0	4	4	3	0	1	2	1	13	18.3
36	Ben McLemore	LAL	LAL @ DAL	04/22/2021	L	10	3	1	3	33.3	1	3	33.3	0	0	-	0	1	1	0	0	0	1	3	-10	3.2
37	Talen Horton-Tucker	LAL	LAL @ DAL	04/22/2021	L	12	4	2	5	40.0	0	1	0.0	0	0	-	0	1	1	1	0	0	2	2	-17	4.7
38	Josh Richardson	DAL	DAL vs. LAL	04/22/2021	W	31	13	5	11	45.5	1	3	33.3	2	2	100	0	2	2	1	0	2	1	0	-3	21.9
39	Markieff Morris	LAL	LAL @ DAL	04/22/2021	L	22	4	2	8	25.0	0	5	0.0	0	0	-	0	1	1	2	0	0	2	0	5	6.2
40	Brook Lopez	MIL	MIL vs. PHI	04/22/2021	W	23	16	6	10	60.0	4	7	57.1	0	0	-	0	4	4	1	0	2	1	2	20	27.3
41	Anthony Tolliver	PHI	PHI @ MIL	04/22/2021	L	4	0	0	3	0.0	0	2	0.0	0	0	-	2	0	2	1	2	0	0	0	8	9.9
42	George Hill	PHI	PHI @ MIL	04/22/2021	L	21	6	3	4	75.0	0	0	-	0	0	-	1	3	4	0	0	0	1	0	-16	9.8
43	Dwight Howard	PHI	PHI @ MIL	04/22/2021	L	14	4	1	1	100	0	0	-	2	2	100	1	6	7	2	0	0	1	2	2	14.4
44	Danny Green	PHI	PHI @ MIL	04/22/2021	L	15	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	2	1	1	0	0	-19	10.2
45	P.J. Tucker	MIL	MIL vs. PHI	04/22/2021	W	23	0	0	2	0.0	0	1	0.0	0	0	-	1	1	2	1	1	0	0	3	-2	6.9
46	Sam Merrill	MIL	MIL vs. PHI	04/22/2021	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-7	0.0
47	Donte DiVincenzo	MIL	MIL vs. PHI	04/22/2021	W	26	3	1	5	20.0	1	5	20.0	0	0	-	1	4	5	6	0	0	3	1	4	15.0
48	Thanasis Antetokounmpo	MIL	MIL vs. PHI	04/22/2021	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	0	-7	-1.0
49	Khris Middleton	MIL	MIL vs. PHI	04/22/2021	W	34	24	10	16	62.5	4	7	57.1	0	0	-	0	1	1	5	1	0	2	1	8	33.7
0	Tobias Harris	PHI	PHI @ MIL	04/22/2021	L	30	18	8	16	50.0	0	1	0.0	2	2	100	0	2	2	6	0	0	1	1	-17	28.4
1	Bryn Forbes	MIL	MIL vs. PHI	04/22/2021	W	16	9	2	4	50.0	2	4	50.0	3	3	100	0	3	3	0	0	0	1	0	-4	11.6
2	Seth Curry	PHI	PHI @ MIL	04/22/2021	L	26	11	4	6	66.7	3	3	100	0	0	-	0	1	1	0	1	0	0	2	-15	15.2
3	Mike Scott	PHI	PHI @ MIL	04/22/2021	L	22	11	4	6	66.7	3	5	60.0	0	0	-	0	4	4	1	0	0	0	2	2	17.3
4	Jrue Holiday	MIL	MIL vs. PHI	04/22/2021	W	35	12	5	12	41.7	1	5	20.0	1	2	50.0	0	4	4	11	1	1	2	1	20	37.3
5	Joel Embiid	PHI	PHI @ MIL	04/22/2021	L	27	24	9	21	42.9	0	4	0.0	6	7	85.7	0	3	3	3	0	1	1	3	-19	34.1
6	Bobby Portis	MIL	MIL vs. PHI	04/22/2021	W	23	23	9	11	81.8	5	5	100	0	0	-	1	4	5	1	1	3	1	3	-10	41.5
7	Paul Reed	PHI	PHI @ MIL	04/22/2021	L	4	4	2	3	66.7	0	0	-	0	0	-	1	1	2	0	0	0	0	2	8	6.4
8	Rayjon Tucker	PHI	PHI @ MIL	04/22/2021	L	4	2	1	2	50.0	0	0	-	0	0	-	0	2	2	2	1	0	1	0	8	9.4
9	Shake Milton	PHI	PHI @ MIL	04/22/2021	L	26	20	8	14	57.1	3	5	60.0	1	2	50.0	0	3	3	4	0	0	1	1	3	28.6
10	Matisse Thybulle	PHI	PHI @ MIL	04/22/2021	L	25	5	2	3	66.7	1	2	50.0	0	0	-	2	0	2	1	1	1	0	0	6	14.9
11	Jordan Nwora	MIL	MIL vs. PHI	04/22/2021	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	1	-7	-1.0
12	Isaiah Joe	PHI	PHI @ MIL	04/22/2021	L	4	1	0	0	-	0	0	-	1	3	33.3	0	0	0	0	0	0	0	0	8	1.0
13	Giannis Antetokounmpo	MIL	MIL vs. PHI	04/22/2021	W	35	27	8	15	53.3	1	2	50.0	10	18	55.6	2	14	16	6	2	1	3	2	25	61.2
14	Pat Connaughton	MIL	MIL vs. PHI	04/22/2021	W	23	10	4	6	66.7	2	4	50.0	0	0	-	1	4	5	1	0	1	1	2	-5	19.5
15	Tyrese Maxey	PHI	PHI @ MIL	04/22/2021	L	19	11	4	11	36.4	2	4	50.0	1	2	50.0	0	0	0	5	1	0	2	4	6	19.5
16	Dwayne Bacon	ORL	ORL vs. NOP	04/22/2021	L	21	8	3	11	27.3	2	6	33.3	0	0	-	0	3	3	0	0	0	0	0	-23	11.6
17	R.J. Hampton	ORL	ORL vs. NOP	04/22/2021	L	27	10	5	13	38.5	0	1	0.0	0	0	-	0	3	3	2	2	1	1	3	-12	24.6
18	Steven Adams	NOP	NOP @ ORL	04/22/2021	W	16	12	5	8	62.5	0	0	-	2	2	100	1	8	9	0	0	0	0	2	15	22.8
19	Chuma Okeke	ORL	ORL vs. NOP	04/22/2021	L	29	4	1	12	8.3	0	4	0.0	2	2	100	2	3	5	2	0	0	0	1	-17	13.0
20	Wes Iwundu	NOP	NOP @ ORL	04/22/2021	W	19	1	0	3	0.0	0	1	0.0	1	2	50.0	0	4	4	1	1	0	1	0	-1	9.3
21	James Nunnally	NOP	NOP @ ORL	04/22/2021	W	9	6	2	3	66.7	2	3	66.7	0	0	-	1	1	2	0	0	0	1	0	2	7.4
22	Cole Anthony	ORL	ORL vs. NOP	04/22/2021	L	25	14	6	13	46.2	2	4	50.0	0	2	0.0	1	1	2	3	1	0	0	1	-33	23.9
23	Zion Williamson	NOP	NOP @ ORL	04/22/2021	W	23	23	9	12	75.0	0	0	-	5	5	100	3	4	7	2	0	0	1	1	20	33.4
24	Lonzo Ball	NOP	NOP @ ORL	04/22/2021	W	25	6	2	8	25.0	2	5	40.0	0	0	-	0	4	4	12	0	1	4	1	34	27.8
25	Kira Lewis Jr.	NOP	NOP @ ORL	04/22/2021	W	23	6	2	11	18.2	0	4	0.0	2	2	100	1	1	2	3	0	0	1	1	1	11.9
26	Naji Marshall	NOP	NOP @ ORL	04/22/2021	W	17	2	1	4	25.0	0	0	-	0	0	-	1	2	3	4	0	0	2	2	9	9.6
27	Gary Harris	ORL	ORL vs. NOP	04/22/2021	L	24	11	3	8	37.5	2	2	100	3	4	75.0	1	1	2	0	0	0	0	1	-25	13.4
28	Willy Hernangomez	NOP	NOP @ ORL	04/22/2021	W	17	18	7	9	77.8	0	1	0.0	4	4	100	3	9	12	1	0	1	1	3	2	35.9
29	Mo Bamba	ORL	ORL vs. NOP	04/22/2021	L	28	17	6	15	40.0	2	7	28.6	3	3	100	5	7	12	0	0	2	1	4	-17	36.4
30	Eric Bledsoe	NOP	NOP @ ORL	04/22/2021	W	22	15	5	7	71.4	5	7	71.4	0	0	-	0	2	2	3	0	0	0	0	24	21.9
31	Wenyen Gabriel	NOP	NOP @ ORL	04/22/2021	W	19	7	2	3	66.7	1	2	50.0	2	3	66.7	1	3	4	1	0	1	1	3	6	15.3
32	Jaxson Hayes	NOP	NOP @ ORL	04/22/2021	W	21	10	4	5	80.0	0	0	-	2	3	66.7	1	5	6	1	1	0	0	2	27	21.7
33	Robert Franks	ORL	ORL vs. NOP	04/22/2021	L	19	2	0	3	0.0	0	3	0.0	2	2	100	0	2	2	1	0	1	0	3	-18	8.9
34	Devin Cannady	ORL	ORL vs. NOP	04/22/2021	L	24	17	7	11	63.6	3	5	60.0	0	0	-	0	3	3	0	2	0	0	2	-10	26.6
35	Chasson Randle	ORL	ORL vs. NOP	04/22/2021	L	23	10	3	8	37.5	2	4	50.0	2	2	100	0	2	2	4	0	0	2	1	-2	16.4
36	Donta Hall	ORL	ORL vs. NOP	04/22/2021	L	20	7	2	4	50.0	0	0	-	3	4	75.0	4	2	6	1	1	2	0	2	-18	24.7
37	Brandon Ingram	NOP	NOP @ ORL	04/22/2021	W	29	29	11	17	64.7	2	5	40.0	5	5	100	0	3	3	6	0	0	2	1	36	39.6
38	Aaron Nesmith	BOS	BOS vs. PHX	04/22/2021	W	9	6	2	3	66.7	2	3	66.7	0	0	-	0	1	1	0	0	0	1	2	0	6.2
39	Jayson Tatum	BOS	BOS vs. PHX	04/22/2021	W	34	15	3	17	17.6	1	8	12.5	8	8	100	0	11	11	6	1	0	5	0	13	35.2
40	Romeo Langford	BOS	BOS vs. PHX	04/22/2021	W	32	2	1	4	25.0	0	2	0.0	0	0	-	1	0	1	0	0	1	0	3	7	6.2
41	Chris Paul	PHX	PHX @ BOS	04/22/2021	L	38	22	8	16	50.0	3	7	42.9	3	3	100	0	8	8	8	2	0	4	4	-7	45.6
42	Jevon Carter	PHX	PHX @ BOS	04/22/2021	L	10	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	1	0	0	1	1	-7	1.7
43	Cameron Johnson	PHX	PHX @ BOS	04/22/2021	L	34	8	3	11	27.3	0	6	0.0	2	2	100	1	5	6	1	1	1	1	2	-5	21.7
44	Dario Saric	PHX	PHX @ BOS	04/22/2021	L	11	2	1	5	20.0	0	2	0.0	0	0	-	0	0	0	0	2	0	2	1	-3	6.0
45	Devin Booker	PHX	PHX @ BOS	04/22/2021	L	26	15	6	13	46.2	0	2	0.0	3	4	75.0	2	2	4	2	0	0	5	6	-15	17.8
46	Tristan Thompson	BOS	BOS vs. PHX	04/22/2021	W	34	9	3	7	42.9	0	0	-	3	3	100	5	7	12	1	1	0	4	2	13	23.9
47	Payton Pritchard	BOS	BOS vs. PHX	04/22/2021	W	21	10	3	8	37.5	2	7	28.6	2	2	100	0	4	4	0	1	0	0	0	2	17.8
48	Mikal Bridges	PHX	PHX @ BOS	04/22/2021	L	45	15	7	16	43.8	1	9	11.1	0	0	-	2	0	2	4	1	0	0	3	-13	26.4
49	Kemba Walker	BOS	BOS vs. PHX	04/22/2021	W	37	32	11	17	64.7	5	11	45.5	5	6	83.3	0	4	4	4	0	1	4	1	6	41.8
0	Marcus Smart	BOS	BOS vs. PHX	04/22/2021	W	36	11	4	11	36.4	1	5	20.0	2	3	66.7	3	4	7	5	1	0	0	1	21	29.9
1	Semi Ojeleye	BOS	BOS vs. PHX	04/22/2021	W	6	3	1	1	100	1	1	100	0	0	-	0	2	2	0	0	0	1	0	3	4.4
2	Jabari Parker	BOS	BOS vs. PHX	04/22/2021	W	15	6	3	5	60.0	0	1	0.0	0	0	-	0	4	4	4	1	0	2	1	-2	17.8
3	Torrey Craig	PHX	PHX @ BOS	04/22/2021	L	22	7	3	8	37.5	1	4	25.0	0	0	-	1	4	5	0	0	0	2	3	-16	11.0
4	Langston Galloway	PHX	PHX @ BOS	04/22/2021	L	3	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	2	0	1	0	6	5.0
5	Deandre Ayton	PHX	PHX @ BOS	04/22/2021	L	34	10	5	8	62.5	0	0	-	0	0	-	3	6	9	1	1	1	0	3	-10	28.3
6	Grant Williams	BOS	BOS vs. PHX	04/22/2021	W	17	5	2	4	50.0	0	2	0.0	1	2	50.0	1	1	2	0	2	0	3	2	2	10.4
7	Cameron Payne	PHX	PHX @ BOS	04/22/2021	L	18	7	3	9	33.3	1	4	25.0	0	0	-	1	2	3	1	1	0	1	0	5	14.1
8	Adam Mokoka	CHI	CHI vs. CHA	04/22/2021	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	1	0	0	0.5
9	Devon Dotson	CHI	CHI vs. CHA	04/22/2021	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
10	Coby White	CHI	CHI vs. CHA	04/22/2021	W	28	18	7	10	70.0	4	6	66.7	0	0	-	0	3	3	3	1	0	0	0	25	29.1
11	P.J. Washington	CHA	CHA @ CHI	04/22/2021	L	13	2	1	4	25.0	0	1	0.0	0	2	0.0	0	2	2	2	0	1	2	1	-13	8.4
12	Caleb Martin	CHA	CHA @ CHI	04/22/2021	L	25	7	3	7	42.9	0	4	0.0	1	2	50.0	0	3	3	1	1	0	1	2	6	14.1
13	Daniel Theis	CHI	CHI vs. CHA	04/22/2021	W	25	9	3	7	42.9	0	3	0.0	3	3	100	2	5	7	1	0	2	3	1	5	21.9
14	Javonte Green	CHI	CHI vs. CHA	04/22/2021	W	3	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	1	0	-4	0.2
15	Cristiano Felicio	CHI	CHI vs. CHA	04/22/2021	W	3	2	1	1	100	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4	2.0
16	Devonte' Graham	CHA	CHA @ CHI	04/22/2021	L	28	16	6	14	42.9	3	11	27.3	1	2	50.0	1	3	4	3	0	0	1	3	-23	24.3
17	Cody Zeller	CHA	CHA @ CHI	04/22/2021	L	14	8	3	5	60.0	0	0	-	2	2	100	3	3	6	1	0	0	3	3	-5	13.7
18	Tomas Satoransky	CHI	CHI vs. CHA	04/22/2021	W	21	10	4	10	40.0	1	5	20.0	1	2	50.0	1	1	2	7	3	0	1	1	-5	30.9
19	Lauri Markkanen	CHI	CHI vs. CHA	04/22/2021	W	27	11	4	11	36.4	3	8	37.5	0	0	-	1	3	4	0	1	0	0	2	7	18.8
20	Nikola Vucevic	CHI	CHI vs. CHA	04/22/2021	W	29	18	8	13	61.5	1	4	25.0	1	1	100	1	15	16	6	0	0	2	0	24	44.2
21	Miles Bridges	CHA	CHA @ CHI	04/22/2021	L	27	13	5	13	38.5	3	6	50.0	0	0	-	1	4	5	3	0	1	0	1	-17	26.5
22	Cody Martin	CHA	CHA @ CHI	04/22/2021	L	18	2	1	1	100	0	0	-	0	0	-	0	3	3	2	0	0	0	2	-4	8.6
23	Patrick Williams	CHI	CHI vs. CHA	04/22/2021	W	23	7	3	6	50.0	0	2	0.0	1	2	50.0	1	2	3	3	1	0	1	1	7	17.1
24	Garrett Temple	CHI	CHI vs. CHA	04/22/2021	W	24	9	3	8	37.5	3	6	50.0	0	0	-	0	3	3	4	0	0	4	0	20	14.6
