	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
45	Doug McDermott	IND	IND @ TOR	05/16/2021	W	32	20	8	15	53.3	4	8	50.0	0	0	-	0	1	1	2	1	1	1	4	3	29.2
46	Aron Baynes	TOR	TOR vs. IND	05/16/2021	L	26	14	5	11	45.5	3	5	60.0	1	2	50.0	2	8	10	0	0	1	1	2	-5	28.0
47	Stanley Johnson	TOR	TOR vs. IND	05/16/2021	L	43	24	6	18	33.3	3	12	25.0	9	11	81.8	3	2	5	7	2	0	6	1	-8	40.5
48	DeAndre' Bembry	TOR	TOR vs. IND	05/16/2021	L	42	23	9	22	40.9	1	5	20.0	4	4	100	1	4	5	4	3	0	2	3	-12	42.0
49	Oshae Brissett	IND	IND @ TOR	05/16/2021	W	36	31	10	16	62.5	5	8	62.5	6	9	66.7	1	9	10	3	0	0	0	3	10	47.5
0	Freddie Gillespie	TOR	TOR vs. IND	05/16/2021	L	41	7	3	9	33.3	0	0	-	1	4	25.0	5	5	10	1	0	1	0	2	-14	23.5
1	Goga Bitadze	IND	IND @ TOR	05/16/2021	W	11	4	2	5	40.0	0	2	0.0	0	0	-	3	1	4	0	0	0	0	2	0	8.8
2	Justin Holiday	IND	IND @ TOR	05/16/2021	W	30	7	2	9	22.2	1	6	16.7	2	3	66.7	1	2	3	0	0	0	1	1	9	9.6
3	JaKarr Sampson	IND	IND @ TOR	05/16/2021	W	12	0	0	3	0.0	0	0	-	0	0	-	1	2	3	0	0	1	1	3	2	5.6
4	Malachi Flynn	TOR	TOR vs. IND	05/16/2021	L	46	27	8	22	36.4	5	13	38.5	6	6	100	0	4	4	5	2	1	2	2	-12	46.3
5	T.J. McConnell	IND	IND @ TOR	05/16/2021	W	40	12	6	10	60.0	0	2	0.0	0	0	-	1	4	5	17	2	1	2	2	13	50.5
6	Khem Birch	TOR	TOR vs. IND	05/16/2021	L	42	18	8	15	53.3	0	3	0.0	2	2	100	5	9	14	4	1	0	1	2	-9	42.8
7	Alex Len	WAS	WAS vs. CHA	05/16/2021	W	5	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	1	-5	1.2
8	P.J. Washington	CHA	CHA @ WAS	05/16/2021	L	30	11	4	10	40.0	3	9	33.3	0	0	-	1	8	9	4	2	1	2	4	2	34.8
9	Bismack Biyombo	CHA	CHA @ WAS	05/16/2021	L	5	2	1	1	100	0	0	-	0	0	-	1	1	2	0	0	0	0	0	-9	4.4
10	Robin Lopez	WAS	WAS vs. CHA	05/16/2021	W	27	18	9	11	81.8	0	0	-	0	0	-	4	2	6	1	1	0	2	2	21	27.7
11	Anthony Gill	WAS	WAS vs. CHA	05/16/2021	W	7	0	0	0	-	0	0	-	0	0	-	0	2	2	0	0	0	1	0	4	1.4
12	Chandler Hutchison	WAS	WAS vs. CHA	05/16/2021	W	10	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-21	0.0
13	Miles Bridges	CHA	CHA @ WAS	05/16/2021	L	40	17	6	18	33.3	2	9	22.2	3	3	100	1	3	4	0	0	4	3	2	-12	30.8
14	Davis Bertans	WAS	WAS vs. CHA	05/16/2021	W	27	11	4	8	50.0	3	7	42.9	0	0	-	0	3	3	0	0	0	1	2	-6	13.6
15	Malik Monk	CHA	CHA @ WAS	05/16/2021	L	6	0	0	2	0.0	0	1	0.0	0	0	-	0	1	1	1	0	0	0	0	-9	2.7
16	Russell Westbrook	WAS	WAS vs. CHA	05/16/2021	W	40	23	6	15	40.0	2	8	25.0	9	12	75.0	3	12	15	10	1	0	3	4	9	56.0
17	Devonte' Graham	CHA	CHA @ WAS	05/16/2021	L	31	15	4	10	40.0	3	8	37.5	4	4	100	0	2	2	2	1	0	1	0	-6	22.4
18	Daniel Gafford	WAS	WAS vs. CHA	05/16/2021	W	16	8	3	6	50.0	0	0	-	2	2	100	1	4	5	0	0	1	3	4	-13	14.0
19	Garrison Mathews	WAS	WAS vs. CHA	05/16/2021	W	8	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	1	0	1	14	4.2
20	Ish Smith	WAS	WAS vs. CHA	05/16/2021	W	32	14	7	11	63.6	0	1	0.0	0	0	-	1	7	8	7	0	1	1	0	15	36.1
21	Terry Rozier	CHA	CHA @ WAS	05/16/2021	L	37	22	8	19	42.1	3	6	50.0	3	3	100	2	7	9	9	3	0	1	2	13	54.3
22	Bradley Beal	WAS	WAS vs. CHA	05/16/2021	W	35	25	8	27	29.6	3	11	27.3	6	7	85.7	1	5	6	4	1	0	3	4	12	38.2
23	Rui Hachimura	WAS	WAS vs. CHA	05/16/2021	W	34	16	7	12	58.3	2	3	66.7	0	0	-	0	6	6	0	1	0	0	2	-5	26.2
24	Cody Zeller	CHA	CHA @ WAS	05/16/2021	L	30	11	3	6	50.0	0	0	-	5	6	83.3	2	2	4	2	0	0	1	4	-2	17.8
25	LaMelo Ball	CHA	CHA @ WAS	05/16/2021	L	33	19	7	21	33.3	2	8	25.0	3	4	75.0	2	5	7	5	2	0	1	1	-2	39.9
26	Jalen McDaniels	CHA	CHA @ WAS	05/16/2021	L	28	13	4	7	57.1	1	4	25.0	4	4	100	1	3	4	2	0	0	2	2	0	18.8
27	Trey Burke	DAL	DAL @ MIN	05/16/2021	L	10	2	1	4	25.0	0	2	0.0	0	0	-	0	1	1	1	0	0	0	0	1	4.7
28	Boban Marjanovic	DAL	DAL @ MIN	05/16/2021	L	4	3	0	0	-	0	0	-	3	4	75.0	0	0	0	1	0	0	1	0	-1	3.5
29	Juancho Hernangomez	MIN	MIN vs. DAL	05/16/2021	W	11	2	1	2	50.0	0	1	0.0	0	0	-	0	1	1	2	0	0	1	3	7	5.2
30	Tim Hardaway Jr.	DAL	DAL @ MIN	05/16/2021	L	24	15	5	7	71.4	2	3	66.7	3	3	100	0	0	0	4	0	1	1	1	-20	23.0
31	Ricky Rubio	MIN	MIN vs. DAL	05/16/2021	W	20	2	1	3	33.3	0	2	0.0	0	0	-	0	3	3	7	0	0	1	1	8	15.1
32	Karl-Anthony Towns	MIN	MIN vs. DAL	05/16/2021	W	31	23	6	12	50.0	1	4	25.0	10	11	90.9	2	7	9	5	2	0	1	6	14	46.3
33	Naz Reid	MIN	MIN vs. DAL	05/16/2021	W	17	17	7	7	100	3	3	100	0	0	-	1	4	5	0	0	0	0	3	1	23.0
34	Jaden McDaniels	MIN	MIN vs. DAL	05/16/2021	W	32	19	8	13	61.5	3	7	42.9	0	0	-	2	1	3	2	0	1	2	4	15	26.6
35	Josh Okogie	MIN	MIN vs. DAL	05/16/2021	W	21	6	2	4	50.0	1	3	33.3	1	2	50.0	1	1	2	1	2	1	1	2	1	17.9
36	Jordan McLaughlin	MIN	MIN vs. DAL	05/16/2021	W	11	7	3	3	100	1	1	100	0	0	-	0	0	0	3	1	0	0	1	-2	14.5
37	Jalen Brunson	DAL	DAL @ MIN	05/16/2021	L	27	15	6	12	50.0	2	4	50.0	1	1	100	0	0	0	3	1	0	2	2	0	20.5
38	Nate Hinton	DAL	DAL @ MIN	05/16/2021	L	4	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	1	-1	0.0
39	Luka Doncic	DAL	DAL @ MIN	05/16/2021	L	21	18	6	13	46.2	2	7	28.6	4	5	80.0	0	6	6	6	2	0	4	1	-15	36.2
40	Nicolo Melli	DAL	DAL @ MIN	05/16/2021	L	15	10	3	6	50.0	2	5	40.0	2	2	100	2	3	5	2	1	0	0	0	2	22.0
41	Willie Cauley-Stein	DAL	DAL @ MIN	05/16/2021	L	9	0	0	1	0.0	0	0	-	0	0	-	1	1	2	0	0	1	1	4	0	4.4
42	Dwight Powell	DAL	DAL @ MIN	05/16/2021	L	28	6	2	3	66.7	0	0	-	2	2	100	3	4	7	8	0	2	1	5	-12	31.4
43	Jarred Vanderbilt	MIN	MIN vs. DAL	05/16/2021	W	24	7	3	6	50.0	0	1	0.0	1	2	50.0	5	7	12	1	3	0	0	1	9	31.9
44	Anthony Edwards	MIN	MIN vs. DAL	05/16/2021	W	38	30	10	21	47.6	5	9	55.6	5	5	100	0	0	0	4	0	2	1	1	9	41.0
45	Kristaps Porzingis	DAL	DAL @ MIN	05/16/2021	L	26	18	6	10	60.0	4	5	80.0	2	2	100	0	4	4	1	0	1	0	2	-14	27.3
46	D'Angelo Russell	MIN	MIN vs. DAL	05/16/2021	W	36	23	8	19	42.1	3	9	33.3	4	5	80.0	0	3	3	10	3	0	2	0	13	48.6
47	Josh Green	DAL	DAL @ MIN	05/16/2021	L	17	8	4	8	50.0	0	2	0.0	0	1	0.0	1	1	2	1	1	0	0	1	2	14.9
48	Tyler Bey	DAL	DAL @ MIN	05/16/2021	L	4	0	0	2	0.0	0	0	-	0	0	-	1	1	2	0	0	0	1	0	-1	1.4
49	Josh Richardson	DAL	DAL @ MIN	05/16/2021	L	22	11	5	14	35.7	1	4	25.0	0	0	-	2	3	5	4	0	0	2	1	-2	21.0
0	Dorian Finney-Smith	DAL	DAL @ MIN	05/16/2021	L	28	15	6	9	66.7	3	5	60.0	0	0	-	1	3	4	1	0	0	3	1	-14	18.3
1	Juwan Morgan	UTA	UTA @ SAC	05/16/2021	W	3	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-6	0.0
2	Trent Forrest	UTA	UTA @ SAC	05/16/2021	W	7	0	0	1	0.0	0	0	-	0	0	-	1	1	2	0	1	0	2	0	-8	3.4
3	Rudy Gobert	UTA	UTA @ SAC	05/16/2021	W	28	13	6	8	75.0	0	1	0.0	1	4	25.0	4	12	16	1	0	2	0	1	36	39.7
4	Jarrell Brantley	UTA	UTA @ SAC	05/16/2021	W	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-6	0.0
5	Jahmi'us Ramsey	SAC	SAC vs. UTA	05/16/2021	L	21	12	5	9	55.6	1	3	33.3	1	1	100	0	1	1	1	0	0	1	4	1	13.7
6	Louis King	SAC	SAC vs. UTA	05/16/2021	L	28	12	5	12	41.7	2	3	66.7	0	0	-	0	3	3	3	3	1	2	5	-15	30.1
7	Matt Thomas	UTA	UTA @ SAC	05/16/2021	W	3	0	0	2	0.0	0	0	-	0	0	-	0	1	1	0	1	0	1	0	-6	3.2
8	Delon Wright	SAC	SAC vs. UTA	05/16/2021	L	31	7	3	8	37.5	1	5	20.0	0	0	-	0	3	3	3	1	2	2	1	-14	22.1
9	Bojan Bogdanovic	UTA	UTA @ SAC	05/16/2021	W	30	18	5	15	33.3	2	5	40.0	6	6	100	1	5	6	4	0	0	4	1	19	27.2
10	Robert Woodard II	SAC	SAC vs. UTA	05/16/2021	L	11	2	1	4	25.0	0	0	-	0	0	-	1	2	3	1	0	1	0	1	1	10.1
11	Kyle Guy	SAC	SAC vs. UTA	05/16/2021	L	19	6	2	8	25.0	2	3	66.7	0	2	0.0	0	6	6	5	2	0	1	2	-13	25.7
12	Miye Oni	UTA	UTA @ SAC	05/16/2021	W	14	3	1	1	100	1	1	100	0	0	-	0	0	0	1	0	0	0	1	19	4.5
13	Chimezie Metu	SAC	SAC vs. UTA	05/16/2021	L	32	8	4	10	40.0	0	2	0.0	0	0	-	1	7	8	0	0	0	0	2	-11	17.6
14	Joe Ingles	UTA	UTA @ SAC	05/16/2021	W	30	10	3	8	37.5	2	6	33.3	2	2	100	0	5	5	7	1	0	2	2	13	27.5
15	Buddy Hield	SAC	SAC vs. UTA	05/16/2021	L	31	13	5	12	41.7	1	7	14.3	2	3	66.7	1	6	7	9	1	0	1	0	-16	36.9
16	Damian Jones	SAC	SAC vs. UTA	05/16/2021	L	36	19	9	13	69.2	0	2	0.0	1	2	50.0	1	4	5	1	1	1	3	4	-13	29.5
17	Udoka Azubuike	UTA	UTA @ SAC	05/16/2021	W	3	4	0	0	-	0	0	-	4	4	100	0	0	0	0	0	0	0	0	-6	4.0
18	Mike Conley	UTA	UTA @ SAC	05/16/2021	W	22	11	4	10	40.0	3	3	100	0	0	-	1	5	6	9	3	0	1	2	28	39.7
19	Georges Niang	UTA	UTA @ SAC	05/16/2021	W	19	10	3	7	42.9	2	5	40.0	2	2	100	0	1	1	1	0	0	0	1	10	12.7
20	Terence Davis	SAC	SAC vs. UTA	05/16/2021	L	32	20	8	14	57.1	2	5	40.0	2	2	100	1	2	3	1	2	0	2	3	-30	29.1
21	Royce O'Neale	UTA	UTA @ SAC	05/16/2021	W	28	9	3	7	42.9	2	6	33.3	1	2	50.0	0	2	2	2	0	1	2	2	9	15.4
22	Derrick Favors	UTA	UTA @ SAC	05/16/2021	W	17	10	5	6	83.3	0	0	-	0	0	-	1	8	9	0	1	0	1	1	-8	22.8
23	Jordan Clarkson	UTA	UTA @ SAC	05/16/2021	W	32	33	11	20	55.0	6	12	50.0	5	5	100	1	1	2	3	2	0	3	3	16	42.9
24	Lou Williams	ATL	ATL vs. HOU	05/16/2021	W	17	11	4	6	66.7	0	0	-	3	3	100	0	2	2	6	0	0	4	1	12	18.4
25	Anthony Lamb	HOU	HOU @ ATL	05/16/2021	L	42	7	2	6	33.3	0	4	0.0	3	4	75.0	2	2	4	4	2	0	3	1	-23	20.8
26	Onyeka Okongwu	ATL	ATL vs. HOU	05/16/2021	W	33	21	10	13	76.9	0	0	-	1	3	33.3	6	9	15	3	2	2	1	2	17	54.5
27	Cam Reynolds	HOU	HOU @ ATL	05/16/2021	L	31	9	3	14	21.4	3	12	25.0	0	0	-	2	2	4	2	0	0	0	2	-23	16.8
28	Armoni Brooks	HOU	HOU @ ATL	05/16/2021	L	34	18	6	19	31.6	6	18	33.3	0	0	-	0	4	4	0	2	0	1	3	-31	27.8
29	Solomon Hill	ATL	ATL vs. HOU	05/16/2021	W	36	6	2	7	28.6	2	6	33.3	0	0	-	1	4	5	4	2	0	1	2	30	23.0
30	Bruno Fernando	ATL	ATL vs. HOU	05/16/2021	W	21	10	4	10	40.0	0	0	-	2	2	100	1	8	9	1	2	0	0	1	10	28.3
31	Nathan Knight	ATL	ATL vs. HOU	05/16/2021	W	26	13	6	9	66.7	1	3	33.3	0	2	0.0	3	7	10	0	0	2	0	1	14	31.0
32	Cameron Oliver	HOU	HOU @ ATL	05/16/2021	L	29	10	5	9	55.6	0	3	0.0	0	1	0.0	4	8	12	1	0	3	1	2	-23	33.9
33	De'Andre Hunter	ATL	ATL vs. HOU	05/16/2021	W	24	14	4	11	36.4	0	3	0.0	6	8	75.0	0	2	2	1	0	1	2	5	8	18.9
34	Tony Snell	ATL	ATL vs. HOU	05/16/2021	W	24	8	4	7	57.1	0	0	-	0	0	-	0	2	2	1	2	0	2	3	11	15.9
35	D.J. Augustin	HOU	HOU @ ATL	05/16/2021	L	22	18	5	11	45.5	4	10	40.0	4	4	100	1	3	4	5	1	0	2	1	-14	31.3
36	John Collins	ATL	ATL vs. HOU	05/16/2021	W	16	15	5	7	71.4	1	1	100	4	4	100	0	4	4	0	0	1	0	1	13	22.8
37	Skylar Mays	ATL	ATL vs. HOU	05/16/2021	W	27	16	7	11	63.6	2	5	40.0	0	0	-	0	4	4	7	0	2	1	0	17	36.3
38	Jae'Sean Tate	HOU	HOU @ ATL	05/16/2021	L	21	7	3	7	42.9	1	2	50.0	0	2	0.0	0	3	3	5	0	1	2	2	-5	19.1
39	Kenyon Martin Jr.	HOU	HOU @ ATL	05/16/2021	L	36	10	4	15	26.7	2	9	22.2	0	1	0.0	1	5	6	4	2	0	4	4	-20	25.2
40	Kelly Olynyk	HOU	HOU @ ATL	05/16/2021	L	24	16	3	11	27.3	2	5	40.0	8	8	100	1	5	6	4	1	1	2	3	-6	33.2
41	Trae Young	ATL	ATL vs. HOU	05/16/2021	W	16	10	3	9	33.3	1	3	33.3	3	4	75.0	0	3	3	9	2	0	2	0	13	31.1
42	Hamidou Diallo	DET	DET vs. MIA	05/16/2021	L	30	15	4	8	50.0	1	3	33.3	6	9	66.7	1	4	5	2	0	0	4	4	-13	20.0
43	Tyler Herro	MIA	MIA @ DET	05/16/2021	W	35	16	7	13	53.8	1	5	20.0	1	2	50.0	0	6	6	11	0	0	1	3	21	38.7
44	Killian Hayes	DET	DET vs. MIA	05/16/2021	L	31	10	3	7	42.9	2	5	40.0	2	2	100	0	0	0	4	1	0	3	5	-9	16.0
45	Saddiq Bey	DET	DET vs. MIA	05/16/2021	L	37	22	7	21	33.3	4	15	26.7	4	5	80.0	1	4	5	4	1	1	2	2	-14	38.0
46	Tyler Cook	DET	DET vs. MIA	05/16/2021	L	35	12	6	8	75.0	0	0	-	0	0	-	2	7	9	1	0	0	0	1	-4	24.3
47	Duncan Robinson	MIA	MIA @ DET	05/16/2021	W	19	8	3	5	60.0	2	4	50.0	0	0	-	0	2	2	1	2	1	0	2	9	20.9
48	KZ Okpala	MIA	MIA @ DET	05/16/2021	W	34	17	6	9	66.7	0	1	0.0	5	5	100	1	4	5	2	2	2	2	4	9	36.0
49	Jahlil Okafor	DET	DET vs. MIA	05/16/2021	L	24	7	3	5	60.0	0	0	-	1	1	100	1	4	5	0	0	1	1	3	-8	15.0
0	Gabe Vincent	MIA	MIA @ DET	05/16/2021	W	37	15	6	12	50.0	3	7	42.9	0	0	-	0	6	6	10	2	0	3	3	3	40.2
1	Precious Achiuwa	MIA	MIA @ DET	05/16/2021	W	42	23	10	16	62.5	0	0	-	3	7	42.9	3	7	10	0	2	1	2	3	6	42.0
2	Saben Lee	DET	DET vs. MIA	05/16/2021	L	28	10	5	8	62.5	0	1	0.0	0	0	-	0	2	2	7	0	1	2	1	0	23.9
3	Max Strus	MIA	MIA @ DET	05/16/2021	W	36	20	7	16	43.8	3	11	27.3	3	4	75.0	0	4	4	2	1	0	0	1	4	30.8
4	Cory Joseph	DET	DET vs. MIA	05/16/2021	L	31	14	6	14	42.9	2	4	50.0	0	0	-	1	3	4	5	1	1	2	2	-8	30.3
5	Nemanja Bjelica	MIA	MIA @ DET	05/16/2021	W	38	21	8	13	61.5	4	6	66.7	1	2	50.0	2	4	6	6	2	1	2	3	13	44.2
6	Josh Jackson	DET	DET vs. MIA	05/16/2021	L	24	17	6	15	40.0	2	7	28.6	3	5	60.0	1	2	3	3	1	0	2	3	-9	26.1
7	Enes Freedom	POR	POR vs. DEN	05/16/2021	W	22	14	5	5	100	0	0	-	4	5	80.0	4	11	15	0	0	1	1	3	15	34.0
8	Vlatko Cancar	DEN	DEN @ POR	05/16/2021	L	17	4	2	5	40.0	0	2	0.0	0	0	-	0	2	2	0	0	0	0	1	-1	6.4
9	CJ Elleby	POR	POR vs. DEN	05/16/2021	W	5	2	1	3	33.3	0	2	0.0	0	0	-	0	1	1	0	0	0	0	1	-11	3.2
10	Jusuf Nurkic	POR	POR vs. DEN	05/16/2021	W	20	20	8	10	80.0	1	1	100	3	6	50.0	4	9	13	2	1	2	3	3	12	44.6
11	JaVale McGee	DEN	DEN @ POR	05/16/2021	L	15	9	4	9	44.4	0	1	0.0	1	2	50.0	4	4	8	2	0	2	0	1	6	27.6
12	Damian Lillard	POR	POR vs. DEN	05/16/2021	W	31	22	7	13	53.8	5	9	55.6	3	3	100	0	3	3	10	0	0	4	2	24	36.6
13	Robert Covington	POR	POR vs. DEN	05/16/2021	W	29	3	1	5	20.0	0	4	0.0	1	1	100	2	5	7	0	1	2	0	2	23	20.4
14	Shaquille Harrison	DEN	DEN @ POR	05/16/2021	L	21	2	1	4	25.0	0	1	0.0	0	0	-	0	0	0	2	1	0	0	2	-8	8.0
15	Derrick Jones Jr.	POR	POR vs. DEN	05/16/2021	W	7	2	1	3	33.3	0	2	0.0	0	0	-	0	0	0	1	0	0	0	1	-8	3.5
16	Bol Bol	DEN	DEN @ POR	05/16/2021	L	7	3	1	6	16.7	0	1	0.0	1	1	100	0	2	2	0	0	0	0	0	7	5.4
17	Austin Rivers	DEN	DEN @ POR	05/16/2021	L	21	4	2	5	40.0	0	1	0.0	0	0	-	0	2	2	3	1	0	0	1	-15	13.9
18	Harry Giles III	POR	POR vs. DEN	05/16/2021	W	5	2	1	3	33.3	0	1	0.0	0	0	-	0	2	2	1	0	1	0	0	-11	8.9
19	JaMychal Green	DEN	DEN @ POR	05/16/2021	L	21	11	4	5	80.0	3	4	75.0	0	0	-	1	1	2	0	0	0	0	3	-9	13.4
